SettingID,CompanyID,SettingKey,SettingValue,Description,CreatedAt,UpdatedAt
SET-0233,COMP-0024,PANNumber,ABCD1234E,PAN number,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0234,COMP-0024,FinancialYearStart,2024-04-01,Financial year start date,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0235,COMP-0024,FinancialYearEnd,2025-03-31,Financial year end date,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0236,COMP-0024,CurrencySymbol,INR,Currency symbol,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0237,COMP-0024,DateFormat,DD-MM-YYYY,Date format preference,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0238,COMP-0024,TaxRate,18,Default tax rate,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0239,COMP-0024,LowStockAlert,10,Low stock alert threshold,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0240,COMP-0024,EmailNotifications,TRUE,Email notifications enabled,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0241,COMP-0025,CompanyName,Company 0025,Company display name,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0242,COMP-0025,GSTNumber,27ABCD1234E1Z5,GST registration number,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0243,COMP-0025,PANNumber,ABCD1234E,PAN number,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0244,COMP-0025,FinancialYearStart,2024-04-01,Financial year start date,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0245,COMP-0025,FinancialYearEnd,2025-03-31,Financial year end date,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0246,COMP-0025,CurrencySymbol,INR,Currency symbol,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0247,COMP-0025,DateFormat,DD-MM-YYYY,Date format preference,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0248,COMP-0025,TaxRate,18,Default tax rate,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0249,COMP-0025,LowStockAlert,10,Low stock alert threshold,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0250,COMP-0025,EmailNotifications,TRUE,Email notifications enabled,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0251,COMP-0026,CompanyName,Company 0026,Company display name,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0252,COMP-0026,GSTNumber,27ABCD1234E1Z5,GST registration number,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0253,COMP-0026,PANNumber,ABCD1234E,PAN number,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0254,COMP-0026,FinancialYearStart,2024-04-01,Financial year start date,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0255,COMP-0026,FinancialYearEnd,2025-03-31,Financial year end date,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0256,COMP-0026,CurrencySymbol,INR,Currency symbol,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0257,COMP-0026,DateFormat,DD-MM-YYYY,Date format preference,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0258,COMP-0026,TaxRate,18,Default tax rate,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0259,COMP-0026,LowStockAlert,10,Low stock alert threshold,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0260,COMP-0026,EmailNotifications,TRUE,Email notifications enabled,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0261,COMP-0027,CompanyName,Company 0027,Company display name,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0262,COMP-0027,GSTNumber,27ABCD1234E1Z5,GST registration number,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0263,COMP-0027,PANNumber,ABCD1234E,PAN number,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0264,COMP-0027,FinancialYearStart,2024-04-01,Financial year start date,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0265,COMP-0027,FinancialYearEnd,2025-03-31,Financial year end date,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0266,COMP-0027,CurrencySymbol,INR,Currency symbol,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0267,COMP-0027,DateFormat,DD-MM-YYYY,Date format preference,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0268,COMP-0027,TaxRate,18,Default tax rate,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0269,COMP-0027,LowStockAlert,10,Low stock alert threshold,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0270,COMP-0027,EmailNotifications,TRUE,Email notifications enabled,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0271,COMP-0028,CompanyName,Company 0028,Company display name,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0272,COMP-0028,GSTNumber,27ABCD1234E1Z5,GST registration number,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0273,COMP-0028,PANNumber,ABCD1234E,PAN number,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0274,COMP-0028,FinancialYearStart,2024-04-01,Financial year start date,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0275,COMP-0028,FinancialYearEnd,2025-03-31,Financial year end date,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0276,COMP-0028,CurrencySymbol,INR,Currency symbol,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0277,COMP-0028,DateFormat,DD-MM-YYYY,Date format preference,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0278,COMP-0028,TaxRate,18,Default tax rate,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0279,COMP-0028,LowStockAlert,10,Low stock alert threshold,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0280,COMP-0028,EmailNotifications,TRUE,Email notifications enabled,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0281,COMP-0029,CompanyName,Company 0029,Company display name,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0282,COMP-0029,GSTNumber,27ABCD1234E1Z5,GST registration number,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0283,COMP-0029,PANNumber,ABCD1234E,PAN number,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0284,COMP-0029,FinancialYearStart,2024-04-01,Financial year start date,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0285,COMP-0029,FinancialYearEnd,2025-03-31,Financial year end date,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0286,COMP-0029,CurrencySymbol,INR,Currency symbol,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0287,COMP-0029,DateFormat,DD-MM-YYYY,Date format preference,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0288,COMP-0029,TaxRate,18,Default tax rate,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0289,COMP-0029,LowStockAlert,10,Low stock alert threshold,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0290,COMP-0029,EmailNotifications,TRUE,Email notifications enabled,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0291,COMP-0030,CompanyName,Company 0030,Company display name,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0292,COMP-0030,GSTNumber,27ABCD1234E1Z5,GST registration number,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0293,COMP-0030,PANNumber,ABCD1234E,PAN number,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0294,COMP-0030,FinancialYearStart,2024-04-01,Financial year start date,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0295,COMP-0030,FinancialYearEnd,2025-03-31,Financial year end date,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0296,COMP-0030,CurrencySymbol,INR,Currency symbol,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0297,COMP-0030,DateFormat,DD-MM-YYYY,Date format preference,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0298,COMP-0030,TaxRate,18,Default tax rate,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0299,COMP-0030,LowStockAlert,10,Low stock alert threshold,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0300,COMP-0030,EmailNotifications,TRUE,Email notifications enabled,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0301,COMP-0031,CompanyName,Company 0031,Company display name,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0302,COMP-0031,GSTNumber,27ABCD1234E1Z5,GST registration number,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0303,COMP-0031,PANNumber,ABCD1234E,PAN number,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0304,COMP-0031,FinancialYearStart,2024-04-01,Financial year start date,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0305,COMP-0031,FinancialYearEnd,2025-03-31,Financial year end date,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0306,COMP-0031,CurrencySymbol,INR,Currency symbol,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0307,COMP-0031,DateFormat,DD-MM-YYYY,Date format preference,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0308,COMP-0031,TaxRate,18,Default tax rate,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0309,COMP-0031,LowStockAlert,10,Low stock alert threshold,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0310,COMP-0031,EmailNotifications,TRUE,Email notifications enabled,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0311,COMP-0032,CompanyName,Company 0032,Company display name,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0312,COMP-0032,GSTNumber,27ABCD1234E1Z5,GST registration number,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0313,COMP-0032,PANNumber,ABCD1234E,PAN number,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0314,COMP-0032,FinancialYearStart,2024-04-01,Financial year start date,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0315,COMP-0032,FinancialYearEnd,2025-03-31,Financial year end date,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0316,COMP-0032,CurrencySymbol,INR,Currency symbol,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0317,COMP-0032,DateFormat,DD-MM-YYYY,Date format preference,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0318,COMP-0032,TaxRate,18,Default tax rate,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0319,COMP-0032,LowStockAlert,10,Low stock alert threshold,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0320,COMP-0032,EmailNotifications,TRUE,Email notifications enabled,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0321,COMP-0033,CompanyName,Company 0033,Company display name,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0322,COMP-0033,GSTNumber,27ABCD1234E1Z5,GST registration number,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0323,COMP-0033,PANNumber,ABCD1234E,PAN number,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0324,COMP-0033,FinancialYearStart,2024-04-01,Financial year start date,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0325,COMP-0033,FinancialYearEnd,2025-03-31,Financial year end date,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0326,COMP-0033,CurrencySymbol,INR,Currency symbol,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0327,COMP-0033,DateFormat,DD-MM-YYYY,Date format preference,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0328,COMP-0033,TaxRate,18,Default tax rate,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0329,COMP-0033,LowStockAlert,10,Low stock alert threshold,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0330,COMP-0033,EmailNotifications,TRUE,Email notifications enabled,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0331,COMP-0034,CompanyName,Company 0034,Company display name,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0332,COMP-0034,GSTNumber,27ABCD1234E1Z5,GST registration number,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0333,COMP-0034,PANNumber,ABCD1234E,PAN number,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0334,COMP-0034,FinancialYearStart,2024-04-01,Financial year start date,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0335,COMP-0034,FinancialYearEnd,2025-03-31,Financial year end date,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0336,COMP-0034,CurrencySymbol,INR,Currency symbol,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0337,COMP-0034,DateFormat,DD-MM-YYYY,Date format preference,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0338,COMP-0034,TaxRate,18,Default tax rate,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0339,COMP-0034,LowStockAlert,10,Low stock alert threshold,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0340,COMP-0034,EmailNotifications,TRUE,Email notifications enabled,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0341,COMP-0035,CompanyName,Company 0035,Company display name,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0342,COMP-0035,GSTNumber,27ABCD1234E1Z5,GST registration number,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0343,COMP-0035,PANNumber,ABCD1234E,PAN number,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0344,COMP-0035,FinancialYearStart,2024-04-01,Financial year start date,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0345,COMP-0035,FinancialYearEnd,2025-03-31,Financial year end date,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0346,COMP-0035,CurrencySymbol,INR,Currency symbol,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0347,COMP-0035,DateFormat,DD-MM-YYYY,Date format preference,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0348,COMP-0035,TaxRate,18,Default tax rate,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0349,COMP-0035,LowStockAlert,10,Low stock alert threshold,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0350,COMP-0035,EmailNotifications,TRUE,Email notifications enabled,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0351,COMP-0036,CompanyName,Company 0036,Company display name,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0352,COMP-0036,GSTNumber,27ABCD1234E1Z5,GST registration number,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0353,COMP-0036,PANNumber,ABCD1234E,PAN number,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0354,COMP-0036,FinancialYearStart,2024-04-01,Financial year start date,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0355,COMP-0036,FinancialYearEnd,2025-03-31,Financial year end date,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0356,COMP-0036,CurrencySymbol,INR,Currency symbol,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0357,COMP-0036,DateFormat,DD-MM-YYYY,Date format preference,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0358,COMP-0036,TaxRate,18,Default tax rate,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0359,COMP-0036,LowStockAlert,10,Low stock alert threshold,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0360,COMP-0036,EmailNotifications,TRUE,Email notifications enabled,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0361,COMP-0037,CompanyName,Company 0037,Company display name,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0362,COMP-0037,GSTNumber,27ABCD1234E1Z5,GST registration number,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0363,COMP-0037,PANNumber,ABCD1234E,PAN number,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0364,COMP-0037,FinancialYearStart,2024-04-01,Financial year start date,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0365,COMP-0037,FinancialYearEnd,2025-03-31,Financial year end date,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0366,COMP-0037,CurrencySymbol,INR,Currency symbol,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0367,COMP-0037,DateFormat,DD-MM-YYYY,Date format preference,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0368,COMP-0037,TaxRate,18,Default tax rate,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0369,COMP-0037,LowStockAlert,10,Low stock alert threshold,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0370,COMP-0037,EmailNotifications,TRUE,Email notifications enabled,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0371,COMP-0038,CompanyName,Company 0038,Company display name,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0372,COMP-0038,GSTNumber,27ABCD1234E1Z5,GST registration number,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0373,COMP-0038,PANNumber,ABCD1234E,PAN number,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0374,COMP-0038,FinancialYearStart,2024-04-01,Financial year start date,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0375,COMP-0038,FinancialYearEnd,2025-03-31,Financial year end date,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0376,COMP-0038,CurrencySymbol,INR,Currency symbol,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0377,COMP-0038,DateFormat,DD-MM-YYYY,Date format preference,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0378,COMP-0038,TaxRate,18,Default tax rate,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0379,COMP-0038,LowStockAlert,10,Low stock alert threshold,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0380,COMP-0038,EmailNotifications,TRUE,Email notifications enabled,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0381,COMP-0039,CompanyName,Company 0039,Company display name,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0382,COMP-0039,GSTNumber,27ABCD1234E1Z5,GST registration number,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0383,COMP-0039,PANNumber,ABCD1234E,PAN number,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0384,COMP-0039,FinancialYearStart,2024-04-01,Financial year start date,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0385,COMP-0039,FinancialYearEnd,2025-03-31,Financial year end date,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0386,COMP-0039,CurrencySymbol,INR,Currency symbol,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0387,COMP-0039,DateFormat,DD-MM-YYYY,Date format preference,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0388,COMP-0039,TaxRate,18,Default tax rate,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0389,COMP-0039,LowStockAlert,10,Low stock alert threshold,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0390,COMP-0039,EmailNotifications,TRUE,Email notifications enabled,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0391,COMP-0040,CompanyName,Company 0040,Company display name,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0392,COMP-0040,GSTNumber,27ABCD1234E1Z5,GST registration number,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0393,COMP-0040,PANNumber,ABCD1234E,PAN number,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0394,COMP-0040,FinancialYearStart,2024-04-01,Financial year start date,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0395,COMP-0040,FinancialYearEnd,2025-03-31,Financial year end date,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0396,COMP-0040,CurrencySymbol,INR,Currency symbol,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0397,COMP-0040,DateFormat,DD-MM-YYYY,Date format preference,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0398,COMP-0040,TaxRate,18,Default tax rate,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0399,COMP-0040,LowStockAlert,10,Low stock alert threshold,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0400,COMP-0040,EmailNotifications,TRUE,Email notifications enabled,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0401,COMP-0041,CompanyName,Company 0041,Company display name,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0402,COMP-0041,GSTNumber,27ABCD1234E1Z5,GST registration number,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0403,COMP-0041,PANNumber,ABCD1234E,PAN number,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0404,COMP-0041,FinancialYearStart,2024-04-01,Financial year start date,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0405,COMP-0041,FinancialYearEnd,2025-03-31,Financial year end date,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0406,COMP-0041,CurrencySymbol,INR,Currency symbol,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0407,COMP-0041,DateFormat,DD-MM-YYYY,Date format preference,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0408,COMP-0041,TaxRate,18,Default tax rate,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0409,COMP-0041,LowStockAlert,10,Low stock alert threshold,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0410,COMP-0041,EmailNotifications,TRUE,Email notifications enabled,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0411,COMP-0042,CompanyName,Company 0042,Company display name,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0412,COMP-0042,GSTNumber,27ABCD1234E1Z5,GST registration number,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0413,COMP-0042,PANNumber,ABCD1234E,PAN number,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0414,COMP-0042,FinancialYearStart,2024-04-01,Financial year start date,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0415,COMP-0042,FinancialYearEnd,2025-03-31,Financial year end date,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0416,COMP-0042,CurrencySymbol,INR,Currency symbol,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0417,COMP-0042,DateFormat,DD-MM-YYYY,Date format preference,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0418,COMP-0042,TaxRate,18,Default tax rate,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0419,COMP-0042,LowStockAlert,10,Low stock alert threshold,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0420,COMP-0042,EmailNotifications,TRUE,Email notifications enabled,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0421,COMP-0043,CompanyName,Company 0043,Company display name,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0422,COMP-0043,GSTNumber,27ABCD1234E1Z5,GST registration number,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0423,COMP-0043,PANNumber,ABCD1234E,PAN number,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0424,COMP-0043,FinancialYearStart,2024-04-01,Financial year start date,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0425,COMP-0043,FinancialYearEnd,2025-03-31,Financial year end date,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0426,COMP-0043,CurrencySymbol,INR,Currency symbol,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0427,COMP-0043,DateFormat,DD-MM-YYYY,Date format preference,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0428,COMP-0043,TaxRate,18,Default tax rate,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0429,COMP-0043,LowStockAlert,10,Low stock alert threshold,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0430,COMP-0043,EmailNotifications,TRUE,Email notifications enabled,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0431,COMP-0044,CompanyName,Company 0044,Company display name,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0432,COMP-0044,GSTNumber,27ABCD1234E1Z5,GST registration number,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0433,COMP-0044,PANNumber,ABCD1234E,PAN number,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0434,COMP-0044,FinancialYearStart,2024-04-01,Financial year start date,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0435,COMP-0044,FinancialYearEnd,2025-03-31,Financial year end date,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0436,COMP-0044,CurrencySymbol,INR,Currency symbol,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0437,COMP-0044,DateFormat,DD-MM-YYYY,Date format preference,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0438,COMP-0044,TaxRate,18,Default tax rate,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0439,COMP-0044,LowStockAlert,10,Low stock alert threshold,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0440,COMP-0044,EmailNotifications,TRUE,Email notifications enabled,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0441,COMP-0045,CompanyName,Company 0045,Company display name,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0442,COMP-0045,GSTNumber,27ABCD1234E1Z5,GST registration number,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0443,COMP-0045,PANNumber,ABCD1234E,PAN number,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0444,COMP-0045,FinancialYearStart,2024-04-01,Financial year start date,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0445,COMP-0045,FinancialYearEnd,2025-03-31,Financial year end date,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0446,COMP-0045,CurrencySymbol,INR,Currency symbol,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0447,COMP-0045,DateFormat,DD-MM-YYYY,Date format preference,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0448,COMP-0045,TaxRate,18,Default tax rate,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0449,COMP-0045,LowStockAlert,10,Low stock alert threshold,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0450,COMP-0045,EmailNotifications,TRUE,Email notifications enabled,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0451,COMP-0046,CompanyName,Company 0046,Company display name,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0452,COMP-0046,GSTNumber,27ABCD1234E1Z5,GST registration number,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0453,COMP-0046,PANNumber,ABCD1234E,PAN number,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0454,COMP-0046,FinancialYearStart,2024-04-01,Financial year start date,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0455,COMP-0046,FinancialYearEnd,2025-03-31,Financial year end date,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0456,COMP-0046,CurrencySymbol,INR,Currency symbol,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0457,COMP-0046,DateFormat,DD-MM-YYYY,Date format preference,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0458,COMP-0046,TaxRate,18,Default tax rate,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0459,COMP-0046,LowStockAlert,10,Low stock alert threshold,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0460,COMP-0046,EmailNotifications,TRUE,Email notifications enabled,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0461,COMP-0047,CompanyName,Company 0047,Company display name,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0462,COMP-0047,GSTNumber,27ABCD1234E1Z5,GST registration number,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0463,COMP-0047,PANNumber,ABCD1234E,PAN number,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0464,COMP-0047,FinancialYearStart,2024-04-01,Financial year start date,2024-01-01 10:00:00,2024-05-01 08:00:00
SET-0465,COMP-0047,FinancialYearEnd,2025-03-31,Financial year end date,2024-01-01 10:00:00,2024-05-01 08:00:00
