MovementID,CompanyID,PartyID,PartyName,PartyType,FirstTransactionDate,LastTransactionDate,TotalSalesValue,TotalPurchaseValue,TransactionCount,DaysSinceLastTxn,Status,SalesPerson,City,State,CreatedAt,UpdatedAt
CMOV-0124,COMP-0008,PTY-0132,Priya Gupta Suppliers,Supplier,2024-04-19,2024-06-20,7200,1391800,7,-50,Active,Amit Shah,Delhi,Delhi,2024-06-20 00:00:00,2024-05-01 08:00:00
CMOV-0125,COMP-0008,PTY-0133,Amit Patel Distributors,Customer,2024-04-28,2024-05-24,0,1355500,5,-23,Active,Rajesh Kumar,Pune,Maharashtra,2024-05-24 00:00:00,2024-05-01 08:00:00
CMOV-0126,COMP-0008,PTY-0134,Neha Patel Traders,Customer,2024-05-22,2024-06-17,634200,0,7,-47,Active,Rajesh Kumar,Coimbatore,Tamil Nadu,2024-06-17 00:00:00,2024-05-01 08:00:00
CMOV-0127,COMP-0008,PTY-0135,Rajesh Kumar Distributors,Supplier,2024-05-21,2024-06-24,110000,1666900,8,-54,Active,Unassigned,Delhi,Delhi,2024-06-24 00:00:00,2024-05-01 08:00:00
CMOV-0128,COMP-0008,PTY-0136,Vikram Kumar Distributors,Both,2024-04-04,2024-06-13,358000,589500,7,-43,Active,Unassigned,Surat,Gujarat,2024-06-13 00:00:00,2024-05-01 08:00:00
CMOV-0129,COMP-0008,PTY-0137,Priya Patel Traders,Supplier,2024-04-22,2024-06-29,1083000,0,5,-59,Active,Amit Shah,Ahmedabad,Gujarat,2024-06-29 00:00:00,2024-05-01 08:00:00
CMOV-0130,COMP-0008,PTY-0138,Rajesh Singh Suppliers,Supplier,2024-04-06,2024-06-19,0,1133000,7,-49,Active,Unassigned,Mumbai,Maharashtra,2024-06-19 00:00:00,2024-05-01 08:00:00
CMOV-0131,COMP-0008,PTY-0139,Vikram Sharma Distributors,Supplier,2024-05-02,2024-06-06,1038000,663100,11,-36,Active,Amit Shah,Bangalore,Karnataka,2024-06-06 00:00:00,2024-05-01 08:00:00
CMOV-0132,COMP-0008,PTY-0140,Vikram Sharma Traders,Customer,2024-04-07,2024-06-25,954000,362500,6,-55,Active,Amit Shah,Delhi,Delhi,2024-06-25 00:00:00,2024-05-01 08:00:00
CMOV-0133,COMP-0008,PTY-0141,Priya Kumar Traders,Customer,2024-05-12,2024-06-30,841700,350000,6,-60,Active,Rajesh Kumar,Chennai,Tamil Nadu,2024-06-30 00:00:00,2024-05-01 08:00:00
CMOV-0134,COMP-0008,PTY-0142,Neha Kumar Suppliers,Customer,2024-05-17,2024-05-17,180000,0,2,-16,Active,Unassigned,Pune,Maharashtra,2024-05-17 00:00:00,2024-05-01 08:00:00
CMOV-0135,COMP-0008,PTY-0143,Rajesh Sharma Distributors,Both,2024-04-06,2024-06-11,408700,253800,5,-41,Active,Unassigned,Bangalore,Karnataka,2024-06-11 00:00:00,2024-05-01 08:00:00
CMOV-0136,COMP-0009,PTY-0144,Vikram Sharma Distributors,Both,2024-04-21,2024-05-19,703500,0,5,-18,Active,Unassigned,Delhi,Delhi,2024-05-19 00:00:00,2024-05-01 08:00:00
CMOV-0137,COMP-0009,PTY-0145,Rajesh Singh Traders,Both,2024-04-10,2024-05-31,0,456800,2,-30,Active,Rajesh Kumar,Coimbatore,Tamil Nadu,2024-05-31 00:00:00,2024-05-01 08:00:00
CMOV-0138,COMP-0009,PTY-0146,Amit Patel Traders,Supplier,2024-04-24,2024-06-05,0,1425000,8,-35,Active,Unassigned,Nagpur,Maharashtra,2024-06-05 00:00:00,2024-05-01 08:00:00
CMOV-0139,COMP-0009,PTY-0147,Neha Kumar Traders,Supplier,2024-04-23,2024-05-23,669000,0,8,-22,Active,Amit Shah,Coimbatore,Tamil Nadu,2024-05-23 00:00:00,2024-05-01 08:00:00
CMOV-0140,COMP-0009,PTY-0148,Vikram Singh Suppliers,Supplier,2024-05-02,2024-05-02,0,363500,3,-1,Active,Unassigned,Pune,Maharashtra,2024-05-02 00:00:00,2024-05-01 08:00:00
CMOV-0141,COMP-0009,PTY-0149,Priya Singh Distributors,Customer,2024-05-29,2024-05-30,222000,210000,4,-29,Active,Unassigned,Coimbatore,Tamil Nadu,2024-05-30 00:00:00,2024-05-01 08:00:00
CMOV-0142,COMP-0009,PTY-0151,Vikram Kumar Distributors,Supplier,2024-04-12,2024-04-28,12000,42000,2,3,Active,Amit Shah,Nagpur,Maharashtra,2024-04-28 00:00:00,2024-05-01 08:00:00
CMOV-0143,COMP-0009,PTY-0152,Priya Singh Traders,Customer,2024-04-26,2024-06-27,715500,0,4,-57,Active,Rajesh Kumar,Chennai,Tamil Nadu,2024-06-27 00:00:00,2024-05-01 08:00:00
CMOV-0144,COMP-0009,PTY-0153,Amit Singh Traders,Both,2024-04-06,2024-05-01,439500,30700,6,0,Active,Unassigned,Delhi,Delhi,2024-05-01 00:00:00,2024-05-01 08:00:00
CMOV-0145,COMP-0009,PTY-0154,Rajesh Gupta Suppliers,Supplier,2024-05-22,2024-06-03,1773000,0,5,-33,Active,Amit Shah,Surat,Gujarat,2024-06-03 00:00:00,2024-05-01 08:00:00
CMOV-0146,COMP-0009,PTY-0155,Priya Gupta Suppliers,Supplier,2024-04-24,2024-06-18,1039500,0,4,-48,Active,Rajesh Kumar,Bangalore,Karnataka,2024-06-18 00:00:00,2024-05-01 08:00:00
CMOV-0147,COMP-0009,PTY-0157,Vikram Sharma Traders,Supplier,2024-04-25,2024-06-27,0,1423400,6,-57,Active,Unassigned,Coimbatore,Tamil Nadu,2024-06-27 00:00:00,2024-05-01 08:00:00
CMOV-0148,COMP-0009,PTY-0158,Amit Sharma Suppliers,Customer,2024-04-03,2024-04-11,7000,510000,3,20,Active,Rajesh Kumar,Ahmedabad,Gujarat,2024-04-11 00:00:00,2024-05-01 08:00:00
CMOV-0149,COMP-0010,PTY-0159,Priya Gupta Traders,Both,2024-04-10,2024-05-02,374800,0,5,-1,Active,Amit Shah,Mumbai,Maharashtra,2024-05-02 00:00:00,2024-05-01 08:00:00
CMOV-0150,COMP-0010,PTY-0160,Neha Singh Distributors,Customer,2024-04-21,2024-06-24,486000,342000,8,-54,Active,Rajesh Kumar,Pune,Maharashtra,2024-06-24 00:00:00,2024-05-01 08:00:00
CMOV-0151,COMP-0010,PTY-0161,Rajesh Gupta Distributors,Customer,2024-04-10,2024-04-10,240000,0,1,21,Active,Amit Shah,Ahmedabad,Gujarat,2024-04-10 00:00:00,2024-05-01 08:00:00
CMOV-0152,COMP-0010,PTY-0162,Rajesh Sharma Traders,Both,2024-04-03,2024-04-03,112000,0,2,28,Active,Unassigned,Coimbatore,Tamil Nadu,2024-04-03 00:00:00,2024-05-01 08:00:00
CMOV-0153,COMP-0010,PTY-0163,Neha Singh Distributors,Customer,2024-05-09,2024-06-18,623000,826000,8,-48,Active,Amit Shah,Delhi,Delhi,2024-06-18 00:00:00,2024-05-01 08:00:00
CMOV-0154,COMP-0010,PTY-0164,Priya Kumar Suppliers,Customer,2024-04-20,2024-04-20,0,55000,1,11,Active,Amit Shah,Mysore,Karnataka,2024-04-20 00:00:00,2024-05-01 08:00:00
CMOV-0155,COMP-0010,PTY-0165,Amit Singh Traders,Supplier,2024-04-26,2024-04-26,177600,0,3,5,Active,Rajesh Kumar,Chennai,Tamil Nadu,2024-04-26 00:00:00,2024-05-01 08:00:00
CMOV-0156,COMP-0010,PTY-0166,Rajesh Singh Traders,Customer,2024-05-28,2024-06-30,148700,7200,5,-60,Active,Unassigned,Mysore,Karnataka,2024-06-30 00:00:00,2024-05-01 08:00:00
CMOV-0157,COMP-0010,PTY-0167,Neha Kumar Traders,Supplier,2024-04-21,2024-05-30,960000,1573300,6,-29,Active,Rajesh Kumar,Mysore,Karnataka,2024-05-30 00:00:00,2024-05-01 08:00:00
CMOV-0158,COMP-0010,PTY-0168,Neha Singh Suppliers,Supplier,2024-04-21,2024-06-20,2301000,0,11,-50,Active,Amit Shah,Mumbai,Maharashtra,2024-06-20 00:00:00,2024-05-01 08:00:00
CMOV-0159,COMP-0010,PTY-0169,Neha Sharma Suppliers,Customer,2024-05-11,2024-06-25,0,523200,7,-55,Active,Unassigned,Pune,Maharashtra,2024-06-25 00:00:00,2024-05-01 08:00:00
CMOV-0160,COMP-0010,PTY-0170,Rajesh Gupta Distributors,Supplier,2024-05-11,2024-06-20,30000,840200,6,-50,Active,Unassigned,Chennai,Tamil Nadu,2024-06-20 00:00:00,2024-05-01 08:00:00
CMOV-0161,COMP-0010,PTY-0171,Neha Gupta Suppliers,Customer,2024-04-06,2024-04-06,30900,0,2,25,Active,Amit Shah,Mumbai,Maharashtra,2024-04-06 00:00:00,2024-05-01 08:00:00
CMOV-0162,COMP-0010,PTY-0172,Neha Gupta Traders,Customer,2024-04-06,2024-04-21,0,46300,3,10,Active,Amit Shah,Bangalore,Karnataka,2024-04-21 00:00:00,2024-05-01 08:00:00
CMOV-0163,COMP-0010,PTY-0173,Neha Gupta Suppliers,Both,2024-06-29,2024-06-29,537500,0,2,-59,Active,Amit Shah,Surat,Gujarat,2024-06-29 00:00:00,2024-05-01 08:00:00
CMOV-0164,COMP-0010,PTY-0174,Neha Gupta Traders,Supplier,2024-04-11,2024-06-20,535000,575700,8,-50,Active,Rajesh Kumar,Mysore,Karnataka,2024-06-20 00:00:00,2024-05-01 08:00:00
CMOV-0165,COMP-0010,PTY-0175,Rajesh Gupta Distributors,Both,2024-05-13,2024-05-13,51000,0,2,-12,Active,Amit Shah,Mysore,Karnataka,2024-05-13 00:00:00,2024-05-01 08:00:00
CMOV-0166,COMP-0011,PTY-0176,Amit Gupta Suppliers,Both,2024-04-06,2024-06-15,1350000,1170000,7,-45,Active,Rajesh Kumar,Surat,Gujarat,2024-06-15 00:00:00,2024-05-01 08:00:00
CMOV-0167,COMP-0011,PTY-0177,Neha Singh Traders,Customer,2024-04-01,2024-05-31,1310700,0,7,-30,Active,Rajesh Kumar,Delhi,Delhi,2024-05-31 00:00:00,2024-05-01 08:00:00
CMOV-0168,COMP-0011,PTY-0178,Amit Kumar Distributors,Supplier,2024-06-10,2024-06-10,0,460000,2,-40,Active,Rajesh Kumar,Delhi,Delhi,2024-06-10 00:00:00,2024-05-01 08:00:00
CMOV-0169,COMP-0011,PTY-0179,Neha Kumar Suppliers,Customer,2024-04-06,2024-04-07,252000,656500,4,24,Active,Rajesh Kumar,Mysore,Karnataka,2024-04-07 00:00:00,2024-05-01 08:00:00
CMOV-0170,COMP-0011,PTY-0180,Vikram Kumar Suppliers,Both,2024-06-14,2024-06-14,0,132700,2,-44,Active,Unassigned,Ahmedabad,Gujarat,2024-06-14 00:00:00,2024-05-01 08:00:00
CMOV-0171,COMP-0011,PTY-0181,Neha Patel Distributors,Both,2024-04-23,2024-06-26,0,945500,4,-56,Active,Unassigned,Ahmedabad,Gujarat,2024-06-26 00:00:00,2024-05-01 08:00:00
CMOV-0172,COMP-0011,PTY-0182,Priya Sharma Traders,Both,2024-05-16,2024-06-11,985900,0,3,-41,Active,Unassigned,Ahmedabad,Gujarat,2024-06-11 00:00:00,2024-05-01 08:00:00
CMOV-0173,COMP-0011,PTY-0183,Vikram Singh Distributors,Both,2024-04-25,2024-05-16,455000,520500,4,-15,Active,Rajesh Kumar,Mumbai,Maharashtra,2024-05-16 00:00:00,2024-05-01 08:00:00
CMOV-0174,COMP-0011,PTY-0185,Vikram Singh Distributors,Customer,2024-05-21,2024-06-02,330000,295000,3,-32,Active,Amit Shah,Mysore,Karnataka,2024-06-02 00:00:00,2024-05-01 08:00:00
CMOV-0175,COMP-0011,PTY-0186,Priya Singh Suppliers,Both,2024-04-04,2024-05-12,1155500,79500,8,-11,Active,Rajesh Kumar,Ahmedabad,Gujarat,2024-05-12 00:00:00,2024-05-01 08:00:00
CMOV-0176,COMP-0011,PTY-0187,Priya Kumar Suppliers,Customer,2024-04-07,2024-05-09,0,1062900,5,-8,Active,Rajesh Kumar,Coimbatore,Tamil Nadu,2024-05-09 00:00:00,2024-05-01 08:00:00
CMOV-0177,COMP-0011,PTY-0188,Rajesh Singh Suppliers,Supplier,2024-06-07,2024-06-07,0,608000,2,-37,Active,Amit Shah,Bangalore,Karnataka,2024-06-07 00:00:00,2024-05-01 08:00:00
CMOV-0178,COMP-0011,PTY-0189,Vikram Patel Suppliers,Customer,2024-04-04,2024-04-04,0,55000,1,27,Active,Rajesh Kumar,Nagpur,Maharashtra,2024-04-04 00:00:00,2024-05-01 08:00:00
CMOV-0179,COMP-0011,PTY-0190,Rajesh Singh Traders,Customer,2024-04-17,2024-05-13,611500,181000,6,-12,Active,Unassigned,Delhi,Delhi,2024-05-13 00:00:00,2024-05-01 08:00:00
CMOV-0180,COMP-0012,PTY-0191,Neha Kumar Distributors,Customer,2024-05-18,2024-06-06,265500,0,3,-36,Active,Rajesh Kumar,Nagpur,Maharashtra,2024-06-06 00:00:00,2024-05-01 08:00:00
CMOV-0181,COMP-0012,PTY-0193,Vikram Sharma Suppliers,Customer,2024-05-24,2024-05-31,912500,0,4,-30,Active,Rajesh Kumar,Ahmedabad,Gujarat,2024-05-31 00:00:00,2024-05-01 08:00:00
CMOV-0182,COMP-0012,PTY-0194,Rajesh Singh Distributors,Customer,2024-04-16,2024-06-01,137500,138500,6,-31,Active,Unassigned,Bangalore,Karnataka,2024-06-01 00:00:00,2024-05-01 08:00:00
CMOV-0183,COMP-0012,PTY-0195,Priya Sharma Suppliers,Both,2024-05-25,2024-05-25,960000,0,1,-24,Active,Amit Shah,Chennai,Tamil Nadu,2024-05-25 00:00:00,2024-05-01 08:00:00
CMOV-0184,COMP-0012,PTY-0196,Amit Sharma Distributors,Supplier,2024-04-21,2024-06-18,1192500,440000,6,-48,Active,Amit Shah,Pune,Maharashtra,2024-06-18 00:00:00,2024-05-01 08:00:00
CMOV-0185,COMP-0012,PTY-0197,Priya Singh Distributors,Customer,2024-04-04,2024-06-13,308700,213000,8,-43,Active,Amit Shah,Surat,Gujarat,2024-06-13 00:00:00,2024-05-01 08:00:00
CMOV-0186,COMP-0012,PTY-0198,Amit Patel Traders,Both,2024-04-15,2024-06-10,240500,821700,9,-40,Active,Unassigned,Mumbai,Maharashtra,2024-06-10 00:00:00,2024-05-01 08:00:00
CMOV-0187,COMP-0012,PTY-0199,Priya Kumar Traders,Customer,2024-04-01,2024-05-21,226300,671500,6,-20,Active,Rajesh Kumar,Ahmedabad,Gujarat,2024-05-21 00:00:00,2024-05-01 08:00:00
CMOV-0188,COMP-0012,PTY-0200,Vikram Patel Distributors,Both,2024-04-01,2024-06-14,43600,64000,4,-44,Active,Rajesh Kumar,Delhi,Delhi,2024-06-14 00:00:00,2024-05-01 08:00:00
CMOV-0189,COMP-0012,PTY-0201,Amit Kumar Suppliers,Customer,2024-05-26,2024-06-16,1230900,763000,7,-46,Active,Rajesh Kumar,Coimbatore,Tamil Nadu,2024-06-16 00:00:00,2024-05-01 08:00:00
CMOV-0190,COMP-0012,PTY-0202,Priya Kumar Traders,Supplier,2024-04-05,2024-06-30,180500,1867900,10,-60,Active,Rajesh Kumar,Surat,Gujarat,2024-06-30 00:00:00,2024-05-01 08:00:00
CMOV-0191,COMP-0012,PTY-0203,Amit Kumar Suppliers,Supplier,2024-05-27,2024-06-02,1250000,0,6,-32,Active,Unassigned,Nagpur,Maharashtra,2024-06-02 00:00:00,2024-05-01 08:00:00
CMOV-0192,COMP-0012,PTY-0204,Vikram Sharma Distributors,Customer,2024-04-16,2024-05-26,2899300,977500,11,-25,Active,Rajesh Kumar,Mysore,Karnataka,2024-05-26 00:00:00,2024-05-01 08:00:00
CMOV-0193,COMP-0012,PTY-0205,Neha Gupta Distributors,Customer,2024-04-29,2024-05-12,20000,120000,2,-11,Active,Unassigned,Mumbai,Maharashtra,2024-05-12 00:00:00,2024-05-01 08:00:00
CMOV-0194,COMP-0012,PTY-0206,Vikram Sharma Traders,Both,2024-06-16,2024-06-16,0,10000,1,-46,Active,Unassigned,Ahmedabad,Gujarat,2024-06-16 00:00:00,2024-05-01 08:00:00
CMOV-0195,COMP-0012,PTY-0207,Amit Kumar Suppliers,Supplier,2024-04-19,2024-04-19,0,440000,1,12,Active,Unassigned,Surat,Gujarat,2024-04-19 00:00:00,2024-05-01 08:00:00
CMOV-0196,COMP-0012,PTY-0208,Neha Kumar Suppliers,Both,2024-06-29,2024-06-29,0,572700,3,-59,Active,Rajesh Kumar,Bangalore,Karnataka,2024-06-29 00:00:00,2024-05-01 08:00:00
CMOV-0197,COMP-0012,PTY-0209,Rajesh Gupta Suppliers,Customer,2024-04-02,2024-06-05,130000,1262700,7,-35,Active,Rajesh Kumar,Ahmedabad,Gujarat,2024-06-05 00:00:00,2024-05-01 08:00:00
CMOV-0198,COMP-0012,PTY-0210,Amit Patel Distributors,Supplier,2024-04-22,2024-06-21,802300,567500,9,-51,Active,Unassigned,Delhi,Delhi,2024-06-21 00:00:00,2024-05-01 08:00:00
CMOV-0199,COMP-0013,PTY-0211,Amit Sharma Distributors,Customer,2024-06-07,2024-06-20,52000,101000,4,-50,Active,Amit Shah,Ahmedabad,Gujarat,2024-06-20 00:00:00,2024-05-01 08:00:00
CMOV-0200,COMP-0013,PTY-0212,Priya Kumar Distributors,Both,2024-06-04,2024-06-05,0,398000,4,-35,Active,Amit Shah,Mumbai,Maharashtra,2024-06-05 00:00:00,2024-05-01 08:00:00
CMOV-0201,COMP-0013,PTY-0213,Vikram Sharma Traders,Customer,2024-05-18,2024-05-18,244000,0,3,-17,Active,Amit Shah,Coimbatore,Tamil Nadu,2024-05-18 00:00:00,2024-05-01 08:00:00
CMOV-0202,COMP-0013,PTY-0214,Neha Singh Traders,Supplier,2024-05-29,2024-05-29,228500,0,3,-28,Active,Amit Shah,Delhi,Delhi,2024-05-29 00:00:00,2024-05-01 08:00:00
CMOV-0203,COMP-0013,PTY-0215,Amit Singh Traders,Both,2024-05-09,2024-05-09,40000,0,1,-8,Active,Amit Shah,Nagpur,Maharashtra,2024-05-09 00:00:00,2024-05-01 08:00:00
CMOV-0204,COMP-0013,PTY-0216,Rajesh Patel Distributors,Supplier,2024-04-30,2024-06-19,14700,0,3,-49,Active,Rajesh Kumar,Pune,Maharashtra,2024-06-19 00:00:00,2024-05-01 08:00:00
CMOV-0205,COMP-0013,PTY-0217,Amit Gupta Traders,Customer,2024-05-01,2024-06-10,229500,165000,6,-40,Active,Amit Shah,Mysore,Karnataka,2024-06-10 00:00:00,2024-05-01 08:00:00
CMOV-0206,COMP-0013,PTY-0218,Amit Singh Traders,Both,2024-04-19,2024-04-19,392200,0,2,12,Active,Amit Shah,Mumbai,Maharashtra,2024-04-19 00:00:00,2024-05-01 08:00:00
CMOV-0207,COMP-0013,PTY-0219,Neha Patel Distributors,Both,2024-04-13,2024-05-11,1158700,0,6,-10,Active,Unassigned,Coimbatore,Tamil Nadu,2024-05-11 00:00:00,2024-05-01 08:00:00
CMOV-0208,COMP-0013,PTY-0221,Vikram Sharma Traders,Supplier,2024-04-11,2024-05-09,935000,152400,5,-8,Active,Amit Shah,Delhi,Delhi,2024-05-09 00:00:00,2024-05-01 08:00:00
CMOV-0209,COMP-0013,PTY-0222,Priya Sharma Distributors,Customer,2024-06-19,2024-06-19,3000,0,1,-49,Active,Unassigned,Coimbatore,Tamil Nadu,2024-06-19 00:00:00,2024-05-01 08:00:00
CMOV-0210,COMP-0013,PTY-0223,Amit Kumar Traders,Customer,2024-06-13,2024-06-18,71300,84500,4,-48,Active,Rajesh Kumar,Delhi,Delhi,2024-06-18 00:00:00,2024-05-01 08:00:00
CMOV-0211,COMP-0013,PTY-0225,Neha Sharma Traders,Supplier,2024-04-18,2024-06-08,1029800,0,8,-38,Active,Unassigned,Coimbatore,Tamil Nadu,2024-06-08 00:00:00,2024-05-01 08:00:00
CMOV-0212,COMP-0013,PTY-0226,Neha Gupta Traders,Customer,2024-04-05,2024-05-19,960000,240000,2,-18,Active,Unassigned,Surat,Gujarat,2024-05-19 00:00:00,2024-05-01 08:00:00
CMOV-0213,COMP-0013,PTY-0227,Priya Singh Traders,Supplier,2024-05-05,2024-06-25,290900,1335000,6,-55,Active,Rajesh Kumar,Mysore,Karnataka,2024-06-25 00:00:00,2024-05-01 08:00:00
CMOV-0214,COMP-0014,PTY-0228,Vikram Singh Suppliers,Supplier,2024-06-18,2024-06-18,3600,0,1,-48,Active,Rajesh Kumar,Bangalore,Karnataka,2024-06-18 00:00:00,2024-05-01 08:00:00
CMOV-0215,COMP-0014,PTY-0230,Vikram Sharma Distributors,Customer,2024-04-17,2024-06-09,26000,577300,7,-39,Active,Amit Shah,Mysore,Karnataka,2024-06-09 00:00:00,2024-05-01 08:00:00
CMOV-0216,COMP-0014,PTY-0231,Priya Sharma Suppliers,Both,2024-04-08,2024-04-08,0,440000,1,23,Active,Amit Shah,Mysore,Karnataka,2024-04-08 00:00:00,2024-05-01 08:00:00
CMOV-0217,COMP-0014,PTY-0232,Neha Gupta Distributors,Customer,2024-05-03,2024-05-03,1074500,0,3,-2,Active,Amit Shah,Mumbai,Maharashtra,2024-05-03 00:00:00,2024-05-01 08:00:00
CMOV-0218,COMP-0014,PTY-0234,Neha Patel Suppliers,Supplier,2024-04-23,2024-05-17,624500,20000,6,-16,Active,Rajesh Kumar,Mysore,Karnataka,2024-05-17 00:00:00,2024-05-01 08:00:00
CMOV-0219,COMP-0014,PTY-0235,Rajesh Kumar Traders,Supplier,2024-05-04,2024-06-25,1005000,0,3,-55,Active,Amit Shah,Pune,Maharashtra,2024-06-25 00:00:00,2024-05-01 08:00:00
CMOV-0220,COMP-0014,PTY-0236,Priya Patel Suppliers,Supplier,2024-05-30,2024-06-15,1165000,3000,3,-45,Active,Amit Shah,Coimbatore,Tamil Nadu,2024-06-15 00:00:00,2024-05-01 08:00:00
CMOV-0221,COMP-0014,PTY-0237,Vikram Sharma Distributors,Supplier,2024-04-10,2024-06-03,950500,394000,11,-33,Active,Unassigned,Mumbai,Maharashtra,2024-06-03 00:00:00,2024-05-01 08:00:00
CMOV-0222,COMP-0014,PTY-0239,Priya Kumar Traders,Both,2024-04-18,2024-06-29,740500,67500,6,-59,Active,Unassigned,Nagpur,Maharashtra,2024-06-29 00:00:00,2024-05-01 08:00:00
CMOV-0223,COMP-0014,PTY-0240,Amit Singh Distributors,Customer,2024-06-16,2024-06-16,110000,0,1,-46,Active,Rajesh Kumar,Nagpur,Maharashtra,2024-06-16 00:00:00,2024-05-01 08:00:00
CMOV-0224,COMP-0014,PTY-0241,Priya Gupta Suppliers,Both,2024-05-01,2024-05-10,275000,340000,3,-9,Active,Rajesh Kumar,Delhi,Delhi,2024-05-10 00:00:00,2024-05-01 08:00:00
CMOV-0225,COMP-0014,PTY-0243,Amit Gupta Traders,Both,2024-04-16,2024-06-25,1685500,165000,10,-55,Active,Amit Shah,Mysore,Karnataka,2024-06-25 00:00:00,2024-05-01 08:00:00
CMOV-0226,COMP-0014,PTY-0244,Amit Gupta Traders,Supplier,2024-04-19,2024-04-28,210400,0,5,3,Active,Rajesh Kumar,Surat,Gujarat,2024-04-28 00:00:00,2024-05-01 08:00:00
CMOV-0227,COMP-0014,PTY-0246,Priya Kumar Traders,Both,2024-04-06,2024-05-28,479500,345400,6,-27,Active,Amit Shah,Ahmedabad,Gujarat,2024-05-28 00:00:00,2024-05-01 08:00:00
CMOV-0228,COMP-0014,PTY-0247,Neha Singh Distributors,Both,2024-04-11,2024-06-05,221000,0,5,-35,Active,Unassigned,Surat,Gujarat,2024-06-05 00:00:00,2024-05-01 08:00:00
CMOV-0229,COMP-0014,PTY-0248,Rajesh Singh Traders,Both,2024-04-03,2024-05-26,1400000,714000,7,-25,Active,Unassigned,Coimbatore,Tamil Nadu,2024-05-26 00:00:00,2024-05-01 08:00:00
CMOV-0230,COMP-0015,PTY-0249,Vikram Gupta Distributors,Supplier,2024-05-06,2024-05-06,342000,0,2,-5,Active,Unassigned,Delhi,Delhi,2024-05-06 00:00:00,2024-05-01 08:00:00
CMOV-0231,COMP-0015,PTY-0252,Rajesh Kumar Suppliers,Both,2024-04-07,2024-06-23,1722000,275000,8,-53,Active,Amit Shah,Coimbatore,Tamil Nadu,2024-06-23 00:00:00,2024-05-01 08:00:00
CMOV-0232,COMP-0015,PTY-0253,Rajesh Kumar Suppliers,Both,2024-06-07,2024-06-07,270000,0,2,-37,Active,Amit Shah,Delhi,Delhi,2024-06-07 00:00:00,2024-05-01 08:00:00
CMOV-0233,COMP-0015,PTY-0254,Vikram Singh Suppliers,Both,2024-04-11,2024-04-11,775000,0,3,20,Active,Amit Shah,Chennai,Tamil Nadu,2024-04-11 00:00:00,2024-05-01 08:00:00
CMOV-0234,COMP-0015,PTY-0255,Priya Sharma Suppliers,Supplier,2024-05-29,2024-05-29,0,440000,2,-28,Active,Rajesh Kumar,Mumbai,Maharashtra,2024-05-29 00:00:00,2024-05-01 08:00:00
CMOV-0235,COMP-0015,PTY-0256,Vikram Patel Suppliers,Both,2024-04-06,2024-04-06,634000,0,3,25,Active,Rajesh Kumar,Delhi,Delhi,2024-04-06 00:00:00,2024-05-01 08:00:00
CMOV-0236,COMP-0015,PTY-0257,Priya Singh Traders,Both,2024-04-06,2024-06-15,350500,1287400,12,-45,Active,Rajesh Kumar,Surat,Gujarat,2024-06-15 00:00:00,2024-05-01 08:00:00
CMOV-0237,COMP-0015,PTY-0259,Priya Sharma Distributors,Customer,2024-05-12,2024-05-12,965400,0,2,-11,Active,Unassigned,Surat,Gujarat,2024-05-12 00:00:00,2024-05-01 08:00:00
CMOV-0238,COMP-0015,PTY-0260,Priya Patel Distributors,Both,2024-04-15,2024-04-15,702000,0,3,16,Active,Amit Shah,Ahmedabad,Gujarat,2024-04-15 00:00:00,2024-05-01 08:00:00
CMOV-0239,COMP-0015,PTY-0262,Vikram Kumar Suppliers,Customer,2024-04-06,2024-06-27,516000,7500,6,-57,Active,Rajesh Kumar,Delhi,Delhi,2024-06-27 00:00:00,2024-05-01 08:00:00
CMOV-0240,COMP-0015,PTY-0263,Neha Singh Traders,Supplier,2024-05-03,2024-05-09,65000,440000,2,-8,Active,Amit Shah,Nagpur,Maharashtra,2024-05-09 00:00:00,2024-05-01 08:00:00
CMOV-0241,COMP-0015,PTY-0264,Rajesh Patel Traders,Customer,2024-05-03,2024-06-12,86700,385000,3,-42,Active,Unassigned,Mysore,Karnataka,2024-06-12 00:00:00,2024-05-01 08:00:00
CMOV-0242,COMP-0015,PTY-0265,Vikram Patel Distributors,Supplier,2024-05-23,2024-06-20,236700,42000,4,-50,Active,Amit Shah,Mysore,Karnataka,2024-06-20 00:00:00,2024-05-01 08:00:00
CMOV-0243,COMP-0015,PTY-0266,Rajesh Sharma Traders,Customer,2024-04-30,2024-05-06,391300,110000,4,-5,Active,Amit Shah,Delhi,Delhi,2024-05-06 00:00:00,2024-05-01 08:00:00
CMOV-0244,COMP-0015,PTY-0268,Rajesh Gupta Suppliers,Both,2024-06-20,2024-06-20,0,728000,3,-50,Active,Unassigned,Ahmedabad,Gujarat,2024-06-20 00:00:00,2024-05-01 08:00:00
CMOV-0245,COMP-0015,PTY-0269,Vikram Kumar Traders,Customer,2024-04-19,2024-04-19,21000,0,1,12,Active,Unassigned,Ahmedabad,Gujarat,2024-04-19 00:00:00,2024-05-01 08:00:00
CMOV-0246,COMP-0015,PTY-0270,Vikram Patel Traders,Both,2024-05-20,2024-05-20,607800,0,3,-19,Active,Rajesh Kumar,Mumbai,Maharashtra,2024-05-20 00:00:00,2024-05-01 08:00:00
CMOV-0247,COMP-0016,PTY-0273,Vikram Patel Traders,Supplier,2024-06-25,2024-06-25,0,10500,1,-55,Active,Rajesh Kumar,Mysore,Karnataka,2024-06-25 00:00:00,2024-05-01 08:00:00
