OrderID,CompanyID,OrderType,OrderNo,OrderDate,PartyID,ReferenceNo,ItemID,Qty,Rate,Amount,Status,ExpectedDate,Narration,CreatedAt,UpdatedAt,Version
ORD-0254,COMP-0009,Purchase Order,PO-000254,2024-06-06,PTY-0150,REF-000254,ITM-0001_COMP-0009,8,45500,364000,Pending,2024-06-13,Purchase Order for Vikram Sharma Suppliers,2024-06-06 00:00:00,2024-06-30 08:00:00,1
ORD-0255,COMP-0009,Sales Order,SO-000255,2024-05-03,PTY-0150,REF-000255,ITM-0003_COMP-0009,7,42000,294000,Confirmed,2024-05-10,Sales Order for Vikram Sharma Suppliers,2024-05-03 00:00:00,2024-06-30 08:00:00,1
ORD-0256,COMP-0009,Sales Order,SO-000256,2024-05-07,PTY-0149,REF-000256,ITM-0002_COMP-0009,5,55000,275000,Completed,2024-05-23,Sales Order for Priya Singh Distributors,2024-05-07 00:00:00,2024-06-30 08:00:00,1
ORD-0257,COMP-0009,Purchase Order,PO-000257,2024-06-01,PTY-0146,REF-000257,ITM-0002_COMP-0009,7,38500,269500,Completed,2024-06-17,Purchase Order for Amit Patel Traders,2024-06-01 00:00:00,2024-06-30 08:00:00,1
ORD-0258,COMP-0009,Purchase Order,PO-000258,2024-05-02,PTY-0156,REF-000258,ITM-0003_COMP-0009,8,29399,235192,Completed,2024-05-31,Purchase Order for Amit Sharma Traders,2024-05-02 00:00:00,2024-06-30 08:00:00,1
ORD-0259,COMP-0010,Sales Order,SO-000259,2024-05-29,PTY-0159,REF-000259,ITM-0003_COMP-0010,10,42000,420000,Pending,2024-06-14,Sales Order for Priya Gupta Traders,2024-05-29 00:00:00,2024-06-30 08:00:00,1
ORD-0260,COMP-0010,Purchase Order,PO-000260,2024-06-12,PTY-0174,REF-000260,ITM-0003_COMP-0010,6,29399,176394,Completed,2024-06-24,Purchase Order for Neha Gupta Traders,2024-06-12 00:00:00,2024-06-30 08:00:00,1
ORD-0261,COMP-0010,Sales Order,SO-000261,2024-04-21,PTY-0175,REF-000261,ITM-0006_COMP-0010,9,3500,31500,Confirmed,2024-05-17,Sales Order for Rajesh Gupta Distributors,2024-04-21 00:00:00,2024-06-30 08:00:00,1
ORD-0262,COMP-0010,Sales Order,SO-000262,2024-05-30,PTY-0161,REF-000262,ITM-0006_COMP-0010,9,3500,31500,Completed,2024-06-11,Sales Order for Rajesh Gupta Distributors,2024-05-30 00:00:00,2024-06-30 08:00:00,1
ORD-0263,COMP-0010,Sales Order,SO-000263,2024-06-07,PTY-0172,REF-000263,ITM-0005_COMP-0010,10,55000,550000,Cancelled,2024-06-25,Sales Order for Neha Gupta Traders,2024-06-07 00:00:00,2024-06-30 08:00:00,1
ORD-0264,COMP-0010,Purchase Order,PO-000264,2024-05-20,PTY-0162,REF-000264,ITM-0005_COMP-0010,6,38500,231000,Completed,2024-06-08,Purchase Order for Rajesh Sharma Traders,2024-05-20 00:00:00,2024-06-30 08:00:00,1
ORD-0265,COMP-0010,Purchase Order,PO-000265,2024-05-08,PTY-0173,REF-000265,ITM-0005_COMP-0010,6,38500,231000,Confirmed,2024-05-19,Purchase Order for Neha Gupta Suppliers,2024-05-08 00:00:00,2024-06-30 08:00:00,1
ORD-0266,COMP-0010,Sales Order,SO-000266,2024-06-14,PTY-0159,REF-000266,ITM-0005_COMP-0010,2,55000,110000,Confirmed,2024-07-02,Sales Order for Priya Gupta Traders,2024-06-14 00:00:00,2024-06-30 08:00:00,1
ORD-0267,COMP-0010,Purchase Order,PO-000267,2024-04-20,PTY-0174,REF-000267,ITM-0009_COMP-0010,6,1050,6300,Confirmed,2024-05-07,Purchase Order for Neha Gupta Traders,2024-04-20 00:00:00,2024-06-30 08:00:00,1
ORD-0268,COMP-0010,Sales Order,SO-000268,2024-04-02,PTY-0171,REF-000268,ITM-0008_COMP-0010,8,900,7200,Completed,2024-04-28,Sales Order for Neha Gupta Suppliers,2024-04-02 00:00:00,2024-06-30 08:00:00,1
ORD-0269,COMP-0010,Sales Order,SO-000269,2024-04-06,PTY-0173,REF-000269,ITM-0005_COMP-0010,7,55000,385000,Cancelled,2024-04-27,Sales Order for Neha Gupta Suppliers,2024-04-06 00:00:00,2024-06-30 08:00:00,1
ORD-0270,COMP-0010,Sales Order,SO-000270,2024-06-18,PTY-0166,REF-000270,ITM-0008_COMP-0010,3,900,2700,Cancelled,2024-07-15,Sales Order for Rajesh Singh Traders,2024-06-18 00:00:00,2024-06-30 08:00:00,1
ORD-0271,COMP-0010,Sales Order,SO-000271,2024-04-06,PTY-0171,REF-000271,ITM-0001_COMP-0010,1,65000,65000,Confirmed,2024-05-05,Sales Order for Neha Gupta Suppliers,2024-04-06 00:00:00,2024-06-30 08:00:00,1
ORD-0272,COMP-0010,Purchase Order,PO-000272,2024-04-10,PTY-0174,REF-000272,ITM-0001_COMP-0010,8,45500,364000,Confirmed,2024-04-24,Purchase Order for Neha Gupta Traders,2024-04-10 00:00:00,2024-06-30 08:00:00,1
ORD-0273,COMP-0010,Sales Order,SO-000273,2024-05-25,PTY-0173,REF-000273,ITM-0004_COMP-0010,2,120000,240000,Pending,2024-06-14,Sales Order for Neha Gupta Suppliers,2024-05-25 00:00:00,2024-06-30 08:00:00,1
ORD-0274,COMP-0010,Purchase Order,PO-000274,2024-06-24,PTY-0159,REF-000274,ITM-0008_COMP-0010,10,630,6300,Pending,2024-07-20,Purchase Order for Priya Gupta Traders,2024-06-24 00:00:00,2024-06-30 08:00:00,1
ORD-0275,COMP-0010,Sales Order,SO-000275,2024-06-27,PTY-0166,REF-000275,ITM-0005_COMP-0010,6,55000,330000,Confirmed,2024-07-19,Sales Order for Rajesh Singh Traders,2024-06-27 00:00:00,2024-06-30 08:00:00,1
ORD-0276,COMP-0010,Purchase Order,PO-000276,2024-04-23,PTY-0170,REF-000276,ITM-0005_COMP-0010,3,38500,115500,Completed,2024-05-22,Purchase Order for Rajesh Gupta Distributors,2024-04-23 00:00:00,2024-06-30 08:00:00,1
ORD-0277,COMP-0010,Sales Order,SO-000277,2024-06-25,PTY-0161,REF-000277,ITM-0009_COMP-0010,7,1500,10500,Completed,2024-07-17,Sales Order for Rajesh Gupta Distributors,2024-06-25 00:00:00,2024-06-30 08:00:00,1
ORD-0278,COMP-0010,Purchase Order,PO-000278,2024-06-04,PTY-0162,REF-000278,ITM-0006_COMP-0010,1,2450,2450,Cancelled,2024-06-24,Purchase Order for Rajesh Sharma Traders,2024-06-04 00:00:00,2024-06-30 08:00:00,1
ORD-0279,COMP-0010,Sales Order,SO-000279,2024-05-21,PTY-0164,REF-000279,ITM-0006_COMP-0010,8,3500,28000,Completed,2024-05-31,Sales Order for Priya Kumar Suppliers,2024-05-21 00:00:00,2024-06-30 08:00:00,1
ORD-0280,COMP-0010,Purchase Order,PO-000280,2024-05-17,PTY-0173,REF-000280,ITM-0002_COMP-0010,7,38500,269500,Completed,2024-06-06,Purchase Order for Neha Gupta Suppliers,2024-05-17 00:00:00,2024-06-30 08:00:00,1
ORD-0281,COMP-0010,Purchase Order,PO-000281,2024-06-14,PTY-0159,REF-000281,ITM-0004_COMP-0010,7,84000,588000,Confirmed,2024-07-14,Purchase Order for Priya Gupta Traders,2024-06-14 00:00:00,2024-06-30 08:00:00,1
ORD-0282,COMP-0010,Purchase Order,PO-000282,2024-05-03,PTY-0159,REF-000282,ITM-0006_COMP-0010,10,2450,24500,Confirmed,2024-05-21,Purchase Order for Priya Gupta Traders,2024-05-03 00:00:00,2024-06-30 08:00:00,1
ORD-0283,COMP-0010,Purchase Order,PO-000283,2024-06-29,PTY-0162,REF-000283,ITM-0002_COMP-0010,4,38500,154000,Completed,2024-07-12,Purchase Order for Rajesh Sharma Traders,2024-06-29 00:00:00,2024-06-30 08:00:00,1
ORD-0284,COMP-0010,Sales Order,SO-000284,2024-05-24,PTY-0161,REF-000284,ITM-0003_COMP-0010,5,42000,210000,Cancelled,2024-06-11,Sales Order for Rajesh Gupta Distributors,2024-05-24 00:00:00,2024-06-30 08:00:00,1
ORD-0285,COMP-0010,Sales Order,SO-000285,2024-06-05,PTY-0164,REF-000285,ITM-0007_COMP-0010,10,10000,100000,Pending,2024-06-24,Sales Order for Priya Kumar Suppliers,2024-06-05 00:00:00,2024-06-30 08:00:00,1
ORD-0286,COMP-0010,Sales Order,SO-000286,2024-04-17,PTY-0161,REF-000286,ITM-0007_COMP-0010,10,10000,100000,Completed,2024-05-08,Sales Order for Rajesh Gupta Distributors,2024-04-17 00:00:00,2024-06-30 08:00:00,1
ORD-0287,COMP-0010,Purchase Order,PO-000287,2024-05-10,PTY-0174,REF-000287,ITM-0009_COMP-0010,5,1050,5250,Completed,2024-06-02,Purchase Order for Neha Gupta Traders,2024-05-10 00:00:00,2024-06-30 08:00:00,1
ORD-0288,COMP-0010,Purchase Order,PO-000288,2024-06-04,PTY-0167,REF-000288,ITM-0002_COMP-0010,10,38500,385000,Cancelled,2024-06-24,Purchase Order for Neha Kumar Traders,2024-06-04 00:00:00,2024-06-30 08:00:00,1
ORD-0289,COMP-0010,Purchase Order,PO-000289,2024-04-08,PTY-0165,REF-000289,ITM-0008_COMP-0010,1,630,630,Completed,2024-04-23,Purchase Order for Amit Singh Traders,2024-04-08 00:00:00,2024-06-30 08:00:00,1
ORD-0290,COMP-0010,Sales Order,SO-000290,2024-05-20,PTY-0161,REF-000290,ITM-0006_COMP-0010,10,3500,35000,Pending,2024-06-19,Sales Order for Rajesh Gupta Distributors,2024-05-20 00:00:00,2024-06-30 08:00:00,1
ORD-0291,COMP-0010,Sales Order,SO-000291,2024-05-03,PTY-0162,REF-000291,ITM-0001_COMP-0010,2,65000,130000,Completed,2024-05-14,Sales Order for Rajesh Sharma Traders,2024-05-03 00:00:00,2024-06-30 08:00:00,1
ORD-0292,COMP-0010,Sales Order,SO-000292,2024-05-22,PTY-0160,REF-000292,ITM-0008_COMP-0010,7,900,6300,Cancelled,2024-06-04,Sales Order for Neha Singh Distributors,2024-05-22 00:00:00,2024-06-30 08:00:00,1
ORD-0293,COMP-0010,Sales Order,SO-000293,2024-06-17,PTY-0172,REF-000293,ITM-0009_COMP-0010,7,1500,10500,Completed,2024-07-01,Sales Order for Neha Gupta Traders,2024-06-17 00:00:00,2024-06-30 08:00:00,1
ORD-0294,COMP-0010,Sales Order,SO-000294,2024-06-27,PTY-0171,REF-000294,ITM-0006_COMP-0010,6,3500,21000,Completed,2024-07-11,Sales Order for Neha Gupta Suppliers,2024-06-27 00:00:00,2024-06-30 08:00:00,1
ORD-0295,COMP-0010,Purchase Order,PO-000295,2024-04-01,PTY-0165,REF-000295,ITM-0003_COMP-0010,4,29399,117596,Confirmed,2024-04-08,Purchase Order for Amit Singh Traders,2024-04-01 00:00:00,2024-06-30 08:00:00,1
ORD-0296,COMP-0010,Purchase Order,PO-000296,2024-05-15,PTY-0174,REF-000296,ITM-0004_COMP-0010,6,84000,504000,Completed,2024-06-06,Purchase Order for Neha Gupta Traders,2024-05-15 00:00:00,2024-06-30 08:00:00,1
ORD-0297,COMP-0011,Purchase Order,PO-000297,2024-06-19,PTY-0180,REF-000297,ITM-0009_COMP-0011,5,1050,5250,Pending,2024-06-28,Purchase Order for Vikram Kumar Suppliers,2024-06-19 00:00:00,2024-06-30 08:00:00,1
ORD-0298,COMP-0011,Sales Order,SO-000298,2024-05-09,PTY-0189,REF-000298,ITM-0001_COMP-0011,4,65000,260000,Confirmed,2024-06-08,Sales Order for Vikram Patel Suppliers,2024-05-09 00:00:00,2024-06-30 08:00:00,1
ORD-0299,COMP-0011,Sales Order,SO-000299,2024-04-27,PTY-0180,REF-000299,ITM-0003_COMP-0011,5,42000,210000,Confirmed,2024-05-20,Sales Order for Vikram Kumar Suppliers,2024-04-27 00:00:00,2024-06-30 08:00:00,1
ORD-0300,COMP-0011,Purchase Order,PO-000300,2024-05-27,PTY-0184,REF-000300,ITM-0004_COMP-0011,6,84000,504000,Completed,2024-06-07,Purchase Order for Rajesh Kumar Suppliers,2024-05-27 00:00:00,2024-06-30 08:00:00,1
ORD-0301,COMP-0011,Purchase Order,PO-000301,2024-04-30,PTY-0184,REF-000301,ITM-0002_COMP-0011,2,38500,77000,Completed,2024-05-24,Purchase Order for Rajesh Kumar Suppliers,2024-04-30 00:00:00,2024-06-30 08:00:00,1
ORD-0302,COMP-0011,Sales Order,SO-000302,2024-04-20,PTY-0180,REF-000302,ITM-0009_COMP-0011,1,1500,1500,Completed,2024-05-18,Sales Order for Vikram Kumar Suppliers,2024-04-20 00:00:00,2024-06-30 08:00:00,1
ORD-0303,COMP-0011,Purchase Order,PO-000303,2024-06-26,PTY-0188,REF-000303,ITM-0007_COMP-0011,3,7000,21000,Pending,2024-07-24,Purchase Order for Rajesh Singh Suppliers,2024-06-26 00:00:00,2024-06-30 08:00:00,1
ORD-0304,COMP-0011,Sales Order,SO-000304,2024-05-13,PTY-0187,REF-000304,ITM-0002_COMP-0011,2,55000,110000,Completed,2024-05-23,Sales Order for Priya Kumar Suppliers,2024-05-13 00:00:00,2024-06-30 08:00:00,1
ORD-0305,COMP-0011,Sales Order,SO-000305,2024-04-21,PTY-0184,REF-000305,ITM-0008_COMP-0011,10,900,9000,Completed,2024-04-28,Sales Order for Rajesh Kumar Suppliers,2024-04-21 00:00:00,2024-06-30 08:00:00,1
ORD-0306,COMP-0011,Purchase Order,PO-000306,2024-04-27,PTY-0184,REF-000306,ITM-0007_COMP-0011,7,7000,49000,Confirmed,2024-05-11,Purchase Order for Rajesh Kumar Suppliers,2024-04-27 00:00:00,2024-06-30 08:00:00,1
ORD-0307,COMP-0011,Purchase Order,PO-000307,2024-06-18,PTY-0186,REF-000307,ITM-0003_COMP-0011,9,29399,264591,Completed,2024-06-27,Purchase Order for Priya Singh Suppliers,2024-06-18 00:00:00,2024-06-30 08:00:00,1
ORD-0308,COMP-0011,Purchase Order,PO-000308,2024-04-21,PTY-0183,REF-000308,ITM-0009_COMP-0011,5,1050,5250,Pending,2024-05-08,Purchase Order for Vikram Singh Distributors,2024-04-21 00:00:00,2024-06-30 08:00:00,1
ORD-0309,COMP-0011,Purchase Order,PO-000309,2024-04-26,PTY-0176,REF-000309,ITM-0003_COMP-0011,10,29399,293990,Cancelled,2024-05-11,Purchase Order for Amit Gupta Suppliers,2024-04-26 00:00:00,2024-06-30 08:00:00,1
ORD-0310,COMP-0011,Sales Order,SO-000310,2024-04-04,PTY-0184,REF-000310,ITM-0006_COMP-0011,4,3500,14000,Completed,2024-04-22,Sales Order for Rajesh Kumar Suppliers,2024-04-04 00:00:00,2024-06-30 08:00:00,1
ORD-0311,COMP-0011,Sales Order,SO-000311,2024-04-26,PTY-0187,REF-000311,ITM-0004_COMP-0011,3,120000,360000,Confirmed,2024-05-25,Sales Order for Priya Kumar Suppliers,2024-04-26 00:00:00,2024-06-30 08:00:00,1
ORD-0312,COMP-0011,Sales Order,SO-000312,2024-05-14,PTY-0189,REF-000312,ITM-0008_COMP-0011,6,900,5400,Completed,2024-06-03,Sales Order for Vikram Patel Suppliers,2024-05-14 00:00:00,2024-06-30 08:00:00,1
ORD-0313,COMP-0011,Purchase Order,PO-000313,2024-04-13,PTY-0176,REF-000313,ITM-0004_COMP-0011,1,84000,84000,Confirmed,2024-05-01,Purchase Order for Amit Gupta Suppliers,2024-04-13 00:00:00,2024-06-30 08:00:00,1
ORD-0314,COMP-0011,Sales Order,SO-000314,2024-05-29,PTY-0184,REF-000314,ITM-0002_COMP-0011,3,55000,165000,Completed,2024-06-27,Sales Order for Rajesh Kumar Suppliers,2024-05-29 00:00:00,2024-06-30 08:00:00,1
ORD-0315,COMP-0011,Purchase Order,PO-000315,2024-05-21,PTY-0180,REF-000315,ITM-0005_COMP-0011,10,38500,385000,Completed,2024-06-06,Purchase Order for Vikram Kumar Suppliers,2024-05-21 00:00:00,2024-06-30 08:00:00,1
ORD-0316,COMP-0011,Sales Order,SO-000316,2024-06-17,PTY-0185,REF-000316,ITM-0006_COMP-0011,3,3500,10500,Completed,2024-07-17,Sales Order for Vikram Singh Distributors,2024-06-17 00:00:00,2024-06-30 08:00:00,1
ORD-0317,COMP-0011,Sales Order,SO-000317,2024-06-04,PTY-0185,REF-000317,ITM-0009_COMP-0011,3,1500,4500,Cancelled,2024-06-11,Sales Order for Vikram Singh Distributors,2024-06-04 00:00:00,2024-06-30 08:00:00,1
ORD-0318,COMP-0011,Purchase Order,PO-000318,2024-04-10,PTY-0178,REF-000318,ITM-0005_COMP-0011,10,38500,385000,Confirmed,2024-05-01,Purchase Order for Amit Kumar Distributors,2024-04-10 00:00:00,2024-06-30 08:00:00,1
ORD-0319,COMP-0011,Purchase Order,PO-000319,2024-05-23,PTY-0178,REF-000319,ITM-0004_COMP-0011,7,84000,588000,Pending,2024-06-22,Purchase Order for Amit Kumar Distributors,2024-05-23 00:00:00,2024-06-30 08:00:00,1
ORD-0320,COMP-0011,Purchase Order,PO-000320,2024-05-16,PTY-0184,REF-000320,ITM-0006_COMP-0011,3,2450,7350,Cancelled,2024-06-08,Purchase Order for Rajesh Kumar Suppliers,2024-05-16 00:00:00,2024-06-30 08:00:00,1
ORD-0321,COMP-0011,Sales Order,SO-000321,2024-04-22,PTY-0189,REF-000321,ITM-0007_COMP-0011,2,10000,20000,Completed,2024-05-17,Sales Order for Vikram Patel Suppliers,2024-04-22 00:00:00,2024-06-30 08:00:00,1
ORD-0322,COMP-0011,Purchase Order,PO-000322,2024-06-24,PTY-0176,REF-000322,ITM-0003_COMP-0011,10,29399,293990,Completed,2024-07-10,Purchase Order for Amit Gupta Suppliers,2024-06-24 00:00:00,2024-06-30 08:00:00,1
ORD-0323,COMP-0011,Purchase Order,PO-000323,2024-05-04,PTY-0181,REF-000323,ITM-0005_COMP-0011,6,38500,231000,Completed,2024-05-25,Purchase Order for Neha Patel Distributors,2024-05-04 00:00:00,2024-06-30 08:00:00,1
ORD-0324,COMP-0011,Purchase Order,PO-000324,2024-05-23,PTY-0178,REF-000324,ITM-0004_COMP-0011,9,84000,756000,Completed,2024-06-16,Purchase Order for Amit Kumar Distributors,2024-05-23 00:00:00,2024-06-30 08:00:00,1
ORD-0325,COMP-0011,Purchase Order,PO-000325,2024-05-14,PTY-0176,REF-000325,ITM-0001_COMP-0011,10,45500,455000,Completed,2024-05-23,Purchase Order for Amit Gupta Suppliers,2024-05-14 00:00:00,2024-06-30 08:00:00,1
ORD-0326,COMP-0011,Purchase Order,PO-000326,2024-06-16,PTY-0184,REF-000326,ITM-0008_COMP-0011,9,630,5670,Pending,2024-06-29,Purchase Order for Rajesh Kumar Suppliers,2024-06-16 00:00:00,2024-06-30 08:00:00,1
ORD-0327,COMP-0011,Purchase Order,PO-000327,2024-04-27,PTY-0181,REF-000327,ITM-0007_COMP-0011,1,7000,7000,Completed,2024-05-07,Purchase Order for Neha Patel Distributors,2024-04-27 00:00:00,2024-06-30 08:00:00,1
ORD-0328,COMP-0011,Sales Order,SO-000328,2024-05-07,PTY-0179,REF-000328,ITM-0008_COMP-0011,1,900,900,Confirmed,2024-05-27,Sales Order for Neha Kumar Suppliers,2024-05-07 00:00:00,2024-06-30 08:00:00,1
ORD-0329,COMP-0012,Sales Order,SO-000329,2024-05-12,PTY-0198,REF-000329,ITM-0001_COMP-0012,9,65000,585000,Completed,2024-06-03,Sales Order for Amit Patel Traders,2024-05-12 00:00:00,2024-06-30 08:00:00,1
ORD-0330,COMP-0012,Sales Order,SO-000330,2024-05-27,PTY-0191,REF-000330,ITM-0003_COMP-0012,1,42000,42000,Cancelled,2024-06-10,Sales Order for Neha Kumar Distributors,2024-05-27 00:00:00,2024-06-30 08:00:00,1
ORD-0331,COMP-0012,Sales Order,SO-000331,2024-04-28,PTY-0192,REF-000331,ITM-0003_COMP-0012,1,42000,42000,Completed,2024-05-23,Sales Order for Amit Gupta Traders,2024-04-28 00:00:00,2024-06-30 08:00:00,1
ORD-0332,COMP-0012,Purchase Order,PO-000332,2024-05-21,PTY-0203,REF-000332,ITM-0004_COMP-0012,8,84000,672000,Cancelled,2024-06-02,Purchase Order for Amit Kumar Suppliers,2024-05-21 00:00:00,2024-06-30 08:00:00,1
ORD-0333,COMP-0012,Purchase Order,PO-000333,2024-04-26,PTY-0198,REF-000333,ITM-0005_COMP-0012,5,38500,192500,Confirmed,2024-05-19,Purchase Order for Amit Patel Traders,2024-04-26 00:00:00,2024-06-30 08:00:00,1
ORD-0334,COMP-0012,Purchase Order,PO-000334,2024-05-19,PTY-0203,REF-000334,ITM-0008_COMP-0012,1,630,630,Completed,2024-06-09,Purchase Order for Amit Kumar Suppliers,2024-05-19 00:00:00,2024-06-30 08:00:00,1
ORD-0335,COMP-0012,Sales Order,SO-000335,2024-06-14,PTY-0197,REF-000335,ITM-0007_COMP-0012,6,10000,60000,Completed,2024-07-06,Sales Order for Priya Singh Distributors,2024-06-14 00:00:00,2024-06-30 08:00:00,1
ORD-0336,COMP-0012,Purchase Order,PO-000336,2024-04-25,PTY-0206,REF-000336,ITM-0008_COMP-0012,1,630,630,Confirmed,2024-05-12,Purchase Order for Vikram Sharma Traders,2024-04-25 00:00:00,2024-06-30 08:00:00,1
ORD-0337,COMP-0012,Sales Order,SO-000337,2024-05-28,PTY-0201,REF-000337,ITM-0004_COMP-0012,2,120000,240000,Confirmed,2024-06-16,Sales Order for Amit Kumar Suppliers,2024-05-28 00:00:00,2024-06-30 08:00:00,1
ORD-0338,COMP-0012,Sales Order,SO-000338,2024-06-16,PTY-0201,REF-000338,ITM-0006_COMP-0012,5,3500,17500,Completed,2024-07-06,Sales Order for Amit Kumar Suppliers,2024-06-16 00:00:00,2024-06-30 08:00:00,1
ORD-0339,COMP-0012,Purchase Order,PO-000339,2024-06-23,PTY-0198,REF-000339,ITM-0001_COMP-0012,6,45500,273000,Cancelled,2024-07-16,Purchase Order for Amit Patel Traders,2024-06-23 00:00:00,2024-06-30 08:00:00,1
ORD-0340,COMP-0012,Sales Order,SO-000340,2024-05-25,PTY-0191,REF-000340,ITM-0003_COMP-0012,6,42000,252000,Cancelled,2024-06-07,Sales Order for Neha Kumar Distributors,2024-05-25 00:00:00,2024-06-30 08:00:00,1
ORD-0341,COMP-0012,Sales Order,SO-000341,2024-04-18,PTY-0198,REF-000341,ITM-0007_COMP-0012,3,10000,30000,Confirmed,2024-05-05,Sales Order for Amit Patel Traders,2024-04-18 00:00:00,2024-06-30 08:00:00,1
ORD-0342,COMP-0012,Sales Order,SO-000342,2024-06-03,PTY-0204,REF-000342,ITM-0001_COMP-0012,10,65000,650000,Completed,2024-06-20,Sales Order for Vikram Sharma Distributors,2024-06-03 00:00:00,2024-06-30 08:00:00,1
ORD-0343,COMP-0012,Sales Order,SO-000343,2024-05-10,PTY-0208,REF-000343,ITM-0002_COMP-0012,5,55000,275000,Pending,2024-05-29,Sales Order for Neha Kumar Suppliers,2024-05-10 00:00:00,2024-06-30 08:00:00,1
ORD-0344,COMP-0012,Purchase Order,PO-000344,2024-05-11,PTY-0192,REF-000344,ITM-0001_COMP-0012,1,45500,45500,Cancelled,2024-05-20,Purchase Order for Amit Gupta Traders,2024-05-11 00:00:00,2024-06-30 08:00:00,1
ORD-0345,COMP-0012,Sales Order,SO-000345,2024-06-25,PTY-0209,REF-000345,ITM-0001_COMP-0012,8,65000,520000,Completed,2024-07-08,Sales Order for Rajesh Gupta Suppliers,2024-06-25 00:00:00,2024-06-30 08:00:00,1
ORD-0346,COMP-0012,Purchase Order,PO-000346,2024-05-11,PTY-0203,REF-000346,ITM-0008_COMP-0012,4,630,2520,Confirmed,2024-06-07,Purchase Order for Amit Kumar Suppliers,2024-05-11 00:00:00,2024-06-30 08:00:00,1
ORD-0347,COMP-0012,Purchase Order,PO-000347,2024-06-03,PTY-0198,REF-000347,ITM-0007_COMP-0012,10,7000,70000,Completed,2024-06-17,Purchase Order for Amit Patel Traders,2024-06-03 00:00:00,2024-06-30 08:00:00,1
ORD-0348,COMP-0012,Sales Order,SO-000348,2024-06-21,PTY-0200,REF-000348,ITM-0005_COMP-0012,2,55000,110000,Pending,2024-07-04,Sales Order for Vikram Patel Distributors,2024-06-21 00:00:00,2024-06-30 08:00:00,1
ORD-0349,COMP-0012,Purchase Order,PO-000349,2024-06-07,PTY-0208,REF-000349,ITM-0007_COMP-0012,8,7000,56000,Completed,2024-06-16,Purchase Order for Neha Kumar Suppliers,2024-06-07 00:00:00,2024-06-30 08:00:00,1
ORD-0350,COMP-0012,Sales Order,SO-000350,2024-04-19,PTY-0194,REF-000350,ITM-0001_COMP-0012,6,65000,390000,Pending,2024-05-05,Sales Order for Rajesh Singh Distributors,2024-04-19 00:00:00,2024-06-30 08:00:00,1
ORD-0351,COMP-0012,Purchase Order,PO-000351,2024-06-24,PTY-0210,REF-000351,ITM-0003_COMP-0012,6,29399,176394,Pending,2024-07-21,Purchase Order for Amit Patel Distributors,2024-06-24 00:00:00,2024-06-30 08:00:00,1
ORD-0352,COMP-0012,Sales Order,SO-000352,2024-04-12,PTY-0194,REF-000352,ITM-0006_COMP-0012,10,3500,35000,Completed,2024-04-28,Sales Order for Rajesh Singh Distributors,2024-04-12 00:00:00,2024-06-30 08:00:00,1
ORD-0353,COMP-0012,Purchase Order,PO-000353,2024-04-02,PTY-0196,REF-000353,ITM-0005_COMP-0012,2,38500,77000,Confirmed,2024-04-14,Purchase Order for Amit Sharma Distributors,2024-04-02 00:00:00,2024-06-30 08:00:00,1
ORD-0354,COMP-0012,Sales Order,SO-000354,2024-05-28,PTY-0205,REF-000354,ITM-0004_COMP-0012,3,120000,360000,Completed,2024-06-11,Sales Order for Neha Gupta Distributors,2024-05-28 00:00:00,2024-06-30 08:00:00,1
ORD-0355,COMP-0012,Purchase Order,PO-000355,2024-06-30,PTY-0210,REF-000355,ITM-0007_COMP-0012,8,7000,56000,Completed,2024-07-19,Purchase Order for Amit Patel Distributors,2024-06-30 00:00:00,2024-06-30 08:00:00,1
ORD-0356,COMP-0012,Purchase Order,PO-000356,2024-04-05,PTY-0196,REF-000356,ITM-0009_COMP-0012,10,1050,10500,Completed,2024-04-22,Purchase Order for Amit Sharma Distributors,2024-04-05 00:00:00,2024-06-30 08:00:00,1
ORD-0357,COMP-0012,Sales Order,SO-000357,2024-04-10,PTY-0206,REF-000357,ITM-0005_COMP-0012,1,55000,55000,Confirmed,2024-05-07,Sales Order for Vikram Sharma Traders,2024-04-10 00:00:00,2024-06-30 08:00:00,1
ORD-0358,COMP-0012,Purchase Order,PO-000358,2024-06-18,PTY-0207,REF-000358,ITM-0004_COMP-0012,9,84000,756000,Confirmed,2024-07-09,Purchase Order for Amit Kumar Suppliers,2024-06-18 00:00:00,2024-06-30 08:00:00,1
ORD-0359,COMP-0012,Sales Order,SO-000359,2024-06-25,PTY-0191,REF-000359,ITM-0009_COMP-0012,2,1500,3000,Confirmed,2024-07-18,Sales Order for Neha Kumar Distributors,2024-06-25 00:00:00,2024-06-30 08:00:00,1
ORD-0360,COMP-0012,Sales Order,SO-000360,2024-05-01,PTY-0205,REF-000360,ITM-0004_COMP-0012,10,120000,1200000,Completed,2024-05-29,Sales Order for Neha Gupta Distributors,2024-05-01 00:00:00,2024-06-30 08:00:00,1
ORD-0361,COMP-0012,Sales Order,SO-000361,2024-06-30,PTY-0193,REF-000361,ITM-0007_COMP-0012,7,10000,70000,Completed,2024-07-14,Sales Order for Vikram Sharma Suppliers,2024-06-30 00:00:00,2024-06-30 08:00:00,1
ORD-0362,COMP-0012,Purchase Order,PO-000362,2024-04-01,PTY-0195,REF-000362,ITM-0006_COMP-0012,5,2450,12250,Pending,2024-04-25,Purchase Order for Priya Sharma Suppliers,2024-04-01 00:00:00,2024-06-30 08:00:00,1
