LogID,CompanyID,WorkflowID,WorkflowName,TriggerType,StartTime,EndTime,Status,RecordsProcessed,ErrorMessage,DurationSeconds,CreatedAt
LOG-0826,COMP-0006,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-17 02:12:00,2024-04-17 02:12:15,Success,3,,15,2024-04-17 02:12:00
LOG-0827,COMP-0006,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-17 02:44:00,2024-04-17 02:44:45,Success,25,,45,2024-04-17 02:44:00
LOG-0828,COMP-0006,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-17 02:34:00,2024-04-17 02:35:00,Success,15,,60,2024-04-17 02:34:00
LOG-0829,COMP-0006,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-17 02:48:00,2024-04-17 02:50:30,Failed,0,Connection timeout,0,2024-04-17 02:48:00
LOG-0830,COMP-0006,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-17 02:09:00,2024-04-17 02:11:00,Failed,0,Connection timeout,0,2024-04-17 02:09:00
LOG-0831,COMP-0007,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-17 02:54:00,2024-04-17 02:54:15,Success,3,,15,2024-04-17 02:54:00
LOG-0832,COMP-0007,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-17 02:09:00,2024-04-17 02:09:45,Success,25,,45,2024-04-17 02:09:00
LOG-0833,COMP-0007,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-17 02:31:00,2024-04-17 02:32:00,Success,15,,60,2024-04-17 02:31:00
LOG-0834,COMP-0007,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-17 02:08:00,2024-04-17 02:10:30,Success,30,,150,2024-04-17 02:08:00
LOG-0835,COMP-0007,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-17 02:54:00,2024-04-17 02:56:00,Failed,0,Connection timeout,0,2024-04-17 02:54:00
LOG-0836,COMP-0008,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-17 02:34:00,2024-04-17 02:34:15,Success,3,,15,2024-04-17 02:34:00
LOG-0837,COMP-0008,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-17 02:52:00,2024-04-17 02:52:45,Success,25,,45,2024-04-17 02:52:00
LOG-0838,COMP-0008,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-17 02:55:00,2024-04-17 02:56:00,Success,15,,60,2024-04-17 02:55:00
LOG-0839,COMP-0008,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-17 02:30:00,2024-04-17 02:32:30,Success,30,,150,2024-04-17 02:30:00
LOG-0840,COMP-0008,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-17 02:35:00,2024-04-17 02:37:00,Success,50,,120,2024-04-17 02:35:00
LOG-0841,COMP-0009,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-17 02:45:00,2024-04-17 02:45:15,Success,3,,15,2024-04-17 02:45:00
LOG-0842,COMP-0009,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-17 02:04:00,2024-04-17 02:04:45,Success,25,,45,2024-04-17 02:04:00
LOG-0843,COMP-0009,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-17 02:51:00,2024-04-17 02:52:00,Success,15,,60,2024-04-17 02:51:00
LOG-0844,COMP-0009,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-17 02:43:00,2024-04-17 02:45:30,Success,30,,150,2024-04-17 02:43:00
LOG-0845,COMP-0009,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-17 02:46:00,2024-04-17 02:48:00,Success,50,,120,2024-04-17 02:46:00
LOG-0846,COMP-0010,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-17 02:28:00,2024-04-17 02:28:15,Success,3,,15,2024-04-17 02:28:00
LOG-0847,COMP-0010,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-17 02:00:00,2024-04-17 02:00:45,Success,25,,45,2024-04-17 02:00:00
LOG-0848,COMP-0010,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-17 02:37:00,2024-04-17 02:38:00,Success,15,,60,2024-04-17 02:37:00
LOG-0849,COMP-0010,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-17 02:29:00,2024-04-17 02:31:30,Success,30,,150,2024-04-17 02:29:00
LOG-0850,COMP-0010,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-17 02:30:00,2024-04-17 02:32:00,Success,50,,120,2024-04-17 02:30:00
LOG-0851,COMP-0001,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-18 02:58:00,2024-04-18 02:58:15,Success,3,,15,2024-04-18 02:58:00
LOG-0852,COMP-0001,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-18 02:30:00,2024-04-18 02:30:45,Success,25,,45,2024-04-18 02:30:00
LOG-0853,COMP-0001,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-18 02:56:00,2024-04-18 02:57:00,Success,15,,60,2024-04-18 02:56:00
LOG-0854,COMP-0001,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-18 02:16:00,2024-04-18 02:18:30,Success,30,,150,2024-04-18 02:16:00
LOG-0855,COMP-0001,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-18 02:29:00,2024-04-18 02:31:00,Success,50,,120,2024-04-18 02:29:00
LOG-0856,COMP-0002,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-18 02:21:00,2024-04-18 02:21:15,Success,3,,15,2024-04-18 02:21:00
LOG-0857,COMP-0002,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-18 02:51:00,2024-04-18 02:51:45,Success,25,,45,2024-04-18 02:51:00
LOG-0858,COMP-0002,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-18 02:51:00,2024-04-18 02:52:00,Success,15,,60,2024-04-18 02:51:00
LOG-0859,COMP-0002,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-18 02:53:00,2024-04-18 02:55:30,Success,30,,150,2024-04-18 02:53:00
LOG-0860,COMP-0002,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-18 02:27:00,2024-04-18 02:29:00,Success,50,,120,2024-04-18 02:27:00
LOG-0861,COMP-0003,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-18 02:53:00,2024-04-18 02:53:15,Success,3,,15,2024-04-18 02:53:00
LOG-0862,COMP-0003,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-18 02:58:00,2024-04-18 02:58:45,Success,25,,45,2024-04-18 02:58:00
LOG-0863,COMP-0003,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-18 02:41:00,2024-04-18 02:42:00,Success,15,,60,2024-04-18 02:41:00
LOG-0864,COMP-0003,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-18 02:37:00,2024-04-18 02:39:30,Success,30,,150,2024-04-18 02:37:00
LOG-0865,COMP-0003,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-18 02:33:00,2024-04-18 02:35:00,Success,50,,120,2024-04-18 02:33:00
LOG-0866,COMP-0004,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-18 02:30:00,2024-04-18 02:30:15,Success,3,,15,2024-04-18 02:30:00
LOG-0867,COMP-0004,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-18 02:17:00,2024-04-18 02:17:45,Success,25,,45,2024-04-18 02:17:00
LOG-0868,COMP-0004,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-18 02:16:00,2024-04-18 02:17:00,Success,15,,60,2024-04-18 02:16:00
LOG-0869,COMP-0004,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-18 02:48:00,2024-04-18 02:50:30,Success,30,,150,2024-04-18 02:48:00
LOG-0870,COMP-0004,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-18 02:04:00,2024-04-18 02:06:00,Success,50,,120,2024-04-18 02:04:00
LOG-0871,COMP-0005,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-18 02:00:00,2024-04-18 02:00:15,Success,3,,15,2024-04-18 02:00:00
LOG-0872,COMP-0005,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-18 02:39:00,2024-04-18 02:39:45,Success,25,,45,2024-04-18 02:39:00
LOG-0873,COMP-0005,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-18 02:08:00,2024-04-18 02:09:00,Success,15,,60,2024-04-18 02:08:00
LOG-0874,COMP-0005,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-18 02:37:00,2024-04-18 02:39:30,Success,30,,150,2024-04-18 02:37:00
LOG-0875,COMP-0005,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-18 02:13:00,2024-04-18 02:15:00,Success,50,,120,2024-04-18 02:13:00
LOG-0876,COMP-0006,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-18 02:56:00,2024-04-18 02:56:15,Success,3,,15,2024-04-18 02:56:00
LOG-0877,COMP-0006,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-18 02:44:00,2024-04-18 02:44:45,Success,25,,45,2024-04-18 02:44:00
LOG-0878,COMP-0006,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-18 02:38:00,2024-04-18 02:39:00,Success,15,,60,2024-04-18 02:38:00
LOG-0879,COMP-0006,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-18 02:44:00,2024-04-18 02:46:30,Success,30,,150,2024-04-18 02:44:00
LOG-0880,COMP-0006,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-18 02:42:00,2024-04-18 02:44:00,Success,50,,120,2024-04-18 02:42:00
LOG-0881,COMP-0007,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-18 02:44:00,2024-04-18 02:44:15,Success,3,,15,2024-04-18 02:44:00
LOG-0882,COMP-0007,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-18 02:16:00,2024-04-18 02:16:45,Success,25,,45,2024-04-18 02:16:00
LOG-0883,COMP-0007,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-18 02:15:00,2024-04-18 02:16:00,Success,15,,60,2024-04-18 02:15:00
LOG-0884,COMP-0007,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-18 02:01:00,2024-04-18 02:03:30,Success,30,,150,2024-04-18 02:01:00
LOG-0885,COMP-0007,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-18 02:53:00,2024-04-18 02:55:00,Success,50,,120,2024-04-18 02:53:00
LOG-0886,COMP-0008,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-18 02:33:00,2024-04-18 02:33:15,Success,3,,15,2024-04-18 02:33:00
LOG-0887,COMP-0008,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-18 02:18:00,2024-04-18 02:18:45,Success,25,,45,2024-04-18 02:18:00
LOG-0888,COMP-0008,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-18 02:15:00,2024-04-18 02:16:00,Success,15,,60,2024-04-18 02:15:00
LOG-0889,COMP-0008,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-18 02:50:00,2024-04-18 02:52:30,Success,30,,150,2024-04-18 02:50:00
LOG-0890,COMP-0008,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-18 02:26:00,2024-04-18 02:28:00,Success,50,,120,2024-04-18 02:26:00
LOG-0891,COMP-0009,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-18 02:56:00,2024-04-18 02:56:15,Success,3,,15,2024-04-18 02:56:00
LOG-0892,COMP-0009,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-18 02:23:00,2024-04-18 02:23:45,Failed,0,Connection timeout,0,2024-04-18 02:23:00
LOG-0893,COMP-0009,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-18 02:51:00,2024-04-18 02:52:00,Success,15,,60,2024-04-18 02:51:00
LOG-0894,COMP-0009,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-18 02:45:00,2024-04-18 02:47:30,Success,30,,150,2024-04-18 02:45:00
LOG-0895,COMP-0009,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-18 02:58:00,2024-04-18 03:00:00,Success,50,,120,2024-04-18 02:58:00
LOG-0896,COMP-0010,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-18 02:57:00,2024-04-18 02:57:15,Success,3,,15,2024-04-18 02:57:00
LOG-0897,COMP-0010,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-18 02:51:00,2024-04-18 02:51:45,Failed,0,Connection timeout,0,2024-04-18 02:51:00
LOG-0898,COMP-0010,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-18 02:42:00,2024-04-18 02:43:00,Success,15,,60,2024-04-18 02:42:00
LOG-0899,COMP-0010,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-18 02:39:00,2024-04-18 02:41:30,Success,30,,150,2024-04-18 02:39:00
LOG-0900,COMP-0010,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-18 02:01:00,2024-04-18 02:03:00,Success,50,,120,2024-04-18 02:01:00
LOG-0901,COMP-0001,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-19 02:14:00,2024-04-19 02:14:15,Success,3,,15,2024-04-19 02:14:00
LOG-0902,COMP-0001,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-19 02:02:00,2024-04-19 02:02:45,Success,25,,45,2024-04-19 02:02:00
LOG-0903,COMP-0001,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-19 02:08:00,2024-04-19 02:09:00,Success,15,,60,2024-04-19 02:08:00
LOG-0904,COMP-0001,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-19 02:59:00,2024-04-19 03:01:30,Success,30,,150,2024-04-19 02:59:00
LOG-0905,COMP-0001,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-19 02:15:00,2024-04-19 02:17:00,Success,50,,120,2024-04-19 02:15:00
LOG-0906,COMP-0002,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-19 02:53:00,2024-04-19 02:53:15,Failed,0,Connection timeout,0,2024-04-19 02:53:00
LOG-0907,COMP-0002,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-19 02:43:00,2024-04-19 02:43:45,Success,25,,45,2024-04-19 02:43:00
LOG-0908,COMP-0002,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-19 02:56:00,2024-04-19 02:57:00,Success,15,,60,2024-04-19 02:56:00
LOG-0909,COMP-0002,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-19 02:45:00,2024-04-19 02:47:30,Success,30,,150,2024-04-19 02:45:00
LOG-0910,COMP-0002,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-19 02:31:00,2024-04-19 02:33:00,Success,50,,120,2024-04-19 02:31:00
LOG-0911,COMP-0003,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-19 02:26:00,2024-04-19 02:26:15,Failed,0,Connection timeout,0,2024-04-19 02:26:00
LOG-0912,COMP-0003,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-19 02:10:00,2024-04-19 02:10:45,Success,25,,45,2024-04-19 02:10:00
LOG-0913,COMP-0003,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-19 02:29:00,2024-04-19 02:30:00,Success,15,,60,2024-04-19 02:29:00
LOG-0914,COMP-0003,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-19 02:22:00,2024-04-19 02:24:30,Success,30,,150,2024-04-19 02:22:00
LOG-0915,COMP-0003,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-19 02:55:00,2024-04-19 02:57:00,Success,50,,120,2024-04-19 02:55:00
LOG-0916,COMP-0004,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-19 02:51:00,2024-04-19 02:51:15,Failed,0,Connection timeout,0,2024-04-19 02:51:00
LOG-0917,COMP-0004,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-19 02:40:00,2024-04-19 02:40:45,Success,25,,45,2024-04-19 02:40:00
LOG-0918,COMP-0004,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-19 02:34:00,2024-04-19 02:35:00,Failed,0,Connection timeout,0,2024-04-19 02:34:00
LOG-0919,COMP-0004,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-19 02:31:00,2024-04-19 02:33:30,Success,30,,150,2024-04-19 02:31:00
LOG-0920,COMP-0004,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-19 02:11:00,2024-04-19 02:13:00,Success,50,,120,2024-04-19 02:11:00
LOG-0921,COMP-0005,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-19 02:31:00,2024-04-19 02:31:15,Success,3,,15,2024-04-19 02:31:00
LOG-0922,COMP-0005,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-19 02:51:00,2024-04-19 02:51:45,Success,25,,45,2024-04-19 02:51:00
LOG-0923,COMP-0005,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-19 02:25:00,2024-04-19 02:26:00,Failed,0,Connection timeout,0,2024-04-19 02:25:00
LOG-0924,COMP-0005,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-19 02:20:00,2024-04-19 02:22:30,Success,30,,150,2024-04-19 02:20:00
LOG-0925,COMP-0005,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-19 02:19:00,2024-04-19 02:21:00,Success,50,,120,2024-04-19 02:19:00
LOG-0926,COMP-0006,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-19 02:55:00,2024-04-19 02:55:15,Success,3,,15,2024-04-19 02:55:00
LOG-0927,COMP-0006,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-19 02:32:00,2024-04-19 02:32:45,Success,25,,45,2024-04-19 02:32:00
LOG-0928,COMP-0006,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-19 02:14:00,2024-04-19 02:15:00,Success,15,,60,2024-04-19 02:14:00
LOG-0929,COMP-0006,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-19 02:20:00,2024-04-19 02:22:30,Success,30,,150,2024-04-19 02:20:00
LOG-0930,COMP-0006,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-19 02:18:00,2024-04-19 02:20:00,Success,50,,120,2024-04-19 02:18:00
LOG-0931,COMP-0007,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-19 02:59:00,2024-04-19 02:59:15,Failed,0,Connection timeout,0,2024-04-19 02:59:00
LOG-0932,COMP-0007,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-19 02:40:00,2024-04-19 02:40:45,Failed,0,Connection timeout,0,2024-04-19 02:40:00
LOG-0933,COMP-0007,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-19 02:43:00,2024-04-19 02:44:00,Success,15,,60,2024-04-19 02:43:00
LOG-0934,COMP-0007,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-19 02:21:00,2024-04-19 02:23:30,Success,30,,150,2024-04-19 02:21:00
LOG-0935,COMP-0007,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-19 02:10:00,2024-04-19 02:12:00,Success,50,,120,2024-04-19 02:10:00
LOG-0936,COMP-0008,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-19 02:33:00,2024-04-19 02:33:15,Success,3,,15,2024-04-19 02:33:00
LOG-0937,COMP-0008,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-19 02:24:00,2024-04-19 02:24:45,Success,25,,45,2024-04-19 02:24:00
LOG-0938,COMP-0008,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-19 02:02:00,2024-04-19 02:03:00,Success,15,,60,2024-04-19 02:02:00
LOG-0939,COMP-0008,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-19 02:20:00,2024-04-19 02:22:30,Success,30,,150,2024-04-19 02:20:00
LOG-0940,COMP-0008,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-19 02:39:00,2024-04-19 02:41:00,Success,50,,120,2024-04-19 02:39:00
LOG-0941,COMP-0009,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-19 02:37:00,2024-04-19 02:37:15,Success,3,,15,2024-04-19 02:37:00
LOG-0942,COMP-0009,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-19 02:38:00,2024-04-19 02:38:45,Success,25,,45,2024-04-19 02:38:00
LOG-0943,COMP-0009,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-19 02:19:00,2024-04-19 02:20:00,Success,15,,60,2024-04-19 02:19:00
LOG-0944,COMP-0009,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-19 02:32:00,2024-04-19 02:34:30,Success,30,,150,2024-04-19 02:32:00
LOG-0945,COMP-0009,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-19 02:44:00,2024-04-19 02:46:00,Success,50,,120,2024-04-19 02:44:00
LOG-0946,COMP-0010,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-19 02:18:00,2024-04-19 02:18:15,Success,3,,15,2024-04-19 02:18:00
LOG-0947,COMP-0010,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-19 02:02:00,2024-04-19 02:02:45,Success,25,,45,2024-04-19 02:02:00
LOG-0948,COMP-0010,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-19 02:02:00,2024-04-19 02:03:00,Success,15,,60,2024-04-19 02:02:00
LOG-0949,COMP-0010,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-19 02:42:00,2024-04-19 02:44:30,Success,30,,150,2024-04-19 02:42:00
LOG-0950,COMP-0010,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-19 02:43:00,2024-04-19 02:45:00,Success,50,,120,2024-04-19 02:43:00
LOG-0951,COMP-0001,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-20 02:39:00,2024-04-20 02:39:15,Success,3,,15,2024-04-20 02:39:00
LOG-0952,COMP-0001,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-20 02:55:00,2024-04-20 02:55:45,Success,25,,45,2024-04-20 02:55:00
LOG-0953,COMP-0001,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-20 02:05:00,2024-04-20 02:06:00,Success,15,,60,2024-04-20 02:05:00
LOG-0954,COMP-0001,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-20 02:48:00,2024-04-20 02:50:30,Success,30,,150,2024-04-20 02:48:00
LOG-0955,COMP-0001,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-20 02:13:00,2024-04-20 02:15:00,Success,50,,120,2024-04-20 02:13:00
LOG-0956,COMP-0002,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-20 02:58:00,2024-04-20 02:58:15,Success,3,,15,2024-04-20 02:58:00
LOG-0957,COMP-0002,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-20 02:55:00,2024-04-20 02:55:45,Failed,0,Connection timeout,0,2024-04-20 02:55:00
LOG-0958,COMP-0002,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-20 02:24:00,2024-04-20 02:25:00,Success,15,,60,2024-04-20 02:24:00
LOG-0959,COMP-0002,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-20 02:18:00,2024-04-20 02:20:30,Success,30,,150,2024-04-20 02:18:00
LOG-0960,COMP-0002,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-20 02:28:00,2024-04-20 02:30:00,Success,50,,120,2024-04-20 02:28:00
LOG-0961,COMP-0003,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-20 02:47:00,2024-04-20 02:47:15,Success,3,,15,2024-04-20 02:47:00
LOG-0962,COMP-0003,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-20 02:24:00,2024-04-20 02:24:45,Success,25,,45,2024-04-20 02:24:00
LOG-0963,COMP-0003,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-20 02:34:00,2024-04-20 02:35:00,Success,15,,60,2024-04-20 02:34:00
LOG-0964,COMP-0003,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-20 02:49:00,2024-04-20 02:51:30,Success,30,,150,2024-04-20 02:49:00
LOG-0965,COMP-0003,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-20 02:30:00,2024-04-20 02:32:00,Success,50,,120,2024-04-20 02:30:00
LOG-0966,COMP-0004,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-20 02:29:00,2024-04-20 02:29:15,Success,3,,15,2024-04-20 02:29:00
LOG-0967,COMP-0004,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-20 02:01:00,2024-04-20 02:01:45,Success,25,,45,2024-04-20 02:01:00
LOG-0968,COMP-0004,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-20 02:09:00,2024-04-20 02:10:00,Success,15,,60,2024-04-20 02:09:00
LOG-0969,COMP-0004,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-20 02:58:00,2024-04-20 03:00:30,Failed,0,Connection timeout,0,2024-04-20 02:58:00
LOG-0970,COMP-0004,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-20 02:35:00,2024-04-20 02:37:00,Success,50,,120,2024-04-20 02:35:00
LOG-0971,COMP-0005,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-20 02:17:00,2024-04-20 02:17:15,Success,3,,15,2024-04-20 02:17:00
LOG-0972,COMP-0005,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-20 02:05:00,2024-04-20 02:05:45,Success,25,,45,2024-04-20 02:05:00
LOG-0973,COMP-0005,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-20 02:00:00,2024-04-20 02:01:00,Success,15,,60,2024-04-20 02:00:00
LOG-0974,COMP-0005,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-20 02:42:00,2024-04-20 02:44:30,Success,30,,150,2024-04-20 02:42:00
LOG-0975,COMP-0005,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-20 02:52:00,2024-04-20 02:54:00,Success,50,,120,2024-04-20 02:52:00
LOG-0976,COMP-0006,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-20 02:40:00,2024-04-20 02:40:15,Success,3,,15,2024-04-20 02:40:00
LOG-0977,COMP-0006,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-20 02:52:00,2024-04-20 02:52:45,Success,25,,45,2024-04-20 02:52:00
LOG-0978,COMP-0006,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-20 02:48:00,2024-04-20 02:49:00,Success,15,,60,2024-04-20 02:48:00
LOG-0979,COMP-0006,WF-05,05_Tally_Sales_Voucher_Sync,Scheduled,2024-04-20 02:40:00,2024-04-20 02:42:30,Success,30,,150,2024-04-20 02:40:00
LOG-0980,COMP-0006,WF-09,09_Tally_Inventory_Sync,Scheduled,2024-04-20 02:30:00,2024-04-20 02:32:00,Success,50,,120,2024-04-20 02:30:00
LOG-0981,COMP-0007,WF-01,01_Tally_Company_Sync,Scheduled,2024-04-20 02:57:00,2024-04-20 02:57:15,Success,3,,15,2024-04-20 02:57:00
LOG-0982,COMP-0007,WF-02,02_Tally_Ledger_Sync,Scheduled,2024-04-20 02:12:00,2024-04-20 02:12:45,Success,25,,45,2024-04-20 02:12:00
LOG-0983,COMP-0007,WF-03,03_Tally_Party_Sync,Scheduled,2024-04-20 02:08:00,2024-04-20 02:09:00,Success,15,,60,2024-04-20 02:08:00
