StatusID,CompanyID,ItemID,ItemName,CurrentStock,SalesVelocity30d,IsUnderstock,IsOverstock,IsPopular,DaysOfStock,ReorderLevel,StockValue,LastSaleDate,LastPurchaseDate,CreatedAt,UpdatedAt
ISS-0135,COMP-0015,ITM-0009_COMP-0015,Jeans Pant,0,8,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0136,COMP-0016,ITM-0001_COMP-0016,iPhone 15,35,5,FALSE,FALSE,TRUE,6,15,1592500,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0137,COMP-0016,ITM-0002_COMP-0016,Samsung S24,30,4,FALSE,FALSE,TRUE,6,15,1155000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0138,COMP-0016,ITM-0003_COMP-0016,OnePlus 12,13,5,FALSE,FALSE,TRUE,2,15,382187,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0139,COMP-0016,ITM-0004_COMP-0016,Dell XPS 15,4,7,TRUE,FALSE,TRUE,0,15,336000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0140,COMP-0016,ITM-0005_COMP-0016,HP Pavilion,0,11,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0141,COMP-0016,ITM-0006_COMP-0016,Cotton Silk Saree,0,8,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0142,COMP-0016,ITM-0007_COMP-0016,Pure Silk Saree,64,4,FALSE,TRUE,TRUE,14,15,448000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0143,COMP-0016,ITM-0008_COMP-0016,Cotton Shirt,61,7,FALSE,TRUE,TRUE,7,15,38430,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0144,COMP-0016,ITM-0009_COMP-0016,Jeans Pant,0,12,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0145,COMP-0017,ITM-0001_COMP-0017,iPhone 15,59,6,FALSE,TRUE,TRUE,9,15,2684500,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0146,COMP-0017,ITM-0002_COMP-0017,Samsung S24,48,4,FALSE,FALSE,TRUE,10,15,1848000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0147,COMP-0017,ITM-0003_COMP-0017,OnePlus 12,0,8,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0148,COMP-0017,ITM-0004_COMP-0017,Dell XPS 15,0,7,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0149,COMP-0017,ITM-0005_COMP-0017,HP Pavilion,23,2,FALSE,FALSE,FALSE,9,15,885500,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0150,COMP-0017,ITM-0006_COMP-0017,Cotton Silk Saree,11,5,FALSE,FALSE,TRUE,2,15,26950,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0151,COMP-0017,ITM-0007_COMP-0017,Pure Silk Saree,41,1,FALSE,FALSE,FALSE,30,15,287000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0152,COMP-0017,ITM-0008_COMP-0017,Cotton Shirt,9,6,TRUE,FALSE,TRUE,1,15,5670,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0153,COMP-0017,ITM-0009_COMP-0017,Jeans Pant,0,10,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0154,COMP-0018,ITM-0001_COMP-0018,iPhone 15,27,7,FALSE,FALSE,TRUE,3,15,1228500,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0155,COMP-0018,ITM-0002_COMP-0018,Samsung S24,50,6,FALSE,FALSE,TRUE,8,15,1925000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0156,COMP-0018,ITM-0003_COMP-0018,OnePlus 12,15,4,FALSE,FALSE,TRUE,3,15,440985,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0157,COMP-0018,ITM-0004_COMP-0018,Dell XPS 15,0,2,TRUE,FALSE,FALSE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0158,COMP-0018,ITM-0005_COMP-0018,HP Pavilion,0,6,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0159,COMP-0018,ITM-0006_COMP-0018,Cotton Silk Saree,0,7,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0160,COMP-0018,ITM-0007_COMP-0018,Pure Silk Saree,56,5,FALSE,TRUE,TRUE,10,15,392000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0161,COMP-0018,ITM-0008_COMP-0018,Cotton Shirt,2,10,TRUE,FALSE,TRUE,0,15,1260,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0162,COMP-0018,ITM-0009_COMP-0018,Jeans Pant,0,10,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0163,COMP-0019,ITM-0001_COMP-0019,iPhone 15,72,8,FALSE,TRUE,TRUE,8,15,3276000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0164,COMP-0019,ITM-0002_COMP-0019,Samsung S24,12,6,FALSE,FALSE,TRUE,1,15,462000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0165,COMP-0019,ITM-0003_COMP-0019,OnePlus 12,0,7,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0166,COMP-0019,ITM-0004_COMP-0019,Dell XPS 15,6,5,TRUE,FALSE,TRUE,1,15,504000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0167,COMP-0019,ITM-0005_COMP-0019,HP Pavilion,0,9,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0168,COMP-0019,ITM-0006_COMP-0019,Cotton Silk Saree,0,8,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0169,COMP-0019,ITM-0007_COMP-0019,Pure Silk Saree,41,6,FALSE,FALSE,TRUE,6,15,287000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0170,COMP-0019,ITM-0008_COMP-0019,Cotton Shirt,54,11,FALSE,TRUE,TRUE,4,15,34020,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0171,COMP-0019,ITM-0009_COMP-0019,Jeans Pant,0,8,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0172,COMP-0020,ITM-0001_COMP-0020,iPhone 15,73,7,FALSE,TRUE,TRUE,9,15,3321500,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0173,COMP-0020,ITM-0002_COMP-0020,Samsung S24,0,7,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0174,COMP-0020,ITM-0003_COMP-0020,OnePlus 12,0,12,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0175,COMP-0020,ITM-0004_COMP-0020,Dell XPS 15,15,5,FALSE,FALSE,TRUE,3,15,1260000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0176,COMP-0020,ITM-0005_COMP-0020,HP Pavilion,0,10,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0177,COMP-0020,ITM-0006_COMP-0020,Cotton Silk Saree,1,9,TRUE,FALSE,TRUE,0,15,2450,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0178,COMP-0020,ITM-0007_COMP-0020,Pure Silk Saree,0,8,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0179,COMP-0020,ITM-0008_COMP-0020,Cotton Shirt,49,11,FALSE,FALSE,TRUE,4,15,30870,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0180,COMP-0020,ITM-0009_COMP-0020,Jeans Pant,4,7,TRUE,FALSE,TRUE,0,15,4200,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0181,COMP-0021,ITM-0001_COMP-0021,iPhone 15,33,15,FALSE,FALSE,TRUE,2,15,1501500,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0182,COMP-0021,ITM-0002_COMP-0021,Samsung S24,54,14,FALSE,TRUE,TRUE,3,15,2079000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0183,COMP-0021,ITM-0003_COMP-0021,OnePlus 12,11,5,FALSE,FALSE,TRUE,2,15,323389,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0184,COMP-0021,ITM-0004_COMP-0021,Dell XPS 15,0,7,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0185,COMP-0021,ITM-0005_COMP-0021,HP Pavilion,0,8,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0186,COMP-0021,ITM-0006_COMP-0021,Cotton Silk Saree,6,4,TRUE,FALSE,TRUE,1,15,14700,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0187,COMP-0021,ITM-0007_COMP-0021,Pure Silk Saree,3,12,TRUE,FALSE,TRUE,0,15,21000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0188,COMP-0021,ITM-0008_COMP-0021,Cotton Shirt,32,8,FALSE,FALSE,TRUE,3,15,20160,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0189,COMP-0021,ITM-0009_COMP-0021,Jeans Pant,0,8,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0190,COMP-0022,ITM-0001_COMP-0022,iPhone 15,91,2,FALSE,TRUE,FALSE,45,15,4140500,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0191,COMP-0022,ITM-0002_COMP-0022,Samsung S24,68,1,FALSE,TRUE,FALSE,40,15,2618000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0192,COMP-0022,ITM-0003_COMP-0022,OnePlus 12,0,5,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0193,COMP-0022,ITM-0004_COMP-0022,Dell XPS 15,0,4,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0194,COMP-0022,ITM-0005_COMP-0022,HP Pavilion,0,3,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0195,COMP-0022,ITM-0006_COMP-0022,Cotton Silk Saree,0,10,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0196,COMP-0022,ITM-0007_COMP-0022,Pure Silk Saree,78,3,FALSE,TRUE,TRUE,21,15,546000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0197,COMP-0022,ITM-0008_COMP-0022,Cotton Shirt,19,3,FALSE,FALSE,FALSE,5,15,11970,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0198,COMP-0022,ITM-0009_COMP-0022,Jeans Pant,0,8,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0199,COMP-0023,ITM-0001_COMP-0023,iPhone 15,21,7,FALSE,FALSE,TRUE,2,15,955500,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0200,COMP-0023,ITM-0002_COMP-0023,Samsung S24,76,4,FALSE,TRUE,TRUE,17,15,2926000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0201,COMP-0023,ITM-0003_COMP-0023,OnePlus 12,1,5,TRUE,FALSE,TRUE,0,15,29399,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0202,COMP-0023,ITM-0004_COMP-0023,Dell XPS 15,20,2,FALSE,FALSE,FALSE,10,15,1680000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0203,COMP-0023,ITM-0005_COMP-0023,HP Pavilion,0,10,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0204,COMP-0023,ITM-0006_COMP-0023,Cotton Silk Saree,0,9,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0205,COMP-0023,ITM-0007_COMP-0023,Pure Silk Saree,0,8,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0206,COMP-0023,ITM-0008_COMP-0023,Cotton Shirt,39,1,FALSE,FALSE,FALSE,23,15,24570,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0207,COMP-0023,ITM-0009_COMP-0023,Jeans Pant,16,4,FALSE,FALSE,TRUE,3,15,16800,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0208,COMP-0024,ITM-0001_COMP-0024,iPhone 15,51,2,FALSE,TRUE,FALSE,25,15,2320500,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0209,COMP-0024,ITM-0002_COMP-0024,Samsung S24,72,6,FALSE,TRUE,TRUE,11,15,2772000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0210,COMP-0024,ITM-0003_COMP-0024,OnePlus 12,3,7,TRUE,FALSE,TRUE,0,15,88197,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0211,COMP-0024,ITM-0004_COMP-0024,Dell XPS 15,13,2,FALSE,FALSE,FALSE,6,15,1092000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0212,COMP-0024,ITM-0005_COMP-0024,HP Pavilion,12,5,FALSE,FALSE,TRUE,2,15,462000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0213,COMP-0024,ITM-0006_COMP-0024,Cotton Silk Saree,23,2,FALSE,FALSE,FALSE,9,15,56350,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0214,COMP-0024,ITM-0007_COMP-0024,Pure Silk Saree,19,7,FALSE,FALSE,TRUE,2,15,133000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0215,COMP-0024,ITM-0008_COMP-0024,Cotton Shirt,41,8,FALSE,FALSE,TRUE,4,15,25830,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0216,COMP-0024,ITM-0009_COMP-0024,Jeans Pant,19,3,FALSE,FALSE,FALSE,5,15,19950,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0217,COMP-0025,ITM-0001_COMP-0025,iPhone 15,43,8,FALSE,FALSE,TRUE,4,15,1956500,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0218,COMP-0025,ITM-0002_COMP-0025,Samsung S24,0,10,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0219,COMP-0025,ITM-0003_COMP-0025,OnePlus 12,0,15,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0220,COMP-0025,ITM-0004_COMP-0025,Dell XPS 15,0,13,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0221,COMP-0025,ITM-0005_COMP-0025,HP Pavilion,3,8,TRUE,FALSE,TRUE,0,15,115500,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0222,COMP-0025,ITM-0006_COMP-0025,Cotton Silk Saree,0,10,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0223,COMP-0025,ITM-0007_COMP-0025,Pure Silk Saree,5,14,TRUE,FALSE,TRUE,0,15,35000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0224,COMP-0025,ITM-0008_COMP-0025,Cotton Shirt,35,8,FALSE,FALSE,TRUE,4,15,22050,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0225,COMP-0025,ITM-0009_COMP-0025,Jeans Pant,0,7,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0226,COMP-0026,ITM-0001_COMP-0026,iPhone 15,53,9,FALSE,TRUE,TRUE,5,15,2411500,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0227,COMP-0026,ITM-0002_COMP-0026,Samsung S24,0,10,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0228,COMP-0026,ITM-0003_COMP-0026,OnePlus 12,0,7,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0229,COMP-0026,ITM-0004_COMP-0026,Dell XPS 15,10,6,FALSE,FALSE,TRUE,1,15,840000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0230,COMP-0026,ITM-0005_COMP-0026,HP Pavilion,0,15,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0231,COMP-0026,ITM-0006_COMP-0026,Cotton Silk Saree,0,9,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0232,COMP-0026,ITM-0007_COMP-0026,Pure Silk Saree,0,12,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0233,COMP-0026,ITM-0008_COMP-0026,Cotton Shirt,44,1,FALSE,FALSE,FALSE,26,15,27720,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0234,COMP-0026,ITM-0009_COMP-0026,Jeans Pant,0,7,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0235,COMP-0027,ITM-0001_COMP-0027,iPhone 15,89,3,FALSE,TRUE,TRUE,24,15,4049500,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0236,COMP-0027,ITM-0002_COMP-0027,Samsung S24,38,2,FALSE,FALSE,FALSE,19,15,1463000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0237,COMP-0027,ITM-0003_COMP-0027,OnePlus 12,17,4,FALSE,FALSE,TRUE,4,15,499783,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0238,COMP-0027,ITM-0004_COMP-0027,Dell XPS 15,4,3,TRUE,FALSE,TRUE,1,15,336000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0239,COMP-0027,ITM-0005_COMP-0027,HP Pavilion,2,3,TRUE,FALSE,TRUE,0,15,77000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0240,COMP-0027,ITM-0006_COMP-0027,Cotton Silk Saree,15,3,FALSE,FALSE,FALSE,4,15,36750,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0241,COMP-0027,ITM-0007_COMP-0027,Pure Silk Saree,20,9,FALSE,FALSE,TRUE,2,15,140000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0242,COMP-0027,ITM-0008_COMP-0027,Cotton Shirt,14,3,FALSE,FALSE,FALSE,4,15,8820,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0243,COMP-0027,ITM-0009_COMP-0027,Jeans Pant,17,0,FALSE,FALSE,FALSE,999,15,17850,,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0244,COMP-0028,ITM-0001_COMP-0028,iPhone 15,75,4,FALSE,TRUE,TRUE,17,15,3412500,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0245,COMP-0028,ITM-0002_COMP-0028,Samsung S24,38,7,FALSE,FALSE,TRUE,4,15,1463000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0246,COMP-0028,ITM-0003_COMP-0028,OnePlus 12,12,6,FALSE,FALSE,TRUE,2,15,352788,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0247,COMP-0028,ITM-0004_COMP-0028,Dell XPS 15,0,10,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0248,COMP-0028,ITM-0005_COMP-0028,HP Pavilion,0,12,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0249,COMP-0028,ITM-0006_COMP-0028,Cotton Silk Saree,14,5,FALSE,FALSE,TRUE,2,15,34300,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0250,COMP-0028,ITM-0007_COMP-0028,Pure Silk Saree,23,10,FALSE,FALSE,TRUE,2,15,161000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0251,COMP-0028,ITM-0008_COMP-0028,Cotton Shirt,28,6,FALSE,FALSE,TRUE,4,15,17640,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0252,COMP-0028,ITM-0009_COMP-0028,Jeans Pant,0,11,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0253,COMP-0029,ITM-0001_COMP-0029,iPhone 15,21,4,FALSE,FALSE,TRUE,5,15,955500,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0254,COMP-0029,ITM-0002_COMP-0029,Samsung S24,45,0,FALSE,FALSE,FALSE,45,15,1732500,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0255,COMP-0029,ITM-0003_COMP-0029,OnePlus 12,8,4,TRUE,FALSE,TRUE,1,15,235192,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0256,COMP-0029,ITM-0004_COMP-0029,Dell XPS 15,16,3,FALSE,FALSE,FALSE,5,15,1344000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0257,COMP-0029,ITM-0005_COMP-0029,HP Pavilion,9,4,TRUE,FALSE,TRUE,2,15,346500,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0258,COMP-0029,ITM-0006_COMP-0029,Cotton Silk Saree,0,9,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0259,COMP-0029,ITM-0007_COMP-0029,Pure Silk Saree,49,0,FALSE,FALSE,FALSE,49,15,343000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0260,COMP-0029,ITM-0008_COMP-0029,Cotton Shirt,12,6,FALSE,FALSE,TRUE,2,15,7560,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0261,COMP-0029,ITM-0009_COMP-0029,Jeans Pant,5,2,TRUE,FALSE,FALSE,2,15,5250,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0262,COMP-0030,ITM-0001_COMP-0030,iPhone 15,20,10,FALSE,FALSE,TRUE,1,15,910000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0263,COMP-0030,ITM-0002_COMP-0030,Samsung S24,7,5,TRUE,FALSE,TRUE,1,15,269500,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0264,COMP-0030,ITM-0003_COMP-0030,OnePlus 12,0,8,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0265,COMP-0030,ITM-0004_COMP-0030,Dell XPS 15,9,5,TRUE,FALSE,TRUE,1,15,756000,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0266,COMP-0030,ITM-0005_COMP-0030,HP Pavilion,0,4,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0267,COMP-0030,ITM-0006_COMP-0030,Cotton Silk Saree,0,4,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0268,COMP-0030,ITM-0007_COMP-0030,Pure Silk Saree,0,16,TRUE,FALSE,TRUE,0,15,0,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
ISS-0269,COMP-0030,ITM-0008_COMP-0030,Cotton Shirt,54,10,FALSE,TRUE,TRUE,5,15,34020,2024-04-28,2024-04-20,2024-05-01 08:00:00,2024-05-01 08:00:00
