GeoID,CompanyID,State,City,PartyCount,TotalSalesValue,TotalPurchaseValue,TotalOutstanding,TopCustomers,TopItems,PeriodStart,PeriodEnd,CreatedAt,UpdatedAt
GEO-0121,COMP-0014,Tamil Nadu,Coimbatore,2,2565000,717000,6398,Priya Patel Suppliers;Rajesh Singh Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0122,COMP-0015,Maharashtra,Mumbai,2,607800,440000,82027,Priya Sharma Suppliers;Vikram Patel Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0123,COMP-0015,Maharashtra,Pune,1,0,0,85959,Amit Kumar Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0124,COMP-0015,Maharashtra,Nagpur,1,65000,440000,57526,Neha Singh Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0125,COMP-0015,Gujarat,Ahmedabad,3,723000,728000,27460,Priya Patel Distributors;Rajesh Gupta Suppliers;Vikram Kumar Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0126,COMP-0015,Gujarat,Surat,2,1315900,1287400,77145,Priya Singh Traders;Priya Sharma Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0127,COMP-0015,Delhi,Delhi,7,2153300,117500,19208,Vikram Gupta Distributors;Rajesh Kumar Suppliers;Vikram Patel Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0128,COMP-0015,Karnataka,Bangalore,1,0,0,2130,Amit Kumar Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0129,COMP-0015,Karnataka,Mysore,4,323400,427000,94340,Amit Patel Traders;Rajesh Patel Traders;Vikram Patel Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0130,COMP-0015,Tamil Nadu,Chennai,1,775000,0,4243,Vikram Singh Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0131,COMP-0015,Tamil Nadu,Coimbatore,2,1722000,275000,17655,Rajesh Kumar Suppliers;Neha Patel Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0132,COMP-0016,Maharashtra,Mumbai,2,295500,517000,45808,Vikram Gupta Traders;Amit Sharma Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0133,COMP-0016,Maharashtra,Pune,1,502900,480000,69370,Amit Gupta Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0134,COMP-0016,Maharashtra,Nagpur,1,425000,0,45364,Rajesh Singh Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0135,COMP-0016,Gujarat,Ahmedabad,3,743500,2204100,56167,Neha Kumar Traders;Amit Sharma Traders;Vikram Singh Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0136,COMP-0016,Gujarat,Surat,2,140500,475000,43421,Priya Sharma Traders;Priya Patel Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0137,COMP-0016,Delhi,Delhi,3,139000,1512700,99407,Priya Sharma Distributors;Rajesh Gupta Suppliers;Priya Patel Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0138,COMP-0016,Karnataka,Bangalore,1,62000,0,28039,Rajesh Sharma Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0139,COMP-0016,Karnataka,Mysore,2,2421500,10500,31486,Vikram Patel Traders;Amit Singh Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0140,COMP-0016,Tamil Nadu,Chennai,2,1768900,980700,61567,Priya Sharma Traders;Neha Patel Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0141,COMP-0016,Tamil Nadu,Coimbatore,1,564900,165000,92209,Rajesh Gupta Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0142,COMP-0017,Maharashtra,Mumbai,2,308800,2330500,62497,Rajesh Sharma Traders;Amit Sharma Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0143,COMP-0017,Maharashtra,Pune,3,1472900,0,63191,Vikram Sharma Suppliers;Neha Kumar Traders;Priya Patel Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0144,COMP-0017,Maharashtra,Nagpur,1,0,0,31713,Priya Singh Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0145,COMP-0017,Gujarat,Ahmedabad,6,1801300,1228500,2415,Priya Singh Distributors;Vikram Patel Distributors;Vikram Gupta Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0146,COMP-0017,Gujarat,Surat,2,1005000,385000,88736,Amit Singh Traders;Priya Gupta Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0147,COMP-0017,Delhi,Delhi,1,0,0,26222,Priya Gupta Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0148,COMP-0017,Karnataka,Bangalore,4,500500,260000,13031,Rajesh Singh Suppliers;Rajesh Singh Traders;Priya Sharma Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0149,COMP-0017,Karnataka,Mysore,3,1314600,337500,49614,Rajesh Sharma Suppliers;Amit Patel Suppliers;Vikram Kumar Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0150,COMP-0017,Tamil Nadu,Chennai,1,0,201300,64897,Vikram Gupta Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0151,COMP-0017,Tamil Nadu,Coimbatore,1,0,62000,90113,Vikram Patel Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0152,COMP-0018,Maharashtra,Mumbai,1,429900,0,73034,Amit Kumar Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0153,COMP-0018,Maharashtra,Pune,2,761500,0,63049,Vikram Singh Suppliers;Rajesh Singh Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0154,COMP-0018,Gujarat,Ahmedabad,2,692200,0,14190,Vikram Patel Distributors;Rajesh Patel Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0155,COMP-0018,Gujarat,Surat,4,640500,2340700,77581,Rajesh Singh Suppliers;Rajesh Kumar Distributors;Amit Singh Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0156,COMP-0018,Delhi,Delhi,5,40000,1927800,21087,Amit Kumar Traders;Neha Singh Traders;Priya Singh Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0157,COMP-0018,Karnataka,Bangalore,1,701300,395000,54484,Amit Singh Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0158,COMP-0018,Karnataka,Mysore,2,1383500,366300,14120,Amit Singh Distributors;Amit Gupta Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0159,COMP-0018,Tamil Nadu,Chennai,2,431000,1022300,48650,Amit Gupta Traders;Rajesh Gupta Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0160,COMP-0018,Tamil Nadu,Coimbatore,3,115400,410500,37115,Priya Kumar Distributors;Vikram Kumar Suppliers;Amit Singh Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0161,COMP-0019,Maharashtra,Mumbai,3,881000,747500,71762,Rajesh Singh Traders;Vikram Kumar Traders;Rajesh Kumar Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0162,COMP-0019,Maharashtra,Pune,2,1599600,260000,62978,Neha Patel Distributors;Priya Kumar Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0163,COMP-0019,Maharashtra,Nagpur,2,19200,722000,88250,Rajesh Gupta Distributors;Rajesh Sharma Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0164,COMP-0019,Gujarat,Ahmedabad,4,307000,189700,20145,Priya Singh Suppliers;Priya Kumar Distributors;Priya Kumar Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0165,COMP-0019,Gujarat,Surat,1,1376900,0,1653,Rajesh Singh Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0166,COMP-0019,Delhi,Delhi,4,1067000,1122200,13565,Priya Gupta Suppliers;Amit Kumar Distributors;Rajesh Singh Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0167,COMP-0019,Karnataka,Bangalore,3,928400,1341700,18818,Priya Gupta Suppliers;Vikram Sharma Distributors;Neha Patel Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0168,COMP-0019,Tamil Nadu,Chennai,2,640000,363500,34422,Neha Gupta Suppliers;Vikram Gupta Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0169,COMP-0019,Tamil Nadu,Coimbatore,3,795100,6600,87134,Priya Sharma Distributors;Priya Sharma Distributors;Vikram Gupta Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0170,COMP-0020,Maharashtra,Mumbai,3,385000,2507200,7546,Neha Sharma Distributors;Rajesh Sharma Suppliers;Neha Patel Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0171,COMP-0020,Maharashtra,Nagpur,2,1129800,0,18152,Neha Sharma Traders;Rajesh Gupta Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0172,COMP-0020,Gujarat,Ahmedabad,3,914600,1520000,49145,Vikram Singh Distributors;Vikram Kumar Suppliers;Neha Gupta Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0173,COMP-0020,Gujarat,Surat,2,991900,359000,38020,Neha Kumar Distributors;Priya Sharma Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0174,COMP-0020,Delhi,Delhi,3,1395300,578000,44173,Rajesh Patel Distributors;Neha Sharma Distributors;Priya Gupta Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0175,COMP-0020,Karnataka,Bangalore,2,112500,252700,42106,Neha Sharma Suppliers;Vikram Patel Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0176,COMP-0020,Karnataka,Mysore,3,793200,1094000,3116,Neha Gupta Traders;Priya Kumar Suppliers;Rajesh Singh Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0177,COMP-0020,Tamil Nadu,Chennai,1,123400,835000,86269,Vikram Gupta Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0178,COMP-0020,Tamil Nadu,Coimbatore,5,2123800,585000,7576,Neha Singh Distributors;Priya Gupta Distributors;Amit Kumar Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0179,COMP-0021,Maharashtra,Pune,1,635500,0,44839,Priya Patel Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0180,COMP-0021,Maharashtra,Nagpur,1,385000,0,38769,Priya Sharma Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0181,COMP-0021,Gujarat,Ahmedabad,5,2641300,742300,77313,Rajesh Singh Distributors;Amit Kumar Distributors;Priya Patel Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0182,COMP-0021,Gujarat,Surat,2,788600,877300,4109,Amit Sharma Distributors;Vikram Sharma Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0183,COMP-0021,Delhi,Delhi,1,0,265400,66490,Priya Kumar Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0184,COMP-0021,Karnataka,Bangalore,2,2504500,0,97566,Amit Singh Distributors;Rajesh Patel Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0185,COMP-0021,Karnataka,Mysore,2,2415500,387000,94361,Vikram Kumar Suppliers;Rajesh Patel Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0186,COMP-0021,Tamil Nadu,Chennai,3,343500,0,4781,Vikram Patel Distributors;Priya Singh Traders;Neha Gupta Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0187,COMP-0021,Tamil Nadu,Coimbatore,3,814000,497000,87268,Rajesh Gupta Traders;Priya Patel Suppliers;Neha Patel Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0188,COMP-0022,Maharashtra,Nagpur,2,131500,998500,73870,Amit Singh Distributors;Priya Singh Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0189,COMP-0022,Gujarat,Surat,3,446800,1170400,76827,Neha Kumar Distributors;Amit Sharma Traders;Neha Sharma Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0190,COMP-0022,Karnataka,Bangalore,4,1121800,225000,72163,Neha Sharma Suppliers;Rajesh Patel Traders;Amit Kumar Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0191,COMP-0022,Karnataka,Mysore,2,6000,655000,27365,Rajesh Singh Suppliers;Amit Singh Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0192,COMP-0022,Tamil Nadu,Chennai,1,1090900,306500,74452,Neha Gupta Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0193,COMP-0022,Tamil Nadu,Coimbatore,4,897000,1162200,65008,Vikram Gupta Traders;Vikram Singh Suppliers;Rajesh Sharma Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0194,COMP-0023,Maharashtra,Mumbai,1,298000,0,52620,Amit Kumar Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0195,COMP-0023,Maharashtra,Pune,3,1008500,415000,82719,Vikram Kumar Suppliers;Rajesh Kumar Distributors;Neha Sharma Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0196,COMP-0023,Gujarat,Ahmedabad,2,0,460000,60063,Amit Gupta Suppliers;Vikram Kumar Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0197,COMP-0023,Gujarat,Surat,4,584000,252000,31051,Priya Kumar Suppliers;Rajesh Patel Traders;Priya Singh Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0198,COMP-0023,Delhi,Delhi,5,1140000,556000,68213,Vikram Gupta Suppliers;Vikram Kumar Distributors;Vikram Singh Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0199,COMP-0023,Karnataka,Bangalore,2,788600,370000,66846,Vikram Sharma Distributors;Neha Singh Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0200,COMP-0023,Karnataka,Mysore,3,740000,0,62693,Rajesh Gupta Traders;Neha Gupta Traders;Neha Sharma Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0201,COMP-0023,Tamil Nadu,Coimbatore,4,1109900,1951900,17708,Vikram Kumar Traders;Amit Sharma Distributors;Neha Singh Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0202,COMP-0024,Maharashtra,Mumbai,1,547200,0,40613,Rajesh Gupta Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0203,COMP-0024,Maharashtra,Nagpur,1,0,0,49480,Neha Kumar Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0204,COMP-0024,Gujarat,Ahmedabad,2,640000,35000,12765,Rajesh Singh Suppliers;Neha Kumar Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0205,COMP-0024,Gujarat,Surat,4,1190700,1870000,51344,Priya Singh Distributors;Neha Kumar Traders;Rajesh Sharma Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0206,COMP-0024,Delhi,Delhi,3,608000,456000,28122,Priya Kumar Distributors;Rajesh Patel Traders;Neha Patel Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0207,COMP-0024,Karnataka,Bangalore,2,762000,0,1728,Amit Kumar Traders;Vikram Gupta Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0208,COMP-0024,Karnataka,Mysore,4,268500,0,26502,Priya Singh Distributors;Amit Sharma Traders;Rajesh Gupta Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0209,COMP-0024,Tamil Nadu,Chennai,1,0,0,36975,Amit Sharma Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0210,COMP-0024,Tamil Nadu,Coimbatore,2,277500,945300,32601,Priya Sharma Traders;Vikram Sharma Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0211,COMP-0025,Maharashtra,Mumbai,1,1063400,0,68963,Priya Kumar Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0212,COMP-0025,Maharashtra,Pune,2,2355300,727500,28804,Amit Sharma Traders;Vikram Gupta Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0213,COMP-0025,Maharashtra,Nagpur,1,1053000,316800,87982,Priya Gupta Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0214,COMP-0025,Gujarat,Ahmedabad,1,1193500,0,7790,Rajesh Singh Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0215,COMP-0025,Gujarat,Surat,4,2896500,2096700,3604,Vikram Patel Distributors;Priya Gupta Distributors;Vikram Singh Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0216,COMP-0025,Delhi,Delhi,1,456000,974700,3920,Amit Sharma Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0217,COMP-0025,Karnataka,Bangalore,1,596600,1391800,76056,Amit Sharma Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0218,COMP-0025,Tamil Nadu,Chennai,2,62000,668200,10416,Priya Kumar Suppliers;Rajesh Patel Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0219,COMP-0025,Tamil Nadu,Coimbatore,2,2316800,1584500,38148,Vikram Sharma Traders;Neha Sharma Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0220,COMP-0026,Maharashtra,Pune,1,306500,172500,29281,Amit Kumar Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0221,COMP-0026,Gujarat,Ahmedabad,3,3615000,1488000,41008,Neha Patel Distributors;Vikram Patel Traders;Neha Sharma Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0222,COMP-0026,Delhi,Delhi,3,973300,830000,20629,Amit Sharma Distributors;Rajesh Patel Traders;Neha Kumar Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0223,COMP-0026,Karnataka,Bangalore,3,2382500,480900,80620,Neha Patel Distributors;Rajesh Singh Distributors;Priya Singh Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0224,COMP-0026,Karnataka,Mysore,2,946500,168000,40267,Priya Patel Traders;Rajesh Sharma Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0225,COMP-0026,Tamil Nadu,Chennai,4,562700,394500,81062,Neha Kumar Traders;Priya Gupta Traders;Neha Patel Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0226,COMP-0026,Tamil Nadu,Coimbatore,2,1003000,259500,29625,Priya Sharma Traders;Priya Sharma Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0227,COMP-0027,Gujarat,Surat,1,1460200,2790500,2327,Amit Kumar Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0228,COMP-0027,Delhi,Delhi,4,683300,1569300,64450,Amit Sharma Traders;Neha Sharma Traders;Amit Singh Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0229,COMP-0027,Karnataka,Bangalore,4,390000,1331900,90654,Priya Kumar Suppliers;Rajesh Sharma Distributors;Neha Kumar Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0230,COMP-0027,Karnataka,Mysore,2,574500,151000,93568,Neha Patel Traders;Neha Singh Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0231,COMP-0027,Tamil Nadu,Chennai,3,690000,460000,36435,Priya Sharma Distributors;Amit Patel Distributors;Vikram Kumar Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0232,COMP-0027,Tamil Nadu,Coimbatore,1,0,1938000,13940,Rajesh Patel Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0233,COMP-0028,Maharashtra,Mumbai,1,480000,685000,57367,Amit Gupta Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0234,COMP-0028,Maharashtra,Pune,2,325000,836000,74467,Priya Sharma Traders;Amit Gupta Traders,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0235,COMP-0028,Maharashtra,Nagpur,2,1790900,398500,74238,Neha Kumar Suppliers;Rajesh Gupta Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0236,COMP-0028,Gujarat,Ahmedabad,1,770000,1419500,84386,Neha Patel Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0237,COMP-0028,Delhi,Delhi,3,2461500,2959500,54103,Priya Gupta Traders;Amit Gupta Traders;Amit Patel Distributors,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
GEO-0238,COMP-0028,Karnataka,Bangalore,4,276000,2478400,41168,Rajesh Kumar Suppliers;Amit Sharma Suppliers;Rajesh Sharma Suppliers,iPhone 15;Samsung S24,2024-04-01,2024-04-30,2024-05-01 08:00:00,2024-05-01 08:00:00
