LogID,CompanyID,ReminderType,ReferenceID,Message,Status,SentAt,CreatedAt
REM-0183,COMP-0021,CustomerInactive,REF-0183,Customer inactivity alert - REF-0183,Sent,2024-06-02 00:00:00,2024-06-02 00:00:00
REM-0184,COMP-0022,LowStock,REF-0184,Low stock alert for items below reorder level - REF-0184,Sent,2024-06-26 00:00:00,2024-06-26 00:00:00
REM-0185,COMP-0022,PaymentDue,REF-0185,Payment reminder for outstanding invoices - REF-0185,Sent,2024-06-21 00:00:00,2024-06-21 00:00:00
REM-0186,COMP-0022,PaymentDue,REF-0186,Payment reminder for outstanding invoices - REF-0186,Pending,2024-06-06 00:00:00,2024-06-06 00:00:00
REM-0187,COMP-0022,LowStock,REF-0187,Low stock alert for items below reorder level - REF-0187,Pending,2024-04-09 00:00:00,2024-04-09 00:00:00
REM-0188,COMP-0022,CustomerInactive,REF-0188,Customer inactivity alert - REF-0188,Failed,2024-05-10 00:00:00,2024-05-10 00:00:00
REM-0189,COMP-0022,ExpiryAlert,REF-0189,Expiry alert for batch items nearing expiry - REF-0189,Sent,2024-06-27 00:00:00,2024-06-27 00:00:00
REM-0190,COMP-0022,PaymentDue,REF-0190,Payment reminder for outstanding invoices - REF-0190,Sent,2024-04-16 00:00:00,2024-04-16 00:00:00
REM-0191,COMP-0022,ExpiryAlert,REF-0191,Expiry alert for batch items nearing expiry - REF-0191,Failed,2024-05-27 00:00:00,2024-05-27 00:00:00
REM-0192,COMP-0023,CustomerInactive,REF-0192,Customer inactivity alert - REF-0192,Sent,2024-05-02 00:00:00,2024-05-02 00:00:00
REM-0193,COMP-0023,PaymentDue,REF-0193,Payment reminder for outstanding invoices - REF-0193,Pending,2024-04-10 00:00:00,2024-04-10 00:00:00
REM-0194,COMP-0023,LowStock,REF-0194,Low stock alert for items below reorder level - REF-0194,Sent,2024-06-17 00:00:00,2024-06-17 00:00:00
REM-0195,COMP-0023,PaymentDue,REF-0195,Payment reminder for outstanding invoices - REF-0195,Failed,2024-04-14 00:00:00,2024-04-14 00:00:00
REM-0196,COMP-0023,CustomerInactive,REF-0196,Customer inactivity alert - REF-0196,Sent,2024-06-04 00:00:00,2024-06-04 00:00:00
REM-0197,COMP-0023,PaymentDue,REF-0197,Payment reminder for outstanding invoices - REF-0197,Pending,2024-05-01 00:00:00,2024-05-01 00:00:00
REM-0198,COMP-0023,ExpiryAlert,REF-0198,Expiry alert for batch items nearing expiry - REF-0198,Failed,2024-05-13 00:00:00,2024-05-13 00:00:00
REM-0199,COMP-0023,PaymentDue,REF-0199,Payment reminder for outstanding invoices - REF-0199,Sent,2024-04-04 00:00:00,2024-04-04 00:00:00
REM-0200,COMP-0023,PaymentDue,REF-0200,Payment reminder for outstanding invoices - REF-0200,Failed,2024-06-08 00:00:00,2024-06-08 00:00:00
REM-0201,COMP-0023,LowStock,REF-0201,Low stock alert for items below reorder level - REF-0201,Failed,2024-04-03 00:00:00,2024-04-03 00:00:00
REM-0202,COMP-0023,ExpiryAlert,REF-0202,Expiry alert for batch items nearing expiry - REF-0202,Failed,2024-05-24 00:00:00,2024-05-24 00:00:00
REM-0203,COMP-0024,PaymentDue,REF-0203,Payment reminder for outstanding invoices - REF-0203,Sent,2024-04-12 00:00:00,2024-04-12 00:00:00
REM-0204,COMP-0024,PaymentDue,REF-0204,Payment reminder for outstanding invoices - REF-0204,Failed,2024-04-17 00:00:00,2024-04-17 00:00:00
REM-0205,COMP-0024,ExpiryAlert,REF-0205,Expiry alert for batch items nearing expiry - REF-0205,Sent,2024-04-20 00:00:00,2024-04-20 00:00:00
REM-0206,COMP-0024,ExpiryAlert,REF-0206,Expiry alert for batch items nearing expiry - REF-0206,Sent,2024-06-30 00:00:00,2024-06-30 00:00:00
REM-0207,COMP-0024,PaymentDue,REF-0207,Payment reminder for outstanding invoices - REF-0207,Pending,2024-06-09 00:00:00,2024-06-09 00:00:00
REM-0208,COMP-0024,LowStock,REF-0208,Low stock alert for items below reorder level - REF-0208,Failed,2024-04-06 00:00:00,2024-04-06 00:00:00
REM-0209,COMP-0024,CustomerInactive,REF-0209,Customer inactivity alert - REF-0209,Sent,2024-05-04 00:00:00,2024-05-04 00:00:00
REM-0210,COMP-0024,CustomerInactive,REF-0210,Customer inactivity alert - REF-0210,Failed,2024-05-25 00:00:00,2024-05-25 00:00:00
REM-0211,COMP-0024,LowStock,REF-0211,Low stock alert for items below reorder level - REF-0211,Sent,2024-05-28 00:00:00,2024-05-28 00:00:00
REM-0212,COMP-0024,ExpiryAlert,REF-0212,Expiry alert for batch items nearing expiry - REF-0212,Failed,2024-04-09 00:00:00,2024-04-09 00:00:00
REM-0213,COMP-0025,CustomerInactive,REF-0213,Customer inactivity alert - REF-0213,Sent,2024-06-13 00:00:00,2024-06-13 00:00:00
REM-0214,COMP-0025,LowStock,REF-0214,Low stock alert for items below reorder level - REF-0214,Sent,2024-04-27 00:00:00,2024-04-27 00:00:00
REM-0215,COMP-0025,LowStock,REF-0215,Low stock alert for items below reorder level - REF-0215,Failed,2024-05-06 00:00:00,2024-05-06 00:00:00
REM-0216,COMP-0025,CustomerInactive,REF-0216,Customer inactivity alert - REF-0216,Pending,2024-05-10 00:00:00,2024-05-10 00:00:00
REM-0217,COMP-0025,LowStock,REF-0217,Low stock alert for items below reorder level - REF-0217,Pending,2024-04-28 00:00:00,2024-04-28 00:00:00
REM-0218,COMP-0025,LowStock,REF-0218,Low stock alert for items below reorder level - REF-0218,Sent,2024-05-10 00:00:00,2024-05-10 00:00:00
REM-0219,COMP-0025,CustomerInactive,REF-0219,Customer inactivity alert - REF-0219,Pending,2024-04-06 00:00:00,2024-04-06 00:00:00
REM-0220,COMP-0025,PaymentDue,REF-0220,Payment reminder for outstanding invoices - REF-0220,Sent,2024-04-09 00:00:00,2024-04-09 00:00:00
REM-0221,COMP-0025,CustomerInactive,REF-0221,Customer inactivity alert - REF-0221,Sent,2024-05-08 00:00:00,2024-05-08 00:00:00
REM-0222,COMP-0025,PaymentDue,REF-0222,Payment reminder for outstanding invoices - REF-0222,Failed,2024-04-09 00:00:00,2024-04-09 00:00:00
REM-0223,COMP-0025,PaymentDue,REF-0223,Payment reminder for outstanding invoices - REF-0223,Sent,2024-05-08 00:00:00,2024-05-08 00:00:00
REM-0224,COMP-0025,LowStock,REF-0224,Low stock alert for items below reorder level - REF-0224,Pending,2024-04-16 00:00:00,2024-04-16 00:00:00
REM-0225,COMP-0025,ExpiryAlert,REF-0225,Expiry alert for batch items nearing expiry - REF-0225,Failed,2024-05-17 00:00:00,2024-05-17 00:00:00
REM-0226,COMP-0025,ExpiryAlert,REF-0226,Expiry alert for batch items nearing expiry - REF-0226,Sent,2024-05-29 00:00:00,2024-05-29 00:00:00
REM-0227,COMP-0026,LowStock,REF-0227,Low stock alert for items below reorder level - REF-0227,Failed,2024-05-31 00:00:00,2024-05-31 00:00:00
REM-0228,COMP-0026,LowStock,REF-0228,Low stock alert for items below reorder level - REF-0228,Failed,2024-06-27 00:00:00,2024-06-27 00:00:00
REM-0229,COMP-0026,ExpiryAlert,REF-0229,Expiry alert for batch items nearing expiry - REF-0229,Pending,2024-04-30 00:00:00,2024-04-30 00:00:00
REM-0230,COMP-0026,CustomerInactive,REF-0230,Customer inactivity alert - REF-0230,Sent,2024-06-28 00:00:00,2024-06-28 00:00:00
REM-0231,COMP-0026,PaymentDue,REF-0231,Payment reminder for outstanding invoices - REF-0231,Pending,2024-06-24 00:00:00,2024-06-24 00:00:00
REM-0232,COMP-0027,CustomerInactive,REF-0232,Customer inactivity alert - REF-0232,Failed,2024-04-10 00:00:00,2024-04-10 00:00:00
REM-0233,COMP-0027,CustomerInactive,REF-0233,Customer inactivity alert - REF-0233,Pending,2024-06-10 00:00:00,2024-06-10 00:00:00
REM-0234,COMP-0027,CustomerInactive,REF-0234,Customer inactivity alert - REF-0234,Failed,2024-05-25 00:00:00,2024-05-25 00:00:00
REM-0235,COMP-0027,ExpiryAlert,REF-0235,Expiry alert for batch items nearing expiry - REF-0235,Sent,2024-05-27 00:00:00,2024-05-27 00:00:00
REM-0236,COMP-0027,CustomerInactive,REF-0236,Customer inactivity alert - REF-0236,Pending,2024-04-28 00:00:00,2024-04-28 00:00:00
REM-0237,COMP-0027,PaymentDue,REF-0237,Payment reminder for outstanding invoices - REF-0237,Sent,2024-06-24 00:00:00,2024-06-24 00:00:00
REM-0238,COMP-0027,PaymentDue,REF-0238,Payment reminder for outstanding invoices - REF-0238,Failed,2024-04-28 00:00:00,2024-04-28 00:00:00
REM-0239,COMP-0027,LowStock,REF-0239,Low stock alert for items below reorder level - REF-0239,Failed,2024-06-13 00:00:00,2024-06-13 00:00:00
REM-0240,COMP-0027,LowStock,REF-0240,Low stock alert for items below reorder level - REF-0240,Sent,2024-05-29 00:00:00,2024-05-29 00:00:00
REM-0241,COMP-0027,CustomerInactive,REF-0241,Customer inactivity alert - REF-0241,Sent,2024-05-06 00:00:00,2024-05-06 00:00:00
REM-0242,COMP-0027,ExpiryAlert,REF-0242,Expiry alert for batch items nearing expiry - REF-0242,Pending,2024-04-05 00:00:00,2024-04-05 00:00:00
REM-0243,COMP-0028,ExpiryAlert,REF-0243,Expiry alert for batch items nearing expiry - REF-0243,Pending,2024-06-15 00:00:00,2024-06-15 00:00:00
REM-0244,COMP-0028,CustomerInactive,REF-0244,Customer inactivity alert - REF-0244,Failed,2024-05-14 00:00:00,2024-05-14 00:00:00
REM-0245,COMP-0028,CustomerInactive,REF-0245,Customer inactivity alert - REF-0245,Failed,2024-04-11 00:00:00,2024-04-11 00:00:00
REM-0246,COMP-0028,ExpiryAlert,REF-0246,Expiry alert for batch items nearing expiry - REF-0246,Sent,2024-04-29 00:00:00,2024-04-29 00:00:00
REM-0247,COMP-0028,PaymentDue,REF-0247,Payment reminder for outstanding invoices - REF-0247,Pending,2024-06-08 00:00:00,2024-06-08 00:00:00
REM-0248,COMP-0028,CustomerInactive,REF-0248,Customer inactivity alert - REF-0248,Pending,2024-06-14 00:00:00,2024-06-14 00:00:00
REM-0249,COMP-0029,LowStock,REF-0249,Low stock alert for items below reorder level - REF-0249,Failed,2024-04-06 00:00:00,2024-04-06 00:00:00
REM-0250,COMP-0029,PaymentDue,REF-0250,Payment reminder for outstanding invoices - REF-0250,Pending,2024-06-21 00:00:00,2024-06-21 00:00:00
REM-0251,COMP-0029,ExpiryAlert,REF-0251,Expiry alert for batch items nearing expiry - REF-0251,Failed,2024-06-02 00:00:00,2024-06-02 00:00:00
REM-0252,COMP-0029,LowStock,REF-0252,Low stock alert for items below reorder level - REF-0252,Failed,2024-05-13 00:00:00,2024-05-13 00:00:00
REM-0253,COMP-0029,ExpiryAlert,REF-0253,Expiry alert for batch items nearing expiry - REF-0253,Sent,2024-04-14 00:00:00,2024-04-14 00:00:00
REM-0254,COMP-0029,CustomerInactive,REF-0254,Customer inactivity alert - REF-0254,Failed,2024-06-24 00:00:00,2024-06-24 00:00:00
REM-0255,COMP-0029,PaymentDue,REF-0255,Payment reminder for outstanding invoices - REF-0255,Pending,2024-04-18 00:00:00,2024-04-18 00:00:00
REM-0256,COMP-0029,ExpiryAlert,REF-0256,Expiry alert for batch items nearing expiry - REF-0256,Failed,2024-05-06 00:00:00,2024-05-06 00:00:00
REM-0257,COMP-0029,LowStock,REF-0257,Low stock alert for items below reorder level - REF-0257,Failed,2024-04-25 00:00:00,2024-04-25 00:00:00
REM-0258,COMP-0029,CustomerInactive,REF-0258,Customer inactivity alert - REF-0258,Sent,2024-04-24 00:00:00,2024-04-24 00:00:00
REM-0259,COMP-0029,ExpiryAlert,REF-0259,Expiry alert for batch items nearing expiry - REF-0259,Pending,2024-06-26 00:00:00,2024-06-26 00:00:00
REM-0260,COMP-0029,CustomerInactive,REF-0260,Customer inactivity alert - REF-0260,Sent,2024-04-04 00:00:00,2024-04-04 00:00:00
REM-0261,COMP-0029,ExpiryAlert,REF-0261,Expiry alert for batch items nearing expiry - REF-0261,Pending,2024-06-06 00:00:00,2024-06-06 00:00:00
REM-0262,COMP-0029,PaymentDue,REF-0262,Payment reminder for outstanding invoices - REF-0262,Sent,2024-05-29 00:00:00,2024-05-29 00:00:00
REM-0263,COMP-0029,CustomerInactive,REF-0263,Customer inactivity alert - REF-0263,Failed,2024-04-07 00:00:00,2024-04-07 00:00:00
REM-0264,COMP-0030,LowStock,REF-0264,Low stock alert for items below reorder level - REF-0264,Pending,2024-05-16 00:00:00,2024-05-16 00:00:00
REM-0265,COMP-0030,ExpiryAlert,REF-0265,Expiry alert for batch items nearing expiry - REF-0265,Sent,2024-06-11 00:00:00,2024-06-11 00:00:00
REM-0266,COMP-0030,ExpiryAlert,REF-0266,Expiry alert for batch items nearing expiry - REF-0266,Pending,2024-04-08 00:00:00,2024-04-08 00:00:00
REM-0267,COMP-0030,ExpiryAlert,REF-0267,Expiry alert for batch items nearing expiry - REF-0267,Failed,2024-06-27 00:00:00,2024-06-27 00:00:00
REM-0268,COMP-0030,LowStock,REF-0268,Low stock alert for items below reorder level - REF-0268,Failed,2024-05-14 00:00:00,2024-05-14 00:00:00
REM-0269,COMP-0030,ExpiryAlert,REF-0269,Expiry alert for batch items nearing expiry - REF-0269,Pending,2024-05-11 00:00:00,2024-05-11 00:00:00
REM-0270,COMP-0031,CustomerInactive,REF-0270,Customer inactivity alert - REF-0270,Pending,2024-05-28 00:00:00,2024-05-28 00:00:00
REM-0271,COMP-0031,LowStock,REF-0271,Low stock alert for items below reorder level - REF-0271,Failed,2024-05-30 00:00:00,2024-05-30 00:00:00
REM-0272,COMP-0031,PaymentDue,REF-0272,Payment reminder for outstanding invoices - REF-0272,Sent,2024-04-18 00:00:00,2024-04-18 00:00:00
REM-0273,COMP-0031,CustomerInactive,REF-0273,Customer inactivity alert - REF-0273,Sent,2024-04-05 00:00:00,2024-04-05 00:00:00
REM-0274,COMP-0031,PaymentDue,REF-0274,Payment reminder for outstanding invoices - REF-0274,Pending,2024-06-26 00:00:00,2024-06-26 00:00:00
REM-0275,COMP-0032,ExpiryAlert,REF-0275,Expiry alert for batch items nearing expiry - REF-0275,Pending,2024-06-19 00:00:00,2024-06-19 00:00:00
REM-0276,COMP-0032,PaymentDue,REF-0276,Payment reminder for outstanding invoices - REF-0276,Sent,2024-04-09 00:00:00,2024-04-09 00:00:00
REM-0277,COMP-0032,CustomerInactive,REF-0277,Customer inactivity alert - REF-0277,Sent,2024-05-08 00:00:00,2024-05-08 00:00:00
REM-0278,COMP-0032,CustomerInactive,REF-0278,Customer inactivity alert - REF-0278,Pending,2024-06-28 00:00:00,2024-06-28 00:00:00
REM-0279,COMP-0032,CustomerInactive,REF-0279,Customer inactivity alert - REF-0279,Failed,2024-06-25 00:00:00,2024-06-25 00:00:00
REM-0280,COMP-0033,PaymentDue,REF-0280,Payment reminder for outstanding invoices - REF-0280,Sent,2024-05-06 00:00:00,2024-05-06 00:00:00
REM-0281,COMP-0033,ExpiryAlert,REF-0281,Expiry alert for batch items nearing expiry - REF-0281,Failed,2024-06-28 00:00:00,2024-06-28 00:00:00
REM-0282,COMP-0033,CustomerInactive,REF-0282,Customer inactivity alert - REF-0282,Pending,2024-05-25 00:00:00,2024-05-25 00:00:00
REM-0283,COMP-0033,CustomerInactive,REF-0283,Customer inactivity alert - REF-0283,Pending,2024-04-11 00:00:00,2024-04-11 00:00:00
REM-0284,COMP-0033,LowStock,REF-0284,Low stock alert for items below reorder level - REF-0284,Pending,2024-05-05 00:00:00,2024-05-05 00:00:00
REM-0285,COMP-0034,ExpiryAlert,REF-0285,Expiry alert for batch items nearing expiry - REF-0285,Pending,2024-05-08 00:00:00,2024-05-08 00:00:00
REM-0286,COMP-0034,ExpiryAlert,REF-0286,Expiry alert for batch items nearing expiry - REF-0286,Failed,2024-04-08 00:00:00,2024-04-08 00:00:00
REM-0287,COMP-0034,CustomerInactive,REF-0287,Customer inactivity alert - REF-0287,Pending,2024-06-10 00:00:00,2024-06-10 00:00:00
REM-0288,COMP-0034,PaymentDue,REF-0288,Payment reminder for outstanding invoices - REF-0288,Sent,2024-04-11 00:00:00,2024-04-11 00:00:00
REM-0289,COMP-0034,CustomerInactive,REF-0289,Customer inactivity alert - REF-0289,Pending,2024-04-16 00:00:00,2024-04-16 00:00:00
REM-0290,COMP-0034,LowStock,REF-0290,Low stock alert for items below reorder level - REF-0290,Sent,2024-04-02 00:00:00,2024-04-02 00:00:00
REM-0291,COMP-0034,ExpiryAlert,REF-0291,Expiry alert for batch items nearing expiry - REF-0291,Pending,2024-04-21 00:00:00,2024-04-21 00:00:00
REM-0292,COMP-0035,ExpiryAlert,REF-0292,Expiry alert for batch items nearing expiry - REF-0292,Failed,2024-06-28 00:00:00,2024-06-28 00:00:00
REM-0293,COMP-0035,LowStock,REF-0293,Low stock alert for items below reorder level - REF-0293,Sent,2024-05-08 00:00:00,2024-05-08 00:00:00
REM-0294,COMP-0035,LowStock,REF-0294,Low stock alert for items below reorder level - REF-0294,Sent,2024-05-30 00:00:00,2024-05-30 00:00:00
REM-0295,COMP-0035,CustomerInactive,REF-0295,Customer inactivity alert - REF-0295,Failed,2024-05-10 00:00:00,2024-05-10 00:00:00
REM-0296,COMP-0035,CustomerInactive,REF-0296,Customer inactivity alert - REF-0296,Failed,2024-05-25 00:00:00,2024-05-25 00:00:00
REM-0297,COMP-0036,PaymentDue,REF-0297,Payment reminder for outstanding invoices - REF-0297,Sent,2024-06-16 00:00:00,2024-06-16 00:00:00
REM-0298,COMP-0036,PaymentDue,REF-0298,Payment reminder for outstanding invoices - REF-0298,Pending,2024-06-21 00:00:00,2024-06-21 00:00:00
REM-0299,COMP-0036,PaymentDue,REF-0299,Payment reminder for outstanding invoices - REF-0299,Pending,2024-04-30 00:00:00,2024-04-30 00:00:00
REM-0300,COMP-0036,LowStock,REF-0300,Low stock alert for items below reorder level - REF-0300,Pending,2024-05-27 00:00:00,2024-05-27 00:00:00
REM-0301,COMP-0036,LowStock,REF-0301,Low stock alert for items below reorder level - REF-0301,Pending,2024-05-22 00:00:00,2024-05-22 00:00:00
REM-0302,COMP-0036,PaymentDue,REF-0302,Payment reminder for outstanding invoices - REF-0302,Pending,2024-05-30 00:00:00,2024-05-30 00:00:00
REM-0303,COMP-0036,PaymentDue,REF-0303,Payment reminder for outstanding invoices - REF-0303,Sent,2024-06-07 00:00:00,2024-06-07 00:00:00
REM-0304,COMP-0036,LowStock,REF-0304,Low stock alert for items below reorder level - REF-0304,Sent,2024-06-27 00:00:00,2024-06-27 00:00:00
REM-0305,COMP-0036,CustomerInactive,REF-0305,Customer inactivity alert - REF-0305,Pending,2024-04-12 00:00:00,2024-04-12 00:00:00
REM-0306,COMP-0037,LowStock,REF-0306,Low stock alert for items below reorder level - REF-0306,Sent,2024-04-18 00:00:00,2024-04-18 00:00:00
REM-0307,COMP-0037,ExpiryAlert,REF-0307,Expiry alert for batch items nearing expiry - REF-0307,Failed,2024-05-04 00:00:00,2024-05-04 00:00:00
REM-0308,COMP-0037,ExpiryAlert,REF-0308,Expiry alert for batch items nearing expiry - REF-0308,Sent,2024-05-19 00:00:00,2024-05-19 00:00:00
REM-0309,COMP-0037,PaymentDue,REF-0309,Payment reminder for outstanding invoices - REF-0309,Sent,2024-06-05 00:00:00,2024-06-05 00:00:00
REM-0310,COMP-0037,ExpiryAlert,REF-0310,Expiry alert for batch items nearing expiry - REF-0310,Failed,2024-05-30 00:00:00,2024-05-30 00:00:00
REM-0311,COMP-0037,CustomerInactive,REF-0311,Customer inactivity alert - REF-0311,Sent,2024-04-11 00:00:00,2024-04-11 00:00:00
REM-0312,COMP-0037,LowStock,REF-0312,Low stock alert for items below reorder level - REF-0312,Pending,2024-04-03 00:00:00,2024-04-03 00:00:00
REM-0313,COMP-0037,CustomerInactive,REF-0313,Customer inactivity alert - REF-0313,Pending,2024-05-01 00:00:00,2024-05-01 00:00:00
REM-0314,COMP-0038,ExpiryAlert,REF-0314,Expiry alert for batch items nearing expiry - REF-0314,Pending,2024-04-20 00:00:00,2024-04-20 00:00:00
REM-0315,COMP-0038,CustomerInactive,REF-0315,Customer inactivity alert - REF-0315,Pending,2024-06-27 00:00:00,2024-06-27 00:00:00
REM-0316,COMP-0038,ExpiryAlert,REF-0316,Expiry alert for batch items nearing expiry - REF-0316,Sent,2024-04-04 00:00:00,2024-04-04 00:00:00
REM-0317,COMP-0038,LowStock,REF-0317,Low stock alert for items below reorder level - REF-0317,Pending,2024-05-19 00:00:00,2024-05-19 00:00:00
REM-0318,COMP-0038,LowStock,REF-0318,Low stock alert for items below reorder level - REF-0318,Sent,2024-04-12 00:00:00,2024-04-12 00:00:00
REM-0319,COMP-0038,PaymentDue,REF-0319,Payment reminder for outstanding invoices - REF-0319,Pending,2024-04-16 00:00:00,2024-04-16 00:00:00
REM-0320,COMP-0038,PaymentDue,REF-0320,Payment reminder for outstanding invoices - REF-0320,Failed,2024-05-04 00:00:00,2024-05-04 00:00:00
REM-0321,COMP-0038,PaymentDue,REF-0321,Payment reminder for outstanding invoices - REF-0321,Failed,2024-04-09 00:00:00,2024-04-09 00:00:00
REM-0322,COMP-0039,LowStock,REF-0322,Low stock alert for items below reorder level - REF-0322,Sent,2024-06-21 00:00:00,2024-06-21 00:00:00
REM-0323,COMP-0039,PaymentDue,REF-0323,Payment reminder for outstanding invoices - REF-0323,Pending,2024-05-19 00:00:00,2024-05-19 00:00:00
REM-0324,COMP-0039,LowStock,REF-0324,Low stock alert for items below reorder level - REF-0324,Failed,2024-04-14 00:00:00,2024-04-14 00:00:00
REM-0325,COMP-0039,LowStock,REF-0325,Low stock alert for items below reorder level - REF-0325,Sent,2024-05-22 00:00:00,2024-05-22 00:00:00
REM-0326,COMP-0039,ExpiryAlert,REF-0326,Expiry alert for batch items nearing expiry - REF-0326,Sent,2024-04-05 00:00:00,2024-04-05 00:00:00
REM-0327,COMP-0040,ExpiryAlert,REF-0327,Expiry alert for batch items nearing expiry - REF-0327,Pending,2024-04-10 00:00:00,2024-04-10 00:00:00
REM-0328,COMP-0040,CustomerInactive,REF-0328,Customer inactivity alert - REF-0328,Pending,2024-04-21 00:00:00,2024-04-21 00:00:00
REM-0329,COMP-0040,LowStock,REF-0329,Low stock alert for items below reorder level - REF-0329,Failed,2024-06-23 00:00:00,2024-06-23 00:00:00
REM-0330,COMP-0040,LowStock,REF-0330,Low stock alert for items below reorder level - REF-0330,Failed,2024-05-17 00:00:00,2024-05-17 00:00:00
REM-0331,COMP-0040,LowStock,REF-0331,Low stock alert for items below reorder level - REF-0331,Pending,2024-05-04 00:00:00,2024-05-04 00:00:00
REM-0332,COMP-0040,PaymentDue,REF-0332,Payment reminder for outstanding invoices - REF-0332,Sent,2024-05-25 00:00:00,2024-05-25 00:00:00
REM-0333,COMP-0040,PaymentDue,REF-0333,Payment reminder for outstanding invoices - REF-0333,Failed,2024-05-23 00:00:00,2024-05-23 00:00:00
REM-0334,COMP-0041,ExpiryAlert,REF-0334,Expiry alert for batch items nearing expiry - REF-0334,Pending,2024-06-25 00:00:00,2024-06-25 00:00:00
REM-0335,COMP-0041,CustomerInactive,REF-0335,Customer inactivity alert - REF-0335,Failed,2024-04-19 00:00:00,2024-04-19 00:00:00
REM-0336,COMP-0041,ExpiryAlert,REF-0336,Expiry alert for batch items nearing expiry - REF-0336,Pending,2024-04-11 00:00:00,2024-04-11 00:00:00
REM-0337,COMP-0041,LowStock,REF-0337,Low stock alert for items below reorder level - REF-0337,Pending,2024-05-11 00:00:00,2024-05-11 00:00:00
REM-0338,COMP-0041,LowStock,REF-0338,Low stock alert for items below reorder level - REF-0338,Pending,2024-05-11 00:00:00,2024-05-11 00:00:00
REM-0339,COMP-0041,LowStock,REF-0339,Low stock alert for items below reorder level - REF-0339,Failed,2024-06-07 00:00:00,2024-06-07 00:00:00
REM-0340,COMP-0041,ExpiryAlert,REF-0340,Expiry alert for batch items nearing expiry - REF-0340,Sent,2024-06-22 00:00:00,2024-06-22 00:00:00
REM-0341,COMP-0041,PaymentDue,REF-0341,Payment reminder for outstanding invoices - REF-0341,Pending,2024-06-08 00:00:00,2024-06-08 00:00:00
REM-0342,COMP-0041,ExpiryAlert,REF-0342,Expiry alert for batch items nearing expiry - REF-0342,Sent,2024-06-18 00:00:00,2024-06-18 00:00:00
REM-0343,COMP-0041,LowStock,REF-0343,Low stock alert for items below reorder level - REF-0343,Sent,2024-04-24 00:00:00,2024-04-24 00:00:00
REM-0344,COMP-0042,ExpiryAlert,REF-0344,Expiry alert for batch items nearing expiry - REF-0344,Failed,2024-05-15 00:00:00,2024-05-15 00:00:00
REM-0345,COMP-0042,ExpiryAlert,REF-0345,Expiry alert for batch items nearing expiry - REF-0345,Failed,2024-04-30 00:00:00,2024-04-30 00:00:00
REM-0346,COMP-0042,LowStock,REF-0346,Low stock alert for items below reorder level - REF-0346,Failed,2024-04-08 00:00:00,2024-04-08 00:00:00
REM-0347,COMP-0042,ExpiryAlert,REF-0347,Expiry alert for batch items nearing expiry - REF-0347,Failed,2024-06-20 00:00:00,2024-06-20 00:00:00
REM-0348,COMP-0042,PaymentDue,REF-0348,Payment reminder for outstanding invoices - REF-0348,Pending,2024-04-22 00:00:00,2024-04-22 00:00:00
REM-0349,COMP-0042,CustomerInactive,REF-0349,Customer inactivity alert - REF-0349,Pending,2024-04-04 00:00:00,2024-04-04 00:00:00
REM-0350,COMP-0042,CustomerInactive,REF-0350,Customer inactivity alert - REF-0350,Failed,2024-04-06 00:00:00,2024-04-06 00:00:00
REM-0351,COMP-0042,PaymentDue,REF-0351,Payment reminder for outstanding invoices - REF-0351,Failed,2024-06-25 00:00:00,2024-06-25 00:00:00
REM-0352,COMP-0043,CustomerInactive,REF-0352,Customer inactivity alert - REF-0352,Sent,2024-06-20 00:00:00,2024-06-20 00:00:00
REM-0353,COMP-0043,ExpiryAlert,REF-0353,Expiry alert for batch items nearing expiry - REF-0353,Pending,2024-05-17 00:00:00,2024-05-17 00:00:00
REM-0354,COMP-0043,ExpiryAlert,REF-0354,Expiry alert for batch items nearing expiry - REF-0354,Sent,2024-04-17 00:00:00,2024-04-17 00:00:00
REM-0355,COMP-0043,CustomerInactive,REF-0355,Customer inactivity alert - REF-0355,Pending,2024-05-06 00:00:00,2024-05-06 00:00:00
REM-0356,COMP-0043,CustomerInactive,REF-0356,Customer inactivity alert - REF-0356,Pending,2024-06-02 00:00:00,2024-06-02 00:00:00
REM-0357,COMP-0043,ExpiryAlert,REF-0357,Expiry alert for batch items nearing expiry - REF-0357,Failed,2024-05-07 00:00:00,2024-05-07 00:00:00
REM-0358,COMP-0043,ExpiryAlert,REF-0358,Expiry alert for batch items nearing expiry - REF-0358,Failed,2024-05-20 00:00:00,2024-05-20 00:00:00
REM-0359,COMP-0043,PaymentDue,REF-0359,Payment reminder for outstanding invoices - REF-0359,Pending,2024-05-02 00:00:00,2024-05-02 00:00:00
REM-0360,COMP-0043,ExpiryAlert,REF-0360,Expiry alert for batch items nearing expiry - REF-0360,Sent,2024-05-25 00:00:00,2024-05-25 00:00:00
REM-0361,COMP-0043,CustomerInactive,REF-0361,Customer inactivity alert - REF-0361,Sent,2024-04-07 00:00:00,2024-04-07 00:00:00
REM-0362,COMP-0043,LowStock,REF-0362,Low stock alert for items below reorder level - REF-0362,Pending,2024-05-20 00:00:00,2024-05-20 00:00:00
REM-0363,COMP-0043,CustomerInactive,REF-0363,Customer inactivity alert - REF-0363,Sent,2024-05-09 00:00:00,2024-05-09 00:00:00
REM-0364,COMP-0043,CustomerInactive,REF-0364,Customer inactivity alert - REF-0364,Pending,2024-06-25 00:00:00,2024-06-25 00:00:00
REM-0365,COMP-0043,LowStock,REF-0365,Low stock alert for items below reorder level - REF-0365,Pending,2024-05-17 00:00:00,2024-05-17 00:00:00
