BatchID,CompanyID,ItemID,BatchNo,Quantity,InwardDate,MfgDate,ExpDate,Rate,Value,AgeingDays,AgeingBucket,Location,CreatedAt,UpdatedAt
BAT-0130,COMP-0026,ITM-0009_COMP-0026,BTH-2024-0130,10,2024-04-12,2024-01-01,2025-12-31,1050,10500,19,0-30,Warehouse-B,2024-04-12 00:00:00,2024-05-01 08:00:00
BAT-0131,COMP-0027,ITM-0003_COMP-0027,BTH-2024-0131,29,2024-03-26,2024-01-01,2025-12-31,29399,852571,36,31-60,Warehouse-B,2024-03-26 00:00:00,2024-05-01 08:00:00
BAT-0132,COMP-0027,ITM-0004_COMP-0027,BTH-2024-0132,15,2024-04-18,2024-01-01,2025-12-31,84000,1260000,13,0-30,Warehouse-B,2024-04-18 00:00:00,2024-05-01 08:00:00
BAT-0133,COMP-0027,ITM-0005_COMP-0027,BTH-2024-0133,13,2024-03-29,2024-01-01,2025-12-31,38500,500500,33,31-60,Warehouse-B,2024-03-29 00:00:00,2024-05-01 08:00:00
BAT-0134,COMP-0027,ITM-0006_COMP-0027,BTH-2024-0134,25,2024-04-10,2024-01-01,2025-12-31,2450,61250,21,0-30,Warehouse-C,2024-04-10 00:00:00,2024-05-01 08:00:00
BAT-0135,COMP-0027,ITM-0009_COMP-0027,BTH-2024-0135,17,2024-03-18,2024-01-01,2025-12-31,1050,17850,44,31-60,Warehouse-A,2024-03-18 00:00:00,2024-05-01 08:00:00
BAT-0136,COMP-0028,ITM-0003_COMP-0028,BTH-2024-0136,30,2024-03-07,2024-01-01,2025-12-31,29399,881970,55,31-60,Warehouse-A,2024-03-07 00:00:00,2024-05-01 08:00:00
BAT-0137,COMP-0028,ITM-0004_COMP-0028,BTH-2024-0137,27,2024-04-19,2024-01-01,2025-12-31,84000,2268000,12,0-30,Warehouse-C,2024-04-19 00:00:00,2024-05-01 08:00:00
BAT-0138,COMP-0028,ITM-0005_COMP-0028,BTH-2024-0138,26,2024-04-04,2024-01-01,2025-12-31,38500,1001000,27,0-30,Warehouse-A,2024-04-04 00:00:00,2024-05-01 08:00:00
BAT-0139,COMP-0028,ITM-0006_COMP-0028,BTH-2024-0139,29,2024-04-24,2024-01-01,2025-12-31,2450,71050,7,0-30,Warehouse-C,2024-04-24 00:00:00,2024-05-01 08:00:00
BAT-0140,COMP-0028,ITM-0009_COMP-0028,BTH-2024-0140,27,2024-04-27,2024-01-01,2025-12-31,1050,28350,4,0-30,Warehouse-B,2024-04-27 00:00:00,2024-05-01 08:00:00
BAT-0141,COMP-0029,ITM-0003_COMP-0029,BTH-2024-0141,22,2024-03-14,2024-01-01,2025-12-31,29399,646778,48,31-60,Warehouse-A,2024-03-14 00:00:00,2024-05-01 08:00:00
BAT-0142,COMP-0029,ITM-0004_COMP-0029,BTH-2024-0142,25,2024-04-22,2024-01-01,2025-12-31,84000,2100000,9,0-30,Warehouse-B,2024-04-22 00:00:00,2024-05-01 08:00:00
BAT-0143,COMP-0029,ITM-0005_COMP-0029,BTH-2024-0143,22,2024-04-11,2024-01-01,2025-12-31,38500,847000,20,0-30,Warehouse-B,2024-04-11 00:00:00,2024-05-01 08:00:00
BAT-0144,COMP-0029,ITM-0006_COMP-0029,BTH-2024-0144,27,2024-03-07,2024-01-01,2025-12-31,2450,66150,55,31-60,Warehouse-C,2024-03-07 00:00:00,2024-05-01 08:00:00
BAT-0145,COMP-0029,ITM-0009_COMP-0029,BTH-2024-0145,11,2024-04-07,2024-01-01,2025-12-31,1050,11550,24,0-30,Warehouse-A,2024-04-07 00:00:00,2024-05-01 08:00:00
BAT-0146,COMP-0030,ITM-0003_COMP-0030,BTH-2024-0146,7,2024-04-30,2024-01-01,2025-12-31,29399,205793,1,0-30,Warehouse-A,2024-04-30 00:00:00,2024-05-01 08:00:00
BAT-0147,COMP-0030,ITM-0004_COMP-0030,BTH-2024-0147,26,2024-03-17,2024-01-01,2025-12-31,84000,2184000,45,31-60,Warehouse-C,2024-03-17 00:00:00,2024-05-01 08:00:00
BAT-0148,COMP-0030,ITM-0005_COMP-0030,BTH-2024-0148,12,2024-04-03,2024-01-01,2025-12-31,38500,462000,28,0-30,Warehouse-A,2024-04-03 00:00:00,2024-05-01 08:00:00
BAT-0149,COMP-0030,ITM-0006_COMP-0030,BTH-2024-0149,12,2024-03-13,2024-01-01,2025-12-31,2450,29400,49,31-60,Warehouse-A,2024-03-13 00:00:00,2024-05-01 08:00:00
BAT-0150,COMP-0030,ITM-0009_COMP-0030,BTH-2024-0150,13,2024-03-21,2024-01-01,2025-12-31,1050,13650,41,31-60,Warehouse-B,2024-03-21 00:00:00,2024-05-01 08:00:00
BAT-0151,COMP-0031,ITM-0003_COMP-0031,BTH-2024-0151,5,2024-03-13,2024-01-01,2025-12-31,29399,146995,49,31-60,Warehouse-C,2024-03-13 00:00:00,2024-05-01 08:00:00
BAT-0152,COMP-0031,ITM-0004_COMP-0031,BTH-2024-0152,20,2024-04-02,2024-01-01,2025-12-31,84000,1680000,29,0-30,Warehouse-C,2024-04-02 00:00:00,2024-05-01 08:00:00
BAT-0153,COMP-0031,ITM-0005_COMP-0031,BTH-2024-0153,29,2024-04-26,2024-01-01,2025-12-31,38500,1116500,5,0-30,Warehouse-B,2024-04-26 00:00:00,2024-05-01 08:00:00
BAT-0154,COMP-0031,ITM-0006_COMP-0031,BTH-2024-0154,14,2024-03-26,2024-01-01,2025-12-31,2450,34300,36,31-60,Warehouse-C,2024-03-26 00:00:00,2024-05-01 08:00:00
BAT-0155,COMP-0031,ITM-0009_COMP-0031,BTH-2024-0155,20,2024-03-30,2024-01-01,2025-12-31,1050,21000,32,31-60,Warehouse-B,2024-03-30 00:00:00,2024-05-01 08:00:00
BAT-0156,COMP-0032,ITM-0003_COMP-0032,BTH-2024-0156,16,2024-04-08,2024-01-01,2025-12-31,29399,470384,23,0-30,Warehouse-C,2024-04-08 00:00:00,2024-05-01 08:00:00
BAT-0157,COMP-0032,ITM-0004_COMP-0032,BTH-2024-0157,20,2024-03-01,2024-01-01,2025-12-31,84000,1680000,61,31-60,Warehouse-A,2024-03-01 00:00:00,2024-05-01 08:00:00
BAT-0158,COMP-0032,ITM-0005_COMP-0032,BTH-2024-0158,25,2024-03-27,2024-01-01,2025-12-31,38500,962500,35,31-60,Warehouse-B,2024-03-27 00:00:00,2024-05-01 08:00:00
BAT-0159,COMP-0032,ITM-0006_COMP-0032,BTH-2024-0159,27,2024-03-31,2024-01-01,2025-12-31,2450,66150,31,31-60,Warehouse-C,2024-03-31 00:00:00,2024-05-01 08:00:00
BAT-0160,COMP-0032,ITM-0009_COMP-0032,BTH-2024-0160,7,2024-04-23,2024-01-01,2025-12-31,1050,7350,8,0-30,Warehouse-C,2024-04-23 00:00:00,2024-05-01 08:00:00
BAT-0161,COMP-0033,ITM-0003_COMP-0033,BTH-2024-0161,14,2024-04-12,2024-01-01,2025-12-31,29399,411586,19,0-30,Warehouse-C,2024-04-12 00:00:00,2024-05-01 08:00:00
BAT-0162,COMP-0033,ITM-0004_COMP-0033,BTH-2024-0162,21,2024-03-07,2024-01-01,2025-12-31,84000,1764000,55,31-60,Warehouse-B,2024-03-07 00:00:00,2024-05-01 08:00:00
BAT-0163,COMP-0033,ITM-0005_COMP-0033,BTH-2024-0163,23,2024-03-25,2024-01-01,2025-12-31,38500,885500,37,31-60,Warehouse-A,2024-03-25 00:00:00,2024-05-01 08:00:00
BAT-0164,COMP-0033,ITM-0006_COMP-0033,BTH-2024-0164,6,2024-03-15,2024-01-01,2025-12-31,2450,14700,47,31-60,Warehouse-B,2024-03-15 00:00:00,2024-05-01 08:00:00
BAT-0165,COMP-0033,ITM-0009_COMP-0033,BTH-2024-0165,26,2024-03-15,2024-01-01,2025-12-31,1050,27300,47,31-60,Warehouse-C,2024-03-15 00:00:00,2024-05-01 08:00:00
BAT-0166,COMP-0034,ITM-0003_COMP-0034,BTH-2024-0166,24,2024-04-07,2024-01-01,2025-12-31,29399,705576,24,0-30,Warehouse-A,2024-04-07 00:00:00,2024-05-01 08:00:00
BAT-0167,COMP-0034,ITM-0004_COMP-0034,BTH-2024-0167,17,2024-03-06,2024-01-01,2025-12-31,84000,1428000,56,31-60,Warehouse-A,2024-03-06 00:00:00,2024-05-01 08:00:00
BAT-0168,COMP-0034,ITM-0005_COMP-0034,BTH-2024-0168,15,2024-03-03,2024-01-01,2025-12-31,38500,577500,59,31-60,Warehouse-B,2024-03-03 00:00:00,2024-05-01 08:00:00
BAT-0169,COMP-0034,ITM-0006_COMP-0034,BTH-2024-0169,26,2024-04-15,2024-01-01,2025-12-31,2450,63700,16,0-30,Warehouse-B,2024-04-15 00:00:00,2024-05-01 08:00:00
BAT-0170,COMP-0034,ITM-0009_COMP-0034,BTH-2024-0170,12,2024-04-18,2024-01-01,2025-12-31,1050,12600,13,0-30,Warehouse-C,2024-04-18 00:00:00,2024-05-01 08:00:00
BAT-0171,COMP-0035,ITM-0003_COMP-0035,BTH-2024-0171,15,2024-03-09,2024-01-01,2025-12-31,29399,440985,53,31-60,Warehouse-C,2024-03-09 00:00:00,2024-05-01 08:00:00
BAT-0172,COMP-0035,ITM-0004_COMP-0035,BTH-2024-0172,26,2024-04-22,2024-01-01,2025-12-31,84000,2184000,9,0-30,Warehouse-C,2024-04-22 00:00:00,2024-05-01 08:00:00
BAT-0173,COMP-0035,ITM-0005_COMP-0035,BTH-2024-0173,27,2024-03-08,2024-01-01,2025-12-31,38500,1039500,54,31-60,Warehouse-A,2024-03-08 00:00:00,2024-05-01 08:00:00
BAT-0174,COMP-0035,ITM-0006_COMP-0035,BTH-2024-0174,19,2024-04-08,2024-01-01,2025-12-31,2450,46550,23,0-30,Warehouse-A,2024-04-08 00:00:00,2024-05-01 08:00:00
BAT-0175,COMP-0035,ITM-0009_COMP-0035,BTH-2024-0175,6,2024-04-13,2024-01-01,2025-12-31,1050,6300,18,0-30,Warehouse-A,2024-04-13 00:00:00,2024-05-01 08:00:00
BAT-0176,COMP-0036,ITM-0003_COMP-0036,BTH-2024-0176,17,2024-04-07,2024-01-01,2025-12-31,29399,499783,24,0-30,Warehouse-B,2024-04-07 00:00:00,2024-05-01 08:00:00
BAT-0177,COMP-0036,ITM-0004_COMP-0036,BTH-2024-0177,5,2024-03-30,2024-01-01,2025-12-31,84000,420000,32,31-60,Warehouse-B,2024-03-30 00:00:00,2024-05-01 08:00:00
BAT-0178,COMP-0036,ITM-0005_COMP-0036,BTH-2024-0178,13,2024-03-30,2024-01-01,2025-12-31,38500,500500,32,31-60,Warehouse-C,2024-03-30 00:00:00,2024-05-01 08:00:00
BAT-0179,COMP-0036,ITM-0006_COMP-0036,BTH-2024-0179,8,2024-03-12,2024-01-01,2025-12-31,2450,19600,50,31-60,Warehouse-C,2024-03-12 00:00:00,2024-05-01 08:00:00
BAT-0180,COMP-0036,ITM-0009_COMP-0036,BTH-2024-0180,12,2024-03-22,2024-01-01,2025-12-31,1050,12600,40,31-60,Warehouse-B,2024-03-22 00:00:00,2024-05-01 08:00:00
BAT-0181,COMP-0037,ITM-0003_COMP-0037,BTH-2024-0181,8,2024-03-12,2024-01-01,2025-12-31,29399,235192,50,31-60,Warehouse-C,2024-03-12 00:00:00,2024-05-01 08:00:00
BAT-0182,COMP-0037,ITM-0004_COMP-0037,BTH-2024-0182,23,2024-03-28,2024-01-01,2025-12-31,84000,1932000,34,31-60,Warehouse-B,2024-03-28 00:00:00,2024-05-01 08:00:00
BAT-0183,COMP-0037,ITM-0005_COMP-0037,BTH-2024-0183,29,2024-04-17,2024-01-01,2025-12-31,38500,1116500,14,0-30,Warehouse-B,2024-04-17 00:00:00,2024-05-01 08:00:00
BAT-0184,COMP-0037,ITM-0006_COMP-0037,BTH-2024-0184,22,2024-03-02,2024-01-01,2025-12-31,2450,53900,60,31-60,Warehouse-B,2024-03-02 00:00:00,2024-05-01 08:00:00
BAT-0185,COMP-0037,ITM-0009_COMP-0037,BTH-2024-0185,21,2024-04-15,2024-01-01,2025-12-31,1050,22050,16,0-30,Warehouse-A,2024-04-15 00:00:00,2024-05-01 08:00:00
BAT-0186,COMP-0038,ITM-0003_COMP-0038,BTH-2024-0186,29,2024-03-15,2024-01-01,2025-12-31,29399,852571,47,31-60,Warehouse-A,2024-03-15 00:00:00,2024-05-01 08:00:00
BAT-0187,COMP-0038,ITM-0004_COMP-0038,BTH-2024-0187,14,2024-04-02,2024-01-01,2025-12-31,84000,1176000,29,0-30,Warehouse-A,2024-04-02 00:00:00,2024-05-01 08:00:00
BAT-0188,COMP-0038,ITM-0005_COMP-0038,BTH-2024-0188,26,2024-03-13,2024-01-01,2025-12-31,38500,1001000,49,31-60,Warehouse-B,2024-03-13 00:00:00,2024-05-01 08:00:00
BAT-0189,COMP-0038,ITM-0006_COMP-0038,BTH-2024-0189,24,2024-04-23,2024-01-01,2025-12-31,2450,58800,8,0-30,Warehouse-A,2024-04-23 00:00:00,2024-05-01 08:00:00
BAT-0190,COMP-0038,ITM-0009_COMP-0038,BTH-2024-0190,7,2024-04-10,2024-01-01,2025-12-31,1050,7350,21,0-30,Warehouse-B,2024-04-10 00:00:00,2024-05-01 08:00:00
BAT-0191,COMP-0039,ITM-0003_COMP-0039,BTH-2024-0191,11,2024-04-06,2024-01-01,2025-12-31,29399,323389,25,0-30,Warehouse-C,2024-04-06 00:00:00,2024-05-01 08:00:00
BAT-0192,COMP-0039,ITM-0004_COMP-0039,BTH-2024-0192,27,2024-04-19,2024-01-01,2025-12-31,84000,2268000,12,0-30,Warehouse-C,2024-04-19 00:00:00,2024-05-01 08:00:00
BAT-0193,COMP-0039,ITM-0005_COMP-0039,BTH-2024-0193,16,2024-04-15,2024-01-01,2025-12-31,38500,616000,16,0-30,Warehouse-B,2024-04-15 00:00:00,2024-05-01 08:00:00
BAT-0194,COMP-0039,ITM-0006_COMP-0039,BTH-2024-0194,5,2024-03-08,2024-01-01,2025-12-31,2450,12250,54,31-60,Warehouse-A,2024-03-08 00:00:00,2024-05-01 08:00:00
BAT-0195,COMP-0039,ITM-0009_COMP-0039,BTH-2024-0195,10,2024-04-26,2024-01-01,2025-12-31,1050,10500,5,0-30,Warehouse-A,2024-04-26 00:00:00,2024-05-01 08:00:00
BAT-0196,COMP-0040,ITM-0003_COMP-0040,BTH-2024-0196,21,2024-03-24,2024-01-01,2025-12-31,29399,617379,38,31-60,Warehouse-C,2024-03-24 00:00:00,2024-05-01 08:00:00
BAT-0197,COMP-0040,ITM-0004_COMP-0040,BTH-2024-0197,25,2024-04-30,2024-01-01,2025-12-31,84000,2100000,1,0-30,Warehouse-B,2024-04-30 00:00:00,2024-05-01 08:00:00
BAT-0198,COMP-0040,ITM-0005_COMP-0040,BTH-2024-0198,27,2024-04-07,2024-01-01,2025-12-31,38500,1039500,24,0-30,Warehouse-C,2024-04-07 00:00:00,2024-05-01 08:00:00
BAT-0199,COMP-0040,ITM-0006_COMP-0040,BTH-2024-0199,23,2024-03-31,2024-01-01,2025-12-31,2450,56350,31,31-60,Warehouse-B,2024-03-31 00:00:00,2024-05-01 08:00:00
BAT-0200,COMP-0040,ITM-0009_COMP-0040,BTH-2024-0200,5,2024-04-07,2024-01-01,2025-12-31,1050,5250,24,0-30,Warehouse-C,2024-04-07 00:00:00,2024-05-01 08:00:00
BAT-0201,COMP-0041,ITM-0003_COMP-0041,BTH-2024-0201,18,2024-03-23,2024-01-01,2025-12-31,29399,529182,39,31-60,Warehouse-A,2024-03-23 00:00:00,2024-05-01 08:00:00
BAT-0202,COMP-0041,ITM-0004_COMP-0041,BTH-2024-0202,19,2024-04-02,2024-01-01,2025-12-31,84000,1596000,29,0-30,Warehouse-A,2024-04-02 00:00:00,2024-05-01 08:00:00
BAT-0203,COMP-0041,ITM-0005_COMP-0041,BTH-2024-0203,6,2024-04-28,2024-01-01,2025-12-31,38500,231000,3,0-30,Warehouse-B,2024-04-28 00:00:00,2024-05-01 08:00:00
BAT-0204,COMP-0041,ITM-0006_COMP-0041,BTH-2024-0204,23,2024-04-27,2024-01-01,2025-12-31,2450,56350,4,0-30,Warehouse-C,2024-04-27 00:00:00,2024-05-01 08:00:00
BAT-0205,COMP-0041,ITM-0009_COMP-0041,BTH-2024-0205,7,2024-03-20,2024-01-01,2025-12-31,1050,7350,42,31-60,Warehouse-A,2024-03-20 00:00:00,2024-05-01 08:00:00
BAT-0206,COMP-0042,ITM-0003_COMP-0042,BTH-2024-0206,23,2024-04-05,2024-01-01,2025-12-31,29399,676177,26,0-30,Warehouse-C,2024-04-05 00:00:00,2024-05-01 08:00:00
BAT-0207,COMP-0042,ITM-0004_COMP-0042,BTH-2024-0207,11,2024-03-21,2024-01-01,2025-12-31,84000,924000,41,31-60,Warehouse-C,2024-03-21 00:00:00,2024-05-01 08:00:00
BAT-0208,COMP-0042,ITM-0005_COMP-0042,BTH-2024-0208,19,2024-03-16,2024-01-01,2025-12-31,38500,731500,46,31-60,Warehouse-A,2024-03-16 00:00:00,2024-05-01 08:00:00
BAT-0209,COMP-0042,ITM-0006_COMP-0042,BTH-2024-0209,22,2024-03-25,2024-01-01,2025-12-31,2450,53900,37,31-60,Warehouse-B,2024-03-25 00:00:00,2024-05-01 08:00:00
BAT-0210,COMP-0042,ITM-0009_COMP-0042,BTH-2024-0210,8,2024-03-17,2024-01-01,2025-12-31,1050,8400,45,31-60,Warehouse-A,2024-03-17 00:00:00,2024-05-01 08:00:00
BAT-0211,COMP-0043,ITM-0003_COMP-0043,BTH-2024-0211,14,2024-03-15,2024-01-01,2025-12-31,29399,411586,47,31-60,Warehouse-C,2024-03-15 00:00:00,2024-05-01 08:00:00
BAT-0212,COMP-0043,ITM-0004_COMP-0043,BTH-2024-0212,25,2024-03-21,2024-01-01,2025-12-31,84000,2100000,41,31-60,Warehouse-C,2024-03-21 00:00:00,2024-05-01 08:00:00
BAT-0213,COMP-0043,ITM-0005_COMP-0043,BTH-2024-0213,27,2024-04-23,2024-01-01,2025-12-31,38500,1039500,8,0-30,Warehouse-C,2024-04-23 00:00:00,2024-05-01 08:00:00
BAT-0214,COMP-0043,ITM-0006_COMP-0043,BTH-2024-0214,23,2024-04-29,2024-01-01,2025-12-31,2450,56350,2,0-30,Warehouse-A,2024-04-29 00:00:00,2024-05-01 08:00:00
BAT-0215,COMP-0043,ITM-0009_COMP-0043,BTH-2024-0215,27,2024-04-21,2024-01-01,2025-12-31,1050,28350,10,0-30,Warehouse-B,2024-04-21 00:00:00,2024-05-01 08:00:00
BAT-0216,COMP-0044,ITM-0003_COMP-0044,BTH-2024-0216,18,2024-04-20,2024-01-01,2025-12-31,29399,529182,11,0-30,Warehouse-A,2024-04-20 00:00:00,2024-05-01 08:00:00
BAT-0217,COMP-0044,ITM-0004_COMP-0044,BTH-2024-0217,28,2024-04-17,2024-01-01,2025-12-31,84000,2352000,14,0-30,Warehouse-C,2024-04-17 00:00:00,2024-05-01 08:00:00
BAT-0218,COMP-0044,ITM-0005_COMP-0044,BTH-2024-0218,19,2024-04-16,2024-01-01,2025-12-31,38500,731500,15,0-30,Warehouse-C,2024-04-16 00:00:00,2024-05-01 08:00:00
BAT-0219,COMP-0044,ITM-0006_COMP-0044,BTH-2024-0219,29,2024-03-22,2024-01-01,2025-12-31,2450,71050,40,31-60,Warehouse-C,2024-03-22 00:00:00,2024-05-01 08:00:00
BAT-0220,COMP-0044,ITM-0009_COMP-0044,BTH-2024-0220,13,2024-04-01,2024-01-01,2025-12-31,1050,13650,30,0-30,Warehouse-A,2024-04-01 00:00:00,2024-05-01 08:00:00
BAT-0221,COMP-0045,ITM-0003_COMP-0045,BTH-2024-0221,8,2024-04-23,2024-01-01,2025-12-31,29399,235192,8,0-30,Warehouse-A,2024-04-23 00:00:00,2024-05-01 08:00:00
BAT-0222,COMP-0045,ITM-0004_COMP-0045,BTH-2024-0222,7,2024-04-04,2024-01-01,2025-12-31,84000,588000,27,0-30,Warehouse-A,2024-04-04 00:00:00,2024-05-01 08:00:00
BAT-0223,COMP-0045,ITM-0005_COMP-0045,BTH-2024-0223,17,2024-03-23,2024-01-01,2025-12-31,38500,654500,39,31-60,Warehouse-A,2024-03-23 00:00:00,2024-05-01 08:00:00
BAT-0224,COMP-0045,ITM-0006_COMP-0045,BTH-2024-0224,15,2024-03-02,2024-01-01,2025-12-31,2450,36750,60,31-60,Warehouse-B,2024-03-02 00:00:00,2024-05-01 08:00:00
BAT-0225,COMP-0045,ITM-0009_COMP-0045,BTH-2024-0225,14,2024-04-24,2024-01-01,2025-12-31,1050,14700,7,0-30,Warehouse-A,2024-04-24 00:00:00,2024-05-01 08:00:00
BAT-0226,COMP-0046,ITM-0003_COMP-0046,BTH-2024-0226,8,2024-04-23,2024-01-01,2025-12-31,29399,235192,8,0-30,Warehouse-B,2024-04-23 00:00:00,2024-05-01 08:00:00
BAT-0227,COMP-0046,ITM-0004_COMP-0046,BTH-2024-0227,8,2024-03-07,2024-01-01,2025-12-31,84000,672000,55,31-60,Warehouse-B,2024-03-07 00:00:00,2024-05-01 08:00:00
BAT-0228,COMP-0046,ITM-0005_COMP-0046,BTH-2024-0228,20,2024-03-04,2024-01-01,2025-12-31,38500,770000,58,31-60,Warehouse-A,2024-03-04 00:00:00,2024-05-01 08:00:00
BAT-0229,COMP-0046,ITM-0006_COMP-0046,BTH-2024-0229,20,2024-04-06,2024-01-01,2025-12-31,2450,49000,25,0-30,Warehouse-C,2024-04-06 00:00:00,2024-05-01 08:00:00
BAT-0230,COMP-0046,ITM-0009_COMP-0046,BTH-2024-0230,14,2024-03-26,2024-01-01,2025-12-31,1050,14700,36,31-60,Warehouse-B,2024-03-26 00:00:00,2024-05-01 08:00:00
BAT-0231,COMP-0047,ITM-0003_COMP-0047,BTH-2024-0231,23,2024-04-02,2024-01-01,2025-12-31,29399,676177,29,0-30,Warehouse-A,2024-04-02 00:00:00,2024-05-01 08:00:00
BAT-0232,COMP-0047,ITM-0004_COMP-0047,BTH-2024-0232,19,2024-04-20,2024-01-01,2025-12-31,84000,1596000,11,0-30,Warehouse-C,2024-04-20 00:00:00,2024-05-01 08:00:00
BAT-0233,COMP-0047,ITM-0005_COMP-0047,BTH-2024-0233,10,2024-03-10,2024-01-01,2025-12-31,38500,385000,52,31-60,Warehouse-A,2024-03-10 00:00:00,2024-05-01 08:00:00
BAT-0234,COMP-0047,ITM-0006_COMP-0047,BTH-2024-0234,26,2024-03-25,2024-01-01,2025-12-31,2450,63700,37,31-60,Warehouse-B,2024-03-25 00:00:00,2024-05-01 08:00:00
BAT-0235,COMP-0047,ITM-0009_COMP-0047,BTH-2024-0235,11,2024-04-06,2024-01-01,2025-12-31,1050,11550,25,0-30,Warehouse-C,2024-04-06 00:00:00,2024-05-01 08:00:00
BAT-0236,COMP-0048,ITM-0003_COMP-0048,BTH-2024-0236,16,2024-04-03,2024-01-01,2025-12-31,29399,470384,28,0-30,Warehouse-A,2024-04-03 00:00:00,2024-05-01 08:00:00
BAT-0237,COMP-0048,ITM-0004_COMP-0048,BTH-2024-0237,18,2024-04-17,2024-01-01,2025-12-31,84000,1512000,14,0-30,Warehouse-A,2024-04-17 00:00:00,2024-05-01 08:00:00
BAT-0238,COMP-0048,ITM-0005_COMP-0048,BTH-2024-0238,18,2024-03-01,2024-01-01,2025-12-31,38500,693000,61,31-60,Warehouse-B,2024-03-01 00:00:00,2024-05-01 08:00:00
BAT-0239,COMP-0048,ITM-0006_COMP-0048,BTH-2024-0239,28,2024-03-25,2024-01-01,2025-12-31,2450,68600,37,31-60,Warehouse-A,2024-03-25 00:00:00,2024-05-01 08:00:00
BAT-0240,COMP-0048,ITM-0009_COMP-0048,BTH-2024-0240,28,2024-04-07,2024-01-01,2025-12-31,1050,29400,24,0-30,Warehouse-C,2024-04-07 00:00:00,2024-05-01 08:00:00
BAT-0241,COMP-0049,ITM-0003_COMP-0049,BTH-2024-0241,24,2024-03-03,2024-01-01,2025-12-31,29399,705576,59,31-60,Warehouse-B,2024-03-03 00:00:00,2024-05-01 08:00:00
BAT-0242,COMP-0049,ITM-0004_COMP-0049,BTH-2024-0242,19,2024-04-19,2024-01-01,2025-12-31,84000,1596000,12,0-30,Warehouse-A,2024-04-19 00:00:00,2024-05-01 08:00:00
BAT-0243,COMP-0049,ITM-0005_COMP-0049,BTH-2024-0243,19,2024-04-26,2024-01-01,2025-12-31,38500,731500,5,0-30,Warehouse-B,2024-04-26 00:00:00,2024-05-01 08:00:00
BAT-0244,COMP-0049,ITM-0006_COMP-0049,BTH-2024-0244,19,2024-04-26,2024-01-01,2025-12-31,2450,46550,5,0-30,Warehouse-C,2024-04-26 00:00:00,2024-05-01 08:00:00
BAT-0245,COMP-0049,ITM-0009_COMP-0049,BTH-2024-0245,24,2024-03-29,2024-01-01,2025-12-31,1050,25200,33,31-60,Warehouse-B,2024-03-29 00:00:00,2024-05-01 08:00:00
BAT-0246,COMP-0050,ITM-0003_COMP-0050,BTH-2024-0246,23,2024-03-30,2024-01-01,2025-12-31,29399,676177,32,31-60,Warehouse-A,2024-03-30 00:00:00,2024-05-01 08:00:00
BAT-0247,COMP-0050,ITM-0004_COMP-0050,BTH-2024-0247,28,2024-03-12,2024-01-01,2025-12-31,84000,2352000,50,31-60,Warehouse-A,2024-03-12 00:00:00,2024-05-01 08:00:00
BAT-0248,COMP-0050,ITM-0005_COMP-0050,BTH-2024-0248,29,2024-04-21,2024-01-01,2025-12-31,38500,1116500,10,0-30,Warehouse-B,2024-04-21 00:00:00,2024-05-01 08:00:00
BAT-0249,COMP-0050,ITM-0006_COMP-0050,BTH-2024-0249,19,2024-04-29,2024-01-01,2025-12-31,2450,46550,2,0-30,Warehouse-A,2024-04-29 00:00:00,2024-05-01 08:00:00
BAT-0250,COMP-0050,ITM-0009_COMP-0050,BTH-2024-0250,26,2024-03-05,2024-01-01,2025-12-31,1050,27300,57,31-60,Warehouse-A,2024-03-05 00:00:00,2024-05-01 08:00:00
