ItemID,CompanyID,ItemName,CategoryID,Unit,OpeningStock,SaleRate,PurchaseRate,MRP,MinStockLevel,MaxStockLevel,ReorderLevel,Location,HSN,GST,IsActive,CreatedDate,LastModifiedDate
ITM-0002_COMP-0018,COMP-0018,Samsung S24,CAT-001,Pcs,68,55000,38500,60500,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0003_COMP-0018,COMP-0018,OnePlus 12,CAT-001,Pcs,76,42000,29399,46200,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0004_COMP-0018,COMP-0018,Dell XPS 15,CAT-001,Pcs,77,120000,84000,132000,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0005_COMP-0018,COMP-0018,HP Pavilion,CAT-001,Pcs,65,55000,38500,60500,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0006_COMP-0018,COMP-0018,Cotton Silk Saree,CAT-001,Pcs,27,3500,2450,3850,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0007_COMP-0018,COMP-0018,Pure Silk Saree,CAT-001,Pcs,72,10000,7000,11000,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0008_COMP-0018,COMP-0018,Cotton Shirt,CAT-001,Pcs,34,900,630,990,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0009_COMP-0018,COMP-0018,Jeans Pant,CAT-001,Pcs,61,1500,1050,1650,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0001_COMP-0019,COMP-0019,iPhone 15,CAT-001,Pcs,98,65000,45500,71500,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0002_COMP-0019,COMP-0019,Samsung S24,CAT-001,Pcs,32,55000,38500,60500,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0003_COMP-0019,COMP-0019,OnePlus 12,CAT-001,Pcs,26,42000,29399,46200,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0004_COMP-0019,COMP-0019,Dell XPS 15,CAT-001,Pcs,59,120000,84000,132000,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0005_COMP-0019,COMP-0019,HP Pavilion,CAT-001,Pcs,86,55000,38500,60500,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0006_COMP-0019,COMP-0019,Cotton Silk Saree,CAT-001,Pcs,51,3500,2450,3850,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0007_COMP-0019,COMP-0019,Pure Silk Saree,CAT-001,Pcs,59,10000,7000,11000,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0008_COMP-0019,COMP-0019,Cotton Shirt,CAT-001,Pcs,87,900,630,990,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0009_COMP-0019,COMP-0019,Jeans Pant,CAT-001,Pcs,41,1500,1050,1650,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0001_COMP-0020,COMP-0020,iPhone 15,CAT-001,Pcs,95,65000,45500,71500,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0002_COMP-0020,COMP-0020,Samsung S24,CAT-001,Pcs,16,55000,38500,60500,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0003_COMP-0020,COMP-0020,OnePlus 12,CAT-001,Pcs,69,42000,29399,46200,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0004_COMP-0020,COMP-0020,Dell XPS 15,CAT-001,Pcs,80,120000,84000,132000,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0005_COMP-0020,COMP-0020,HP Pavilion,CAT-001,Pcs,47,55000,38500,60500,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0006_COMP-0020,COMP-0020,Cotton Silk Saree,CAT-001,Pcs,18,3500,2450,3850,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0007_COMP-0020,COMP-0020,Pure Silk Saree,CAT-001,Pcs,22,10000,7000,11000,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0008_COMP-0020,COMP-0020,Cotton Shirt,CAT-001,Pcs,84,900,630,990,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0009_COMP-0020,COMP-0020,Jeans Pant,CAT-001,Pcs,52,1500,1050,1650,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0001_COMP-0021,COMP-0021,iPhone 15,CAT-001,Pcs,79,65000,45500,71500,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0002_COMP-0021,COMP-0021,Samsung S24,CAT-001,Pcs,96,55000,38500,60500,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0003_COMP-0021,COMP-0021,OnePlus 12,CAT-001,Pcs,65,42000,29399,46200,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0004_COMP-0021,COMP-0021,Dell XPS 15,CAT-001,Pcs,63,120000,84000,132000,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0005_COMP-0021,COMP-0021,HP Pavilion,CAT-001,Pcs,15,55000,38500,60500,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0006_COMP-0021,COMP-0021,Cotton Silk Saree,CAT-001,Pcs,77,3500,2450,3850,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0007_COMP-0021,COMP-0021,Pure Silk Saree,CAT-001,Pcs,39,10000,7000,11000,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0008_COMP-0021,COMP-0021,Cotton Shirt,CAT-001,Pcs,58,900,630,990,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0009_COMP-0021,COMP-0021,Jeans Pant,CAT-001,Pcs,85,1500,1050,1650,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0001_COMP-0022,COMP-0022,iPhone 15,CAT-001,Pcs,97,65000,45500,71500,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0002_COMP-0022,COMP-0022,Samsung S24,CAT-001,Pcs,73,55000,38500,60500,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0003_COMP-0022,COMP-0022,OnePlus 12,CAT-001,Pcs,35,42000,29399,46200,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0004_COMP-0022,COMP-0022,Dell XPS 15,CAT-001,Pcs,40,120000,84000,132000,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0005_COMP-0022,COMP-0022,HP Pavilion,CAT-001,Pcs,36,55000,38500,60500,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0006_COMP-0022,COMP-0022,Cotton Silk Saree,CAT-001,Pcs,35,3500,2450,3850,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0007_COMP-0022,COMP-0022,Pure Silk Saree,CAT-001,Pcs,89,10000,7000,11000,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0008_COMP-0022,COMP-0022,Cotton Shirt,CAT-001,Pcs,29,900,630,990,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0009_COMP-0022,COMP-0022,Jeans Pant,CAT-001,Pcs,25,1500,1050,1650,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0001_COMP-0023,COMP-0023,iPhone 15,CAT-001,Pcs,44,65000,45500,71500,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0002_COMP-0023,COMP-0023,Samsung S24,CAT-001,Pcs,89,55000,38500,60500,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0003_COMP-0023,COMP-0023,OnePlus 12,CAT-001,Pcs,34,42000,29399,46200,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0004_COMP-0023,COMP-0023,Dell XPS 15,CAT-001,Pcs,12,120000,84000,132000,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0005_COMP-0023,COMP-0023,HP Pavilion,CAT-001,Pcs,16,55000,38500,60500,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0006_COMP-0023,COMP-0023,Cotton Silk Saree,CAT-001,Pcs,12,3500,2450,3850,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0007_COMP-0023,COMP-0023,Pure Silk Saree,CAT-001,Pcs,23,10000,7000,11000,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0008_COMP-0023,COMP-0023,Cotton Shirt,CAT-001,Pcs,44,900,630,990,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0009_COMP-0023,COMP-0023,Jeans Pant,CAT-001,Pcs,66,1500,1050,1650,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0001_COMP-0024,COMP-0024,iPhone 15,CAT-001,Pcs,57,65000,45500,71500,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0002_COMP-0024,COMP-0024,Samsung S24,CAT-001,Pcs,91,55000,38500,60500,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0003_COMP-0024,COMP-0024,OnePlus 12,CAT-001,Pcs,51,42000,29399,46200,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0004_COMP-0024,COMP-0024,Dell XPS 15,CAT-001,Pcs,40,120000,84000,132000,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0005_COMP-0024,COMP-0024,HP Pavilion,CAT-001,Pcs,79,55000,38500,60500,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0006_COMP-0024,COMP-0024,Cotton Silk Saree,CAT-001,Pcs,58,3500,2450,3850,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0007_COMP-0024,COMP-0024,Pure Silk Saree,CAT-001,Pcs,42,10000,7000,11000,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0008_COMP-0024,COMP-0024,Cotton Shirt,CAT-001,Pcs,67,900,630,990,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0009_COMP-0024,COMP-0024,Jeans Pant,CAT-001,Pcs,60,1500,1050,1650,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0001_COMP-0025,COMP-0025,iPhone 15,CAT-001,Pcs,69,65000,45500,71500,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0002_COMP-0025,COMP-0025,Samsung S24,CAT-001,Pcs,11,55000,38500,60500,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0003_COMP-0025,COMP-0025,OnePlus 12,CAT-001,Pcs,59,42000,29399,46200,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0004_COMP-0025,COMP-0025,Dell XPS 15,CAT-001,Pcs,44,120000,84000,132000,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0005_COMP-0025,COMP-0025,HP Pavilion,CAT-001,Pcs,94,55000,38500,60500,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0006_COMP-0025,COMP-0025,Cotton Silk Saree,CAT-001,Pcs,23,3500,2450,3850,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0007_COMP-0025,COMP-0025,Pure Silk Saree,CAT-001,Pcs,47,10000,7000,11000,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0008_COMP-0025,COMP-0025,Cotton Shirt,CAT-001,Pcs,59,900,630,990,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0009_COMP-0025,COMP-0025,Jeans Pant,CAT-001,Pcs,58,1500,1050,1650,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0001_COMP-0026,COMP-0026,iPhone 15,CAT-001,Pcs,80,65000,45500,71500,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0002_COMP-0026,COMP-0026,Samsung S24,CAT-001,Pcs,15,55000,38500,60500,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0003_COMP-0026,COMP-0026,OnePlus 12,CAT-001,Pcs,52,42000,29399,46200,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0004_COMP-0026,COMP-0026,Dell XPS 15,CAT-001,Pcs,94,120000,84000,132000,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0005_COMP-0026,COMP-0026,HP Pavilion,CAT-001,Pcs,30,55000,38500,60500,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0006_COMP-0026,COMP-0026,Cotton Silk Saree,CAT-001,Pcs,32,3500,2450,3850,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0007_COMP-0026,COMP-0026,Pure Silk Saree,CAT-001,Pcs,16,10000,7000,11000,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0008_COMP-0026,COMP-0026,Cotton Shirt,CAT-001,Pcs,49,900,630,990,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0009_COMP-0026,COMP-0026,Jeans Pant,CAT-001,Pcs,67,1500,1050,1650,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0001_COMP-0027,COMP-0027,iPhone 15,CAT-001,Pcs,100,65000,45500,71500,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0002_COMP-0027,COMP-0027,Samsung S24,CAT-001,Pcs,44,55000,38500,60500,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0003_COMP-0027,COMP-0027,OnePlus 12,CAT-001,Pcs,21,42000,29399,46200,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0004_COMP-0027,COMP-0027,Dell XPS 15,CAT-001,Pcs,40,120000,84000,132000,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0005_COMP-0027,COMP-0027,HP Pavilion,CAT-001,Pcs,67,55000,38500,60500,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0006_COMP-0027,COMP-0027,Cotton Silk Saree,CAT-001,Pcs,37,3500,2450,3850,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0007_COMP-0027,COMP-0027,Pure Silk Saree,CAT-001,Pcs,48,10000,7000,11000,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0008_COMP-0027,COMP-0027,Cotton Shirt,CAT-001,Pcs,24,900,630,990,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0009_COMP-0027,COMP-0027,Jeans Pant,CAT-001,Pcs,14,1500,1050,1650,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0001_COMP-0028,COMP-0028,iPhone 15,CAT-001,Pcs,88,65000,45500,71500,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0002_COMP-0028,COMP-0028,Samsung S24,CAT-001,Pcs,61,55000,38500,60500,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0003_COMP-0028,COMP-0028,OnePlus 12,CAT-001,Pcs,47,42000,29399,46200,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0004_COMP-0028,COMP-0028,Dell XPS 15,CAT-001,Pcs,57,120000,84000,132000,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0005_COMP-0028,COMP-0028,HP Pavilion,CAT-001,Pcs,16,55000,38500,60500,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0006_COMP-0028,COMP-0028,Cotton Silk Saree,CAT-001,Pcs,100,3500,2450,3850,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0007_COMP-0028,COMP-0028,Pure Silk Saree,CAT-001,Pcs,55,10000,7000,11000,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0008_COMP-0028,COMP-0028,Cotton Shirt,CAT-001,Pcs,46,900,630,990,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0009_COMP-0028,COMP-0028,Jeans Pant,CAT-001,Pcs,40,1500,1050,1650,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0001_COMP-0029,COMP-0029,iPhone 15,CAT-001,Pcs,33,65000,45500,71500,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0002_COMP-0029,COMP-0029,Samsung S24,CAT-001,Pcs,47,55000,38500,60500,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0003_COMP-0029,COMP-0029,OnePlus 12,CAT-001,Pcs,94,42000,29399,46200,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0004_COMP-0029,COMP-0029,Dell XPS 15,CAT-001,Pcs,91,120000,84000,132000,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0005_COMP-0029,COMP-0029,HP Pavilion,CAT-001,Pcs,45,55000,38500,60500,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0006_COMP-0029,COMP-0029,Cotton Silk Saree,CAT-001,Pcs,98,3500,2450,3850,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0007_COMP-0029,COMP-0029,Pure Silk Saree,CAT-001,Pcs,51,10000,7000,11000,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0008_COMP-0029,COMP-0029,Cotton Shirt,CAT-001,Pcs,30,900,630,990,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0009_COMP-0029,COMP-0029,Jeans Pant,CAT-001,Pcs,45,1500,1050,1650,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0001_COMP-0030,COMP-0030,iPhone 15,CAT-001,Pcs,51,65000,45500,71500,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0002_COMP-0030,COMP-0030,Samsung S24,CAT-001,Pcs,24,55000,38500,60500,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0003_COMP-0030,COMP-0030,OnePlus 12,CAT-001,Pcs,39,42000,29399,46200,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0004_COMP-0030,COMP-0030,Dell XPS 15,CAT-001,Pcs,40,120000,84000,132000,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0005_COMP-0030,COMP-0030,HP Pavilion,CAT-001,Pcs,62,55000,38500,60500,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0006_COMP-0030,COMP-0030,Cotton Silk Saree,CAT-001,Pcs,58,3500,2450,3850,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0007_COMP-0030,COMP-0030,Pure Silk Saree,CAT-001,Pcs,19,10000,7000,11000,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0008_COMP-0030,COMP-0030,Cotton Shirt,CAT-001,Pcs,84,900,630,990,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0009_COMP-0030,COMP-0030,Jeans Pant,CAT-001,Pcs,16,1500,1050,1650,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0001_COMP-0031,COMP-0031,iPhone 15,CAT-001,Pcs,39,65000,45500,71500,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0002_COMP-0031,COMP-0031,Samsung S24,CAT-001,Pcs,92,55000,38500,60500,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0003_COMP-0031,COMP-0031,OnePlus 12,CAT-001,Pcs,62,42000,29399,46200,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0004_COMP-0031,COMP-0031,Dell XPS 15,CAT-001,Pcs,53,120000,84000,132000,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0005_COMP-0031,COMP-0031,HP Pavilion,CAT-001,Pcs,92,55000,38500,60500,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0006_COMP-0031,COMP-0031,Cotton Silk Saree,CAT-001,Pcs,72,3500,2450,3850,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0007_COMP-0031,COMP-0031,Pure Silk Saree,CAT-001,Pcs,95,10000,7000,11000,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0008_COMP-0031,COMP-0031,Cotton Shirt,CAT-001,Pcs,77,900,630,990,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0009_COMP-0031,COMP-0031,Jeans Pant,CAT-001,Pcs,66,1500,1050,1650,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0001_COMP-0032,COMP-0032,iPhone 15,CAT-001,Pcs,98,65000,45500,71500,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0002_COMP-0032,COMP-0032,Samsung S24,CAT-001,Pcs,27,55000,38500,60500,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0003_COMP-0032,COMP-0032,OnePlus 12,CAT-001,Pcs,86,42000,29399,46200,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0004_COMP-0032,COMP-0032,Dell XPS 15,CAT-001,Pcs,53,120000,84000,132000,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0005_COMP-0032,COMP-0032,HP Pavilion,CAT-001,Pcs,100,55000,38500,60500,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0006_COMP-0032,COMP-0032,Cotton Silk Saree,CAT-001,Pcs,13,3500,2450,3850,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0007_COMP-0032,COMP-0032,Pure Silk Saree,CAT-001,Pcs,25,10000,7000,11000,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0008_COMP-0032,COMP-0032,Cotton Shirt,CAT-001,Pcs,26,900,630,990,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0009_COMP-0032,COMP-0032,Jeans Pant,CAT-001,Pcs,28,1500,1050,1650,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0001_COMP-0033,COMP-0033,iPhone 15,CAT-001,Pcs,66,65000,45500,71500,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0002_COMP-0033,COMP-0033,Samsung S24,CAT-001,Pcs,14,55000,38500,60500,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0003_COMP-0033,COMP-0033,OnePlus 12,CAT-001,Pcs,32,42000,29399,46200,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0004_COMP-0033,COMP-0033,Dell XPS 15,CAT-001,Pcs,94,120000,84000,132000,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0005_COMP-0033,COMP-0033,HP Pavilion,CAT-001,Pcs,100,55000,38500,60500,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0006_COMP-0033,COMP-0033,Cotton Silk Saree,CAT-001,Pcs,72,3500,2450,3850,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0007_COMP-0033,COMP-0033,Pure Silk Saree,CAT-001,Pcs,27,10000,7000,11000,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0008_COMP-0033,COMP-0033,Cotton Shirt,CAT-001,Pcs,59,900,630,990,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0009_COMP-0033,COMP-0033,Jeans Pant,CAT-001,Pcs,24,1500,1050,1650,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0001_COMP-0034,COMP-0034,iPhone 15,CAT-001,Pcs,66,65000,45500,71500,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0002_COMP-0034,COMP-0034,Samsung S24,CAT-001,Pcs,50,55000,38500,60500,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0003_COMP-0034,COMP-0034,OnePlus 12,CAT-001,Pcs,62,42000,29399,46200,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0004_COMP-0034,COMP-0034,Dell XPS 15,CAT-001,Pcs,45,120000,84000,132000,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0005_COMP-0034,COMP-0034,HP Pavilion,CAT-001,Pcs,72,55000,38500,60500,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0006_COMP-0034,COMP-0034,Cotton Silk Saree,CAT-001,Pcs,62,3500,2450,3850,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0007_COMP-0034,COMP-0034,Pure Silk Saree,CAT-001,Pcs,64,10000,7000,11000,10,50,15,Warehouse-A,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0008_COMP-0034,COMP-0034,Cotton Shirt,CAT-001,Pcs,30,900,630,990,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0009_COMP-0034,COMP-0034,Jeans Pant,CAT-001,Pcs,43,1500,1050,1650,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0001_COMP-0035,COMP-0035,iPhone 15,CAT-001,Pcs,68,65000,45500,71500,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0002_COMP-0035,COMP-0035,Samsung S24,CAT-001,Pcs,94,55000,38500,60500,10,50,15,Warehouse-B,847130,18,TRUE,2024-01-01,2024-05-01
ITM-0003_COMP-0035,COMP-0035,OnePlus 12,CAT-001,Pcs,68,42000,29399,46200,10,50,15,Warehouse-C,847130,18,TRUE,2024-01-01,2024-05-01
