GroupID,CompanyID,GroupName,ParentGroup,GroupType,Nature,StatementType,CreatedDate,LastModifiedDate
GRP-0007_COMP-0035,COMP-0035,Indirect Expenses,,Account,Expense,P&L,2024-01-01,2024-05-01
GRP-0001_COMP-0036,COMP-0036,Capital Account,,Account,Equity,BalanceSheet,2024-01-01,2024-05-01
GRP-0002_COMP-0036,COMP-0036,Bank Accounts,,Account,Asset,BalanceSheet,2024-01-01,2024-05-01
GRP-0003_COMP-0036,COMP-0036,Cash-in-Hand,,Account,Asset,BalanceSheet,2024-01-01,2024-05-01
GRP-0004_COMP-0036,COMP-0036,Sales Accounts,,Account,Income,P&L,2024-01-01,2024-05-01
GRP-0005_COMP-0036,COMP-0036,Purchase Accounts,,Account,Expense,P&L,2024-01-01,2024-05-01
GRP-0006_COMP-0036,COMP-0036,Direct Expenses,,Account,Expense,P&L,2024-01-01,2024-05-01
GRP-0007_COMP-0036,COMP-0036,Indirect Expenses,,Account,Expense,P&L,2024-01-01,2024-05-01
GRP-0001_COMP-0037,COMP-0037,Capital Account,,Account,Equity,BalanceSheet,2024-01-01,2024-05-01
GRP-0002_COMP-0037,COMP-0037,Bank Accounts,,Account,Asset,BalanceSheet,2024-01-01,2024-05-01
GRP-0003_COMP-0037,COMP-0037,Cash-in-Hand,,Account,Asset,BalanceSheet,2024-01-01,2024-05-01
GRP-0004_COMP-0037,COMP-0037,Sales Accounts,,Account,Income,P&L,2024-01-01,2024-05-01
GRP-0005_COMP-0037,COMP-0037,Purchase Accounts,,Account,Expense,P&L,2024-01-01,2024-05-01
GRP-0006_COMP-0037,COMP-0037,Direct Expenses,,Account,Expense,P&L,2024-01-01,2024-05-01
GRP-0007_COMP-0037,COMP-0037,Indirect Expenses,,Account,Expense,P&L,2024-01-01,2024-05-01
GRP-0001_COMP-0038,COMP-0038,Capital Account,,Account,Equity,BalanceSheet,2024-01-01,2024-05-01
GRP-0002_COMP-0038,COMP-0038,Bank Accounts,,Account,Asset,BalanceSheet,2024-01-01,2024-05-01
GRP-0003_COMP-0038,COMP-0038,Cash-in-Hand,,Account,Asset,BalanceSheet,2024-01-01,2024-05-01
GRP-0004_COMP-0038,COMP-0038,Sales Accounts,,Account,Income,P&L,2024-01-01,2024-05-01
GRP-0005_COMP-0038,COMP-0038,Purchase Accounts,,Account,Expense,P&L,2024-01-01,2024-05-01
GRP-0006_COMP-0038,COMP-0038,Direct Expenses,,Account,Expense,P&L,2024-01-01,2024-05-01
GRP-0007_COMP-0038,COMP-0038,Indirect Expenses,,Account,Expense,P&L,2024-01-01,2024-05-01
GRP-0001_COMP-0039,COMP-0039,Capital Account,,Account,Equity,BalanceSheet,2024-01-01,2024-05-01
GRP-0002_COMP-0039,COMP-0039,Bank Accounts,,Account,Asset,BalanceSheet,2024-01-01,2024-05-01
GRP-0003_COMP-0039,COMP-0039,Cash-in-Hand,,Account,Asset,BalanceSheet,2024-01-01,2024-05-01
GRP-0004_COMP-0039,COMP-0039,Sales Accounts,,Account,Income,P&L,2024-01-01,2024-05-01
GRP-0005_COMP-0039,COMP-0039,Purchase Accounts,,Account,Expense,P&L,2024-01-01,2024-05-01
GRP-0006_COMP-0039,COMP-0039,Direct Expenses,,Account,Expense,P&L,2024-01-01,2024-05-01
GRP-0007_COMP-0039,COMP-0039,Indirect Expenses,,Account,Expense,P&L,2024-01-01,2024-05-01
GRP-0001_COMP-0040,COMP-0040,Capital Account,,Account,Equity,BalanceSheet,2024-01-01,2024-05-01
GRP-0002_COMP-0040,COMP-0040,Bank Accounts,,Account,Asset,BalanceSheet,2024-01-01,2024-05-01
GRP-0003_COMP-0040,COMP-0040,Cash-in-Hand,,Account,Asset,BalanceSheet,2024-01-01,2024-05-01
GRP-0004_COMP-0040,COMP-0040,Sales Accounts,,Account,Income,P&L,2024-01-01,2024-05-01
GRP-0005_COMP-0040,COMP-0040,Purchase Accounts,,Account,Expense,P&L,2024-01-01,2024-05-01
GRP-0006_COMP-0040,COMP-0040,Direct Expenses,,Account,Expense,P&L,2024-01-01,2024-05-01
GRP-0007_COMP-0040,COMP-0040,Indirect Expenses,,Account,Expense,P&L,2024-01-01,2024-05-01
GRP-0001_COMP-0041,COMP-0041,Capital Account,,Account,Equity,BalanceSheet,2024-01-01,2024-05-01
GRP-0002_COMP-0041,COMP-0041,Bank Accounts,,Account,Asset,BalanceSheet,2024-01-01,2024-05-01
GRP-0003_COMP-0041,COMP-0041,Cash-in-Hand,,Account,Asset,BalanceSheet,2024-01-01,2024-05-01
GRP-0004_COMP-0041,COMP-0041,Sales Accounts,,Account,Income,P&L,2024-01-01,2024-05-01
GRP-0005_COMP-0041,COMP-0041,Purchase Accounts,,Account,Expense,P&L,2024-01-01,2024-05-01
GRP-0006_COMP-0041,COMP-0041,Direct Expenses,,Account,Expense,P&L,2024-01-01,2024-05-01
GRP-0007_COMP-0041,COMP-0041,Indirect Expenses,,Account,Expense,P&L,2024-01-01,2024-05-01
GRP-0001_COMP-0042,COMP-0042,Capital Account,,Account,Equity,BalanceSheet,2024-01-01,2024-05-01
GRP-0002_COMP-0042,COMP-0042,Bank Accounts,,Account,Asset,BalanceSheet,2024-01-01,2024-05-01
GRP-0003_COMP-0042,COMP-0042,Cash-in-Hand,,Account,Asset,BalanceSheet,2024-01-01,2024-05-01
GRP-0004_COMP-0042,COMP-0042,Sales Accounts,,Account,Income,P&L,2024-01-01,2024-05-01
GRP-0005_COMP-0042,COMP-0042,Purchase Accounts,,Account,Expense,P&L,2024-01-01,2024-05-01
GRP-0006_COMP-0042,COMP-0042,Direct Expenses,,Account,Expense,P&L,2024-01-01,2024-05-01
GRP-0007_COMP-0042,COMP-0042,Indirect Expenses,,Account,Expense,P&L,2024-01-01,2024-05-01
GRP-0001_COMP-0043,COMP-0043,Capital Account,,Account,Equity,BalanceSheet,2024-01-01,2024-05-01
GRP-0002_COMP-0043,COMP-0043,Bank Accounts,,Account,Asset,BalanceSheet,2024-01-01,2024-05-01
GRP-0003_COMP-0043,COMP-0043,Cash-in-Hand,,Account,Asset,BalanceSheet,2024-01-01,2024-05-01
GRP-0004_COMP-0043,COMP-0043,Sales Accounts,,Account,Income,P&L,2024-01-01,2024-05-01
GRP-0005_COMP-0043,COMP-0043,Purchase Accounts,,Account,Expense,P&L,2024-01-01,2024-05-01
GRP-0006_COMP-0043,COMP-0043,Direct Expenses,,Account,Expense,P&L,2024-01-01,2024-05-01
GRP-0007_COMP-0043,COMP-0043,Indirect Expenses,,Account,Expense,P&L,2024-01-01,2024-05-01
GRP-0001_COMP-0044,COMP-0044,Capital Account,,Account,Equity,BalanceSheet,2024-01-01,2024-05-01
GRP-0002_COMP-0044,COMP-0044,Bank Accounts,,Account,Asset,BalanceSheet,2024-01-01,2024-05-01
GRP-0003_COMP-0044,COMP-0044,Cash-in-Hand,,Account,Asset,BalanceSheet,2024-01-01,2024-05-01
GRP-0004_COMP-0044,COMP-0044,Sales Accounts,,Account,Income,P&L,2024-01-01,2024-05-01
GRP-0005_COMP-0044,COMP-0044,Purchase Accounts,,Account,Expense,P&L,2024-01-01,2024-05-01
GRP-0006_COMP-0044,COMP-0044,Direct Expenses,,Account,Expense,P&L,2024-01-01,2024-05-01
GRP-0007_COMP-0044,COMP-0044,Indirect Expenses,,Account,Expense,P&L,2024-01-01,2024-05-01
GRP-0001_COMP-0045,COMP-0045,Capital Account,,Account,Equity,BalanceSheet,2024-01-01,2024-05-01
GRP-0002_COMP-0045,COMP-0045,Bank Accounts,,Account,Asset,BalanceSheet,2024-01-01,2024-05-01
GRP-0003_COMP-0045,COMP-0045,Cash-in-Hand,,Account,Asset,BalanceSheet,2024-01-01,2024-05-01
GRP-0004_COMP-0045,COMP-0045,Sales Accounts,,Account,Income,P&L,2024-01-01,2024-05-01
GRP-0005_COMP-0045,COMP-0045,Purchase Accounts,,Account,Expense,P&L,2024-01-01,2024-05-01
GRP-0006_COMP-0045,COMP-0045,Direct Expenses,,Account,Expense,P&L,2024-01-01,2024-05-01
GRP-0007_COMP-0045,COMP-0045,Indirect Expenses,,Account,Expense,P&L,2024-01-01,2024-05-01
GRP-0001_COMP-0046,COMP-0046,Capital Account,,Account,Equity,BalanceSheet,2024-01-01,2024-05-01
GRP-0002_COMP-0046,COMP-0046,Bank Accounts,,Account,Asset,BalanceSheet,2024-01-01,2024-05-01
GRP-0003_COMP-0046,COMP-0046,Cash-in-Hand,,Account,Asset,BalanceSheet,2024-01-01,2024-05-01
GRP-0004_COMP-0046,COMP-0046,Sales Accounts,,Account,Income,P&L,2024-01-01,2024-05-01
GRP-0005_COMP-0046,COMP-0046,Purchase Accounts,,Account,Expense,P&L,2024-01-01,2024-05-01
GRP-0006_COMP-0046,COMP-0046,Direct Expenses,,Account,Expense,P&L,2024-01-01,2024-05-01
GRP-0007_COMP-0046,COMP-0046,Indirect Expenses,,Account,Expense,P&L,2024-01-01,2024-05-01
GRP-0001_COMP-0047,COMP-0047,Capital Account,,Account,Equity,BalanceSheet,2024-01-01,2024-05-01
GRP-0002_COMP-0047,COMP-0047,Bank Accounts,,Account,Asset,BalanceSheet,2024-01-01,2024-05-01
GRP-0003_COMP-0047,COMP-0047,Cash-in-Hand,,Account,Asset,BalanceSheet,2024-01-01,2024-05-01
GRP-0004_COMP-0047,COMP-0047,Sales Accounts,,Account,Income,P&L,2024-01-01,2024-05-01
GRP-0005_COMP-0047,COMP-0047,Purchase Accounts,,Account,Expense,P&L,2024-01-01,2024-05-01
GRP-0006_COMP-0047,COMP-0047,Direct Expenses,,Account,Expense,P&L,2024-01-01,2024-05-01
GRP-0007_COMP-0047,COMP-0047,Indirect Expenses,,Account,Expense,P&L,2024-01-01,2024-05-01
GRP-0001_COMP-0048,COMP-0048,Capital Account,,Account,Equity,BalanceSheet,2024-01-01,2024-05-01
GRP-0002_COMP-0048,COMP-0048,Bank Accounts,,Account,Asset,BalanceSheet,2024-01-01,2024-05-01
GRP-0003_COMP-0048,COMP-0048,Cash-in-Hand,,Account,Asset,BalanceSheet,2024-01-01,2024-05-01
GRP-0004_COMP-0048,COMP-0048,Sales Accounts,,Account,Income,P&L,2024-01-01,2024-05-01
GRP-0005_COMP-0048,COMP-0048,Purchase Accounts,,Account,Expense,P&L,2024-01-01,2024-05-01
GRP-0006_COMP-0048,COMP-0048,Direct Expenses,,Account,Expense,P&L,2024-01-01,2024-05-01
GRP-0007_COMP-0048,COMP-0048,Indirect Expenses,,Account,Expense,P&L,2024-01-01,2024-05-01
GRP-0001_COMP-0049,COMP-0049,Capital Account,,Account,Equity,BalanceSheet,2024-01-01,2024-05-01
GRP-0002_COMP-0049,COMP-0049,Bank Accounts,,Account,Asset,BalanceSheet,2024-01-01,2024-05-01
GRP-0003_COMP-0049,COMP-0049,Cash-in-Hand,,Account,Asset,BalanceSheet,2024-01-01,2024-05-01
GRP-0004_COMP-0049,COMP-0049,Sales Accounts,,Account,Income,P&L,2024-01-01,2024-05-01
GRP-0005_COMP-0049,COMP-0049,Purchase Accounts,,Account,Expense,P&L,2024-01-01,2024-05-01
GRP-0006_COMP-0049,COMP-0049,Direct Expenses,,Account,Expense,P&L,2024-01-01,2024-05-01
GRP-0007_COMP-0049,COMP-0049,Indirect Expenses,,Account,Expense,P&L,2024-01-01,2024-05-01
GRP-0001_COMP-0050,COMP-0050,Capital Account,,Account,Equity,BalanceSheet,2024-01-01,2024-05-01
GRP-0002_COMP-0050,COMP-0050,Bank Accounts,,Account,Asset,BalanceSheet,2024-01-01,2024-05-01
GRP-0003_COMP-0050,COMP-0050,Cash-in-Hand,,Account,Asset,BalanceSheet,2024-01-01,2024-05-01
GRP-0004_COMP-0050,COMP-0050,Sales Accounts,,Account,Income,P&L,2024-01-01,2024-05-01
GRP-0005_COMP-0050,COMP-0050,Purchase Accounts,,Account,Expense,P&L,2024-01-01,2024-05-01
GRP-0006_COMP-0050,COMP-0050,Direct Expenses,,Account,Expense,P&L,2024-01-01,2024-05-01
GRP-0007_COMP-0050,COMP-0050,Indirect Expenses,,Account,Expense,P&L,2024-01-01,2024-05-01
