LedgerID,CompanyID,LedgerName,GroupID,OpeningBalance,ClosingBalance,IsActive,CreatedDate,LastModifiedDate
LED-0254,COMP-0026,Cash,GRP-0003_COMP-0026,0,,TRUE,2024-01-01,2024-05-01
LED-0255,COMP-0026,Sales Account,GRP-0004_COMP-0026,0,,TRUE,2024-01-01,2024-05-01
LED-0256,COMP-0026,Purchase Account,GRP-0005_COMP-0026,0,,TRUE,2024-01-01,2024-05-01
LED-0257,COMP-0026,Salary,GRP-0006_COMP-0026,0,,TRUE,2024-01-01,2024-05-01
LED-0258,COMP-0026,Rent,GRP-0006_COMP-0026,0,,TRUE,2024-01-01,2024-05-01
LED-0259,COMP-0026,Telephone,GRP-0007_COMP-0026,0,,TRUE,2024-01-01,2024-05-01
LED-0260,COMP-0026,Insurance,GRP-0007_COMP-0026,0,,TRUE,2024-01-01,2024-05-01
LED-0261,COMP-0027,Capital Account,GRP-0001_COMP-0027,0,,TRUE,2024-01-01,2024-05-01
LED-0262,COMP-0027,Bank of India,GRP-0002_COMP-0027,0,,TRUE,2024-01-01,2024-05-01
LED-0263,COMP-0027,HDFC Bank,GRP-0002_COMP-0027,50000,,TRUE,2024-01-01,2024-05-01
LED-0264,COMP-0027,Cash,GRP-0003_COMP-0027,10000,,TRUE,2024-01-01,2024-05-01
LED-0265,COMP-0027,Sales Account,GRP-0004_COMP-0027,0,,TRUE,2024-01-01,2024-05-01
LED-0266,COMP-0027,Purchase Account,GRP-0005_COMP-0027,0,,TRUE,2024-01-01,2024-05-01
LED-0267,COMP-0027,Salary,GRP-0006_COMP-0027,0,,TRUE,2024-01-01,2024-05-01
LED-0268,COMP-0027,Rent,GRP-0006_COMP-0027,0,,TRUE,2024-01-01,2024-05-01
LED-0269,COMP-0027,Telephone,GRP-0007_COMP-0027,0,,TRUE,2024-01-01,2024-05-01
LED-0270,COMP-0027,Insurance,GRP-0007_COMP-0027,0,,TRUE,2024-01-01,2024-05-01
LED-0271,COMP-0028,Capital Account,GRP-0001_COMP-0028,0,,TRUE,2024-01-01,2024-05-01
LED-0272,COMP-0028,Bank of India,GRP-0002_COMP-0028,10000,,TRUE,2024-01-01,2024-05-01
LED-0273,COMP-0028,HDFC Bank,GRP-0002_COMP-0028,50000,,TRUE,2024-01-01,2024-05-01
LED-0274,COMP-0028,Cash,GRP-0003_COMP-0028,0,,TRUE,2024-01-01,2024-05-01
LED-0275,COMP-0028,Sales Account,GRP-0004_COMP-0028,0,,TRUE,2024-01-01,2024-05-01
LED-0276,COMP-0028,Purchase Account,GRP-0005_COMP-0028,0,,TRUE,2024-01-01,2024-05-01
LED-0277,COMP-0028,Salary,GRP-0006_COMP-0028,0,,TRUE,2024-01-01,2024-05-01
LED-0278,COMP-0028,Rent,GRP-0006_COMP-0028,0,,TRUE,2024-01-01,2024-05-01
LED-0279,COMP-0028,Telephone,GRP-0007_COMP-0028,0,,TRUE,2024-01-01,2024-05-01
LED-0280,COMP-0028,Insurance,GRP-0007_COMP-0028,0,,TRUE,2024-01-01,2024-05-01
LED-0281,COMP-0029,Capital Account,GRP-0001_COMP-0029,0,,TRUE,2024-01-01,2024-05-01
LED-0282,COMP-0029,Bank of India,GRP-0002_COMP-0029,50000,,TRUE,2024-01-01,2024-05-01
LED-0283,COMP-0029,HDFC Bank,GRP-0002_COMP-0029,10000,,TRUE,2024-01-01,2024-05-01
LED-0284,COMP-0029,Cash,GRP-0003_COMP-0029,10000,,TRUE,2024-01-01,2024-05-01
LED-0285,COMP-0029,Sales Account,GRP-0004_COMP-0029,0,,TRUE,2024-01-01,2024-05-01
LED-0286,COMP-0029,Purchase Account,GRP-0005_COMP-0029,0,,TRUE,2024-01-01,2024-05-01
LED-0287,COMP-0029,Salary,GRP-0006_COMP-0029,0,,TRUE,2024-01-01,2024-05-01
LED-0288,COMP-0029,Rent,GRP-0006_COMP-0029,0,,TRUE,2024-01-01,2024-05-01
LED-0289,COMP-0029,Telephone,GRP-0007_COMP-0029,0,,TRUE,2024-01-01,2024-05-01
LED-0290,COMP-0029,Insurance,GRP-0007_COMP-0029,0,,TRUE,2024-01-01,2024-05-01
LED-0291,COMP-0030,Capital Account,GRP-0001_COMP-0030,0,,TRUE,2024-01-01,2024-05-01
LED-0292,COMP-0030,Bank of India,GRP-0002_COMP-0030,10000,,TRUE,2024-01-01,2024-05-01
LED-0293,COMP-0030,HDFC Bank,GRP-0002_COMP-0030,10000,,TRUE,2024-01-01,2024-05-01
LED-0294,COMP-0030,Cash,GRP-0003_COMP-0030,0,,TRUE,2024-01-01,2024-05-01
LED-0295,COMP-0030,Sales Account,GRP-0004_COMP-0030,0,,TRUE,2024-01-01,2024-05-01
LED-0296,COMP-0030,Purchase Account,GRP-0005_COMP-0030,0,,TRUE,2024-01-01,2024-05-01
LED-0297,COMP-0030,Salary,GRP-0006_COMP-0030,0,,TRUE,2024-01-01,2024-05-01
LED-0298,COMP-0030,Rent,GRP-0006_COMP-0030,0,,TRUE,2024-01-01,2024-05-01
LED-0299,COMP-0030,Telephone,GRP-0007_COMP-0030,0,,TRUE,2024-01-01,2024-05-01
LED-0300,COMP-0030,Insurance,GRP-0007_COMP-0030,0,,TRUE,2024-01-01,2024-05-01
LED-0301,COMP-0031,Capital Account,GRP-0001_COMP-0031,0,,TRUE,2024-01-01,2024-05-01
LED-0302,COMP-0031,Bank of India,GRP-0002_COMP-0031,0,,TRUE,2024-01-01,2024-05-01
LED-0303,COMP-0031,HDFC Bank,GRP-0002_COMP-0031,10000,,TRUE,2024-01-01,2024-05-01
LED-0304,COMP-0031,Cash,GRP-0003_COMP-0031,10000,,TRUE,2024-01-01,2024-05-01
LED-0305,COMP-0031,Sales Account,GRP-0004_COMP-0031,0,,TRUE,2024-01-01,2024-05-01
LED-0306,COMP-0031,Purchase Account,GRP-0005_COMP-0031,0,,TRUE,2024-01-01,2024-05-01
LED-0307,COMP-0031,Salary,GRP-0006_COMP-0031,0,,TRUE,2024-01-01,2024-05-01
LED-0308,COMP-0031,Rent,GRP-0006_COMP-0031,0,,TRUE,2024-01-01,2024-05-01
LED-0309,COMP-0031,Telephone,GRP-0007_COMP-0031,0,,TRUE,2024-01-01,2024-05-01
LED-0310,COMP-0031,Insurance,GRP-0007_COMP-0031,0,,TRUE,2024-01-01,2024-05-01
LED-0311,COMP-0032,Capital Account,GRP-0001_COMP-0032,0,,TRUE,2024-01-01,2024-05-01
LED-0312,COMP-0032,Bank of India,GRP-0002_COMP-0032,0,,TRUE,2024-01-01,2024-05-01
LED-0313,COMP-0032,HDFC Bank,GRP-0002_COMP-0032,10000,,TRUE,2024-01-01,2024-05-01
LED-0314,COMP-0032,Cash,GRP-0003_COMP-0032,0,,TRUE,2024-01-01,2024-05-01
LED-0315,COMP-0032,Sales Account,GRP-0004_COMP-0032,0,,TRUE,2024-01-01,2024-05-01
LED-0316,COMP-0032,Purchase Account,GRP-0005_COMP-0032,0,,TRUE,2024-01-01,2024-05-01
LED-0317,COMP-0032,Salary,GRP-0006_COMP-0032,0,,TRUE,2024-01-01,2024-05-01
LED-0318,COMP-0032,Rent,GRP-0006_COMP-0032,0,,TRUE,2024-01-01,2024-05-01
LED-0319,COMP-0032,Telephone,GRP-0007_COMP-0032,0,,TRUE,2024-01-01,2024-05-01
LED-0320,COMP-0032,Insurance,GRP-0007_COMP-0032,0,,TRUE,2024-01-01,2024-05-01
LED-0321,COMP-0033,Capital Account,GRP-0001_COMP-0033,0,,TRUE,2024-01-01,2024-05-01
LED-0322,COMP-0033,Bank of India,GRP-0002_COMP-0033,0,,TRUE,2024-01-01,2024-05-01
LED-0323,COMP-0033,HDFC Bank,GRP-0002_COMP-0033,0,,TRUE,2024-01-01,2024-05-01
LED-0324,COMP-0033,Cash,GRP-0003_COMP-0033,10000,,TRUE,2024-01-01,2024-05-01
LED-0325,COMP-0033,Sales Account,GRP-0004_COMP-0033,0,,TRUE,2024-01-01,2024-05-01
LED-0326,COMP-0033,Purchase Account,GRP-0005_COMP-0033,0,,TRUE,2024-01-01,2024-05-01
LED-0327,COMP-0033,Salary,GRP-0006_COMP-0033,0,,TRUE,2024-01-01,2024-05-01
LED-0328,COMP-0033,Rent,GRP-0006_COMP-0033,0,,TRUE,2024-01-01,2024-05-01
LED-0329,COMP-0033,Telephone,GRP-0007_COMP-0033,0,,TRUE,2024-01-01,2024-05-01
LED-0330,COMP-0033,Insurance,GRP-0007_COMP-0033,0,,TRUE,2024-01-01,2024-05-01
LED-0331,COMP-0034,Capital Account,GRP-0001_COMP-0034,0,,TRUE,2024-01-01,2024-05-01
LED-0332,COMP-0034,Bank of India,GRP-0002_COMP-0034,50000,,TRUE,2024-01-01,2024-05-01
LED-0333,COMP-0034,HDFC Bank,GRP-0002_COMP-0034,10000,,TRUE,2024-01-01,2024-05-01
LED-0334,COMP-0034,Cash,GRP-0003_COMP-0034,10000,,TRUE,2024-01-01,2024-05-01
LED-0335,COMP-0034,Sales Account,GRP-0004_COMP-0034,0,,TRUE,2024-01-01,2024-05-01
LED-0336,COMP-0034,Purchase Account,GRP-0005_COMP-0034,0,,TRUE,2024-01-01,2024-05-01
LED-0337,COMP-0034,Salary,GRP-0006_COMP-0034,0,,TRUE,2024-01-01,2024-05-01
LED-0338,COMP-0034,Rent,GRP-0006_COMP-0034,0,,TRUE,2024-01-01,2024-05-01
LED-0339,COMP-0034,Telephone,GRP-0007_COMP-0034,0,,TRUE,2024-01-01,2024-05-01
LED-0340,COMP-0034,Insurance,GRP-0007_COMP-0034,0,,TRUE,2024-01-01,2024-05-01
LED-0341,COMP-0035,Capital Account,GRP-0001_COMP-0035,0,,TRUE,2024-01-01,2024-05-01
LED-0342,COMP-0035,Bank of India,GRP-0002_COMP-0035,50000,,TRUE,2024-01-01,2024-05-01
LED-0343,COMP-0035,HDFC Bank,GRP-0002_COMP-0035,50000,,TRUE,2024-01-01,2024-05-01
LED-0344,COMP-0035,Cash,GRP-0003_COMP-0035,50000,,TRUE,2024-01-01,2024-05-01
LED-0345,COMP-0035,Sales Account,GRP-0004_COMP-0035,0,,TRUE,2024-01-01,2024-05-01
LED-0346,COMP-0035,Purchase Account,GRP-0005_COMP-0035,0,,TRUE,2024-01-01,2024-05-01
LED-0347,COMP-0035,Salary,GRP-0006_COMP-0035,0,,TRUE,2024-01-01,2024-05-01
LED-0348,COMP-0035,Rent,GRP-0006_COMP-0035,0,,TRUE,2024-01-01,2024-05-01
LED-0349,COMP-0035,Telephone,GRP-0007_COMP-0035,0,,TRUE,2024-01-01,2024-05-01
LED-0350,COMP-0035,Insurance,GRP-0007_COMP-0035,0,,TRUE,2024-01-01,2024-05-01
LED-0351,COMP-0036,Capital Account,GRP-0001_COMP-0036,0,,TRUE,2024-01-01,2024-05-01
LED-0352,COMP-0036,Bank of India,GRP-0002_COMP-0036,10000,,TRUE,2024-01-01,2024-05-01
LED-0353,COMP-0036,HDFC Bank,GRP-0002_COMP-0036,0,,TRUE,2024-01-01,2024-05-01
LED-0354,COMP-0036,Cash,GRP-0003_COMP-0036,50000,,TRUE,2024-01-01,2024-05-01
LED-0355,COMP-0036,Sales Account,GRP-0004_COMP-0036,0,,TRUE,2024-01-01,2024-05-01
LED-0356,COMP-0036,Purchase Account,GRP-0005_COMP-0036,0,,TRUE,2024-01-01,2024-05-01
LED-0357,COMP-0036,Salary,GRP-0006_COMP-0036,0,,TRUE,2024-01-01,2024-05-01
LED-0358,COMP-0036,Rent,GRP-0006_COMP-0036,0,,TRUE,2024-01-01,2024-05-01
LED-0359,COMP-0036,Telephone,GRP-0007_COMP-0036,0,,TRUE,2024-01-01,2024-05-01
LED-0360,COMP-0036,Insurance,GRP-0007_COMP-0036,0,,TRUE,2024-01-01,2024-05-01
LED-0361,COMP-0037,Capital Account,GRP-0001_COMP-0037,0,,TRUE,2024-01-01,2024-05-01
LED-0362,COMP-0037,Bank of India,GRP-0002_COMP-0037,10000,,TRUE,2024-01-01,2024-05-01
LED-0363,COMP-0037,HDFC Bank,GRP-0002_COMP-0037,50000,,TRUE,2024-01-01,2024-05-01
LED-0364,COMP-0037,Cash,GRP-0003_COMP-0037,10000,,TRUE,2024-01-01,2024-05-01
LED-0365,COMP-0037,Sales Account,GRP-0004_COMP-0037,0,,TRUE,2024-01-01,2024-05-01
LED-0366,COMP-0037,Purchase Account,GRP-0005_COMP-0037,0,,TRUE,2024-01-01,2024-05-01
LED-0367,COMP-0037,Salary,GRP-0006_COMP-0037,0,,TRUE,2024-01-01,2024-05-01
LED-0368,COMP-0037,Rent,GRP-0006_COMP-0037,0,,TRUE,2024-01-01,2024-05-01
LED-0369,COMP-0037,Telephone,GRP-0007_COMP-0037,0,,TRUE,2024-01-01,2024-05-01
LED-0370,COMP-0037,Insurance,GRP-0007_COMP-0037,0,,TRUE,2024-01-01,2024-05-01
LED-0371,COMP-0038,Capital Account,GRP-0001_COMP-0038,0,,TRUE,2024-01-01,2024-05-01
LED-0372,COMP-0038,Bank of India,GRP-0002_COMP-0038,50000,,TRUE,2024-01-01,2024-05-01
LED-0373,COMP-0038,HDFC Bank,GRP-0002_COMP-0038,10000,,TRUE,2024-01-01,2024-05-01
LED-0374,COMP-0038,Cash,GRP-0003_COMP-0038,0,,TRUE,2024-01-01,2024-05-01
LED-0375,COMP-0038,Sales Account,GRP-0004_COMP-0038,0,,TRUE,2024-01-01,2024-05-01
LED-0376,COMP-0038,Purchase Account,GRP-0005_COMP-0038,0,,TRUE,2024-01-01,2024-05-01
LED-0377,COMP-0038,Salary,GRP-0006_COMP-0038,0,,TRUE,2024-01-01,2024-05-01
LED-0378,COMP-0038,Rent,GRP-0006_COMP-0038,0,,TRUE,2024-01-01,2024-05-01
LED-0379,COMP-0038,Telephone,GRP-0007_COMP-0038,0,,TRUE,2024-01-01,2024-05-01
LED-0380,COMP-0038,Insurance,GRP-0007_COMP-0038,0,,TRUE,2024-01-01,2024-05-01
LED-0381,COMP-0039,Capital Account,GRP-0001_COMP-0039,0,,TRUE,2024-01-01,2024-05-01
LED-0382,COMP-0039,Bank of India,GRP-0002_COMP-0039,50000,,TRUE,2024-01-01,2024-05-01
LED-0383,COMP-0039,HDFC Bank,GRP-0002_COMP-0039,10000,,TRUE,2024-01-01,2024-05-01
LED-0384,COMP-0039,Cash,GRP-0003_COMP-0039,50000,,TRUE,2024-01-01,2024-05-01
LED-0385,COMP-0039,Sales Account,GRP-0004_COMP-0039,0,,TRUE,2024-01-01,2024-05-01
LED-0386,COMP-0039,Purchase Account,GRP-0005_COMP-0039,0,,TRUE,2024-01-01,2024-05-01
LED-0387,COMP-0039,Salary,GRP-0006_COMP-0039,0,,TRUE,2024-01-01,2024-05-01
LED-0388,COMP-0039,Rent,GRP-0006_COMP-0039,0,,TRUE,2024-01-01,2024-05-01
LED-0389,COMP-0039,Telephone,GRP-0007_COMP-0039,0,,TRUE,2024-01-01,2024-05-01
LED-0390,COMP-0039,Insurance,GRP-0007_COMP-0039,0,,TRUE,2024-01-01,2024-05-01
LED-0391,COMP-0040,Capital Account,GRP-0001_COMP-0040,0,,TRUE,2024-01-01,2024-05-01
LED-0392,COMP-0040,Bank of India,GRP-0002_COMP-0040,0,,TRUE,2024-01-01,2024-05-01
LED-0393,COMP-0040,HDFC Bank,GRP-0002_COMP-0040,0,,TRUE,2024-01-01,2024-05-01
LED-0394,COMP-0040,Cash,GRP-0003_COMP-0040,10000,,TRUE,2024-01-01,2024-05-01
LED-0395,COMP-0040,Sales Account,GRP-0004_COMP-0040,0,,TRUE,2024-01-01,2024-05-01
LED-0396,COMP-0040,Purchase Account,GRP-0005_COMP-0040,0,,TRUE,2024-01-01,2024-05-01
LED-0397,COMP-0040,Salary,GRP-0006_COMP-0040,0,,TRUE,2024-01-01,2024-05-01
LED-0398,COMP-0040,Rent,GRP-0006_COMP-0040,0,,TRUE,2024-01-01,2024-05-01
LED-0399,COMP-0040,Telephone,GRP-0007_COMP-0040,0,,TRUE,2024-01-01,2024-05-01
LED-0400,COMP-0040,Insurance,GRP-0007_COMP-0040,0,,TRUE,2024-01-01,2024-05-01
LED-0401,COMP-0041,Capital Account,GRP-0001_COMP-0041,0,,TRUE,2024-01-01,2024-05-01
LED-0402,COMP-0041,Bank of India,GRP-0002_COMP-0041,10000,,TRUE,2024-01-01,2024-05-01
LED-0403,COMP-0041,HDFC Bank,GRP-0002_COMP-0041,10000,,TRUE,2024-01-01,2024-05-01
LED-0404,COMP-0041,Cash,GRP-0003_COMP-0041,0,,TRUE,2024-01-01,2024-05-01
LED-0405,COMP-0041,Sales Account,GRP-0004_COMP-0041,0,,TRUE,2024-01-01,2024-05-01
LED-0406,COMP-0041,Purchase Account,GRP-0005_COMP-0041,0,,TRUE,2024-01-01,2024-05-01
LED-0407,COMP-0041,Salary,GRP-0006_COMP-0041,0,,TRUE,2024-01-01,2024-05-01
LED-0408,COMP-0041,Rent,GRP-0006_COMP-0041,0,,TRUE,2024-01-01,2024-05-01
LED-0409,COMP-0041,Telephone,GRP-0007_COMP-0041,0,,TRUE,2024-01-01,2024-05-01
LED-0410,COMP-0041,Insurance,GRP-0007_COMP-0041,0,,TRUE,2024-01-01,2024-05-01
LED-0411,COMP-0042,Capital Account,GRP-0001_COMP-0042,0,,TRUE,2024-01-01,2024-05-01
LED-0412,COMP-0042,Bank of India,GRP-0002_COMP-0042,0,,TRUE,2024-01-01,2024-05-01
LED-0413,COMP-0042,HDFC Bank,GRP-0002_COMP-0042,10000,,TRUE,2024-01-01,2024-05-01
LED-0414,COMP-0042,Cash,GRP-0003_COMP-0042,10000,,TRUE,2024-01-01,2024-05-01
LED-0415,COMP-0042,Sales Account,GRP-0004_COMP-0042,0,,TRUE,2024-01-01,2024-05-01
LED-0416,COMP-0042,Purchase Account,GRP-0005_COMP-0042,0,,TRUE,2024-01-01,2024-05-01
LED-0417,COMP-0042,Salary,GRP-0006_COMP-0042,0,,TRUE,2024-01-01,2024-05-01
LED-0418,COMP-0042,Rent,GRP-0006_COMP-0042,0,,TRUE,2024-01-01,2024-05-01
LED-0419,COMP-0042,Telephone,GRP-0007_COMP-0042,0,,TRUE,2024-01-01,2024-05-01
LED-0420,COMP-0042,Insurance,GRP-0007_COMP-0042,0,,TRUE,2024-01-01,2024-05-01
LED-0421,COMP-0043,Capital Account,GRP-0001_COMP-0043,0,,TRUE,2024-01-01,2024-05-01
LED-0422,COMP-0043,Bank of India,GRP-0002_COMP-0043,0,,TRUE,2024-01-01,2024-05-01
LED-0423,COMP-0043,HDFC Bank,GRP-0002_COMP-0043,0,,TRUE,2024-01-01,2024-05-01
LED-0424,COMP-0043,Cash,GRP-0003_COMP-0043,0,,TRUE,2024-01-01,2024-05-01
LED-0425,COMP-0043,Sales Account,GRP-0004_COMP-0043,0,,TRUE,2024-01-01,2024-05-01
LED-0426,COMP-0043,Purchase Account,GRP-0005_COMP-0043,0,,TRUE,2024-01-01,2024-05-01
LED-0427,COMP-0043,Salary,GRP-0006_COMP-0043,0,,TRUE,2024-01-01,2024-05-01
LED-0428,COMP-0043,Rent,GRP-0006_COMP-0043,0,,TRUE,2024-01-01,2024-05-01
LED-0429,COMP-0043,Telephone,GRP-0007_COMP-0043,0,,TRUE,2024-01-01,2024-05-01
LED-0430,COMP-0043,Insurance,GRP-0007_COMP-0043,0,,TRUE,2024-01-01,2024-05-01
LED-0431,COMP-0044,Capital Account,GRP-0001_COMP-0044,0,,TRUE,2024-01-01,2024-05-01
LED-0432,COMP-0044,Bank of India,GRP-0002_COMP-0044,50000,,TRUE,2024-01-01,2024-05-01
LED-0433,COMP-0044,HDFC Bank,GRP-0002_COMP-0044,10000,,TRUE,2024-01-01,2024-05-01
LED-0434,COMP-0044,Cash,GRP-0003_COMP-0044,0,,TRUE,2024-01-01,2024-05-01
LED-0435,COMP-0044,Sales Account,GRP-0004_COMP-0044,0,,TRUE,2024-01-01,2024-05-01
LED-0436,COMP-0044,Purchase Account,GRP-0005_COMP-0044,0,,TRUE,2024-01-01,2024-05-01
LED-0437,COMP-0044,Salary,GRP-0006_COMP-0044,0,,TRUE,2024-01-01,2024-05-01
LED-0438,COMP-0044,Rent,GRP-0006_COMP-0044,0,,TRUE,2024-01-01,2024-05-01
LED-0439,COMP-0044,Telephone,GRP-0007_COMP-0044,0,,TRUE,2024-01-01,2024-05-01
LED-0440,COMP-0044,Insurance,GRP-0007_COMP-0044,0,,TRUE,2024-01-01,2024-05-01
LED-0441,COMP-0045,Capital Account,GRP-0001_COMP-0045,0,,TRUE,2024-01-01,2024-05-01
LED-0442,COMP-0045,Bank of India,GRP-0002_COMP-0045,0,,TRUE,2024-01-01,2024-05-01
LED-0443,COMP-0045,HDFC Bank,GRP-0002_COMP-0045,10000,,TRUE,2024-01-01,2024-05-01
LED-0444,COMP-0045,Cash,GRP-0003_COMP-0045,50000,,TRUE,2024-01-01,2024-05-01
LED-0445,COMP-0045,Sales Account,GRP-0004_COMP-0045,0,,TRUE,2024-01-01,2024-05-01
LED-0446,COMP-0045,Purchase Account,GRP-0005_COMP-0045,0,,TRUE,2024-01-01,2024-05-01
LED-0447,COMP-0045,Salary,GRP-0006_COMP-0045,0,,TRUE,2024-01-01,2024-05-01
LED-0448,COMP-0045,Rent,GRP-0006_COMP-0045,0,,TRUE,2024-01-01,2024-05-01
LED-0449,COMP-0045,Telephone,GRP-0007_COMP-0045,0,,TRUE,2024-01-01,2024-05-01
LED-0450,COMP-0045,Insurance,GRP-0007_COMP-0045,0,,TRUE,2024-01-01,2024-05-01
LED-0451,COMP-0046,Capital Account,GRP-0001_COMP-0046,0,,TRUE,2024-01-01,2024-05-01
LED-0452,COMP-0046,Bank of India,GRP-0002_COMP-0046,50000,,TRUE,2024-01-01,2024-05-01
LED-0453,COMP-0046,HDFC Bank,GRP-0002_COMP-0046,10000,,TRUE,2024-01-01,2024-05-01
LED-0454,COMP-0046,Cash,GRP-0003_COMP-0046,50000,,TRUE,2024-01-01,2024-05-01
LED-0455,COMP-0046,Sales Account,GRP-0004_COMP-0046,0,,TRUE,2024-01-01,2024-05-01
LED-0456,COMP-0046,Purchase Account,GRP-0005_COMP-0046,0,,TRUE,2024-01-01,2024-05-01
LED-0457,COMP-0046,Salary,GRP-0006_COMP-0046,0,,TRUE,2024-01-01,2024-05-01
LED-0458,COMP-0046,Rent,GRP-0006_COMP-0046,0,,TRUE,2024-01-01,2024-05-01
LED-0459,COMP-0046,Telephone,GRP-0007_COMP-0046,0,,TRUE,2024-01-01,2024-05-01
LED-0460,COMP-0046,Insurance,GRP-0007_COMP-0046,0,,TRUE,2024-01-01,2024-05-01
LED-0461,COMP-0047,Capital Account,GRP-0001_COMP-0047,0,,TRUE,2024-01-01,2024-05-01
LED-0462,COMP-0047,Bank of India,GRP-0002_COMP-0047,0,,TRUE,2024-01-01,2024-05-01
LED-0463,COMP-0047,HDFC Bank,GRP-0002_COMP-0047,10000,,TRUE,2024-01-01,2024-05-01
LED-0464,COMP-0047,Cash,GRP-0003_COMP-0047,0,,TRUE,2024-01-01,2024-05-01
LED-0465,COMP-0047,Sales Account,GRP-0004_COMP-0047,0,,TRUE,2024-01-01,2024-05-01
LED-0466,COMP-0047,Purchase Account,GRP-0005_COMP-0047,0,,TRUE,2024-01-01,2024-05-01
LED-0467,COMP-0047,Salary,GRP-0006_COMP-0047,0,,TRUE,2024-01-01,2024-05-01
LED-0468,COMP-0047,Rent,GRP-0006_COMP-0047,0,,TRUE,2024-01-01,2024-05-01
LED-0469,COMP-0047,Telephone,GRP-0007_COMP-0047,0,,TRUE,2024-01-01,2024-05-01
LED-0470,COMP-0047,Insurance,GRP-0007_COMP-0047,0,,TRUE,2024-01-01,2024-05-01
LED-0471,COMP-0048,Capital Account,GRP-0001_COMP-0048,0,,TRUE,2024-01-01,2024-05-01
LED-0472,COMP-0048,Bank of India,GRP-0002_COMP-0048,50000,,TRUE,2024-01-01,2024-05-01
LED-0473,COMP-0048,HDFC Bank,GRP-0002_COMP-0048,0,,TRUE,2024-01-01,2024-05-01
LED-0474,COMP-0048,Cash,GRP-0003_COMP-0048,50000,,TRUE,2024-01-01,2024-05-01
LED-0475,COMP-0048,Sales Account,GRP-0004_COMP-0048,0,,TRUE,2024-01-01,2024-05-01
LED-0476,COMP-0048,Purchase Account,GRP-0005_COMP-0048,0,,TRUE,2024-01-01,2024-05-01
LED-0477,COMP-0048,Salary,GRP-0006_COMP-0048,0,,TRUE,2024-01-01,2024-05-01
LED-0478,COMP-0048,Rent,GRP-0006_COMP-0048,0,,TRUE,2024-01-01,2024-05-01
LED-0479,COMP-0048,Telephone,GRP-0007_COMP-0048,0,,TRUE,2024-01-01,2024-05-01
LED-0480,COMP-0048,Insurance,GRP-0007_COMP-0048,0,,TRUE,2024-01-01,2024-05-01
LED-0481,COMP-0049,Capital Account,GRP-0001_COMP-0049,0,,TRUE,2024-01-01,2024-05-01
LED-0482,COMP-0049,Bank of India,GRP-0002_COMP-0049,50000,,TRUE,2024-01-01,2024-05-01
LED-0483,COMP-0049,HDFC Bank,GRP-0002_COMP-0049,10000,,TRUE,2024-01-01,2024-05-01
LED-0484,COMP-0049,Cash,GRP-0003_COMP-0049,0,,TRUE,2024-01-01,2024-05-01
LED-0485,COMP-0049,Sales Account,GRP-0004_COMP-0049,0,,TRUE,2024-01-01,2024-05-01
LED-0486,COMP-0049,Purchase Account,GRP-0005_COMP-0049,0,,TRUE,2024-01-01,2024-05-01
LED-0487,COMP-0049,Salary,GRP-0006_COMP-0049,0,,TRUE,2024-01-01,2024-05-01
LED-0488,COMP-0049,Rent,GRP-0006_COMP-0049,0,,TRUE,2024-01-01,2024-05-01
LED-0489,COMP-0049,Telephone,GRP-0007_COMP-0049,0,,TRUE,2024-01-01,2024-05-01
LED-0490,COMP-0049,Insurance,GRP-0007_COMP-0049,0,,TRUE,2024-01-01,2024-05-01
LED-0491,COMP-0050,Capital Account,GRP-0001_COMP-0050,0,,TRUE,2024-01-01,2024-05-01
LED-0492,COMP-0050,Bank of India,GRP-0002_COMP-0050,0,,TRUE,2024-01-01,2024-05-01
LED-0493,COMP-0050,HDFC Bank,GRP-0002_COMP-0050,0,,TRUE,2024-01-01,2024-05-01
LED-0494,COMP-0050,Cash,GRP-0003_COMP-0050,50000,,TRUE,2024-01-01,2024-05-01
LED-0495,COMP-0050,Sales Account,GRP-0004_COMP-0050,0,,TRUE,2024-01-01,2024-05-01
LED-0496,COMP-0050,Purchase Account,GRP-0005_COMP-0050,0,,TRUE,2024-01-01,2024-05-01
LED-0497,COMP-0050,Salary,GRP-0006_COMP-0050,0,,TRUE,2024-01-01,2024-05-01
LED-0498,COMP-0050,Rent,GRP-0006_COMP-0050,0,,TRUE,2024-01-01,2024-05-01
LED-0499,COMP-0050,Telephone,GRP-0007_COMP-0050,0,,TRUE,2024-01-01,2024-05-01
LED-0500,COMP-0050,Insurance,GRP-0007_COMP-0050,0,,TRUE,2024-01-01,2024-05-01
