LineID,VoucherID,CompanyID,LineType,ItemID,Qty,Rate,Amount,LedgerID,LedgerDebit,LedgerCredit,Narration,CreatedDate,LastModifiedDate
VL-0502,VCH-0242,COMP-0005,Item,ITM-0008_COMP-0005,8,900,7200,,0,0,,2024-04-07,2024-05-01
VL-0503,VCH-0243,COMP-0005,Item,ITM-0007_COMP-0005,5,10000,50000,,0,0,,2024-05-17,2024-05-01
VL-0504,VCH-0243,COMP-0005,Item,ITM-0006_COMP-0005,1,3500,3500,,0,0,,2024-05-17,2024-05-01
VL-0505,VCH-0244,COMP-0005,Item,ITM-0007_COMP-0005,8,10000,80000,,0,0,,2024-06-09,2024-05-01
VL-0506,VCH-0244,COMP-0005,Item,ITM-0001_COMP-0005,6,65000,390000,,0,0,,2024-06-09,2024-05-01
VL-0507,VCH-0245,COMP-0005,Item,ITM-0001_COMP-0005,4,65000,260000,,0,0,,2024-05-09,2024-05-01
VL-0508,VCH-0245,COMP-0005,Item,ITM-0007_COMP-0005,3,10000,30000,,0,0,,2024-05-09,2024-05-01
VL-0509,VCH-0246,COMP-0005,Item,ITM-0003_COMP-0005,5,42000,210000,,0,0,,2024-04-11,2024-05-01
VL-0510,VCH-0246,COMP-0005,Item,ITM-0008_COMP-0005,6,900,5400,,0,0,,2024-04-11,2024-05-01
VL-0511,VCH-0246,COMP-0005,Item,ITM-0004_COMP-0005,8,120000,960000,,0,0,,2024-04-11,2024-05-01
VL-0512,VCH-0247,COMP-0005,Item,ITM-0008_COMP-0005,6,900,5400,,0,0,,2024-06-28,2024-05-01
VL-0513,VCH-0247,COMP-0005,Item,ITM-0001_COMP-0005,6,65000,390000,,0,0,,2024-06-28,2024-05-01
VL-0514,VCH-0247,COMP-0005,Item,ITM-0009_COMP-0005,1,1500,1500,,0,0,,2024-06-28,2024-05-01
VL-0515,VCH-0248,COMP-0005,Item,ITM-0009_COMP-0005,6,1500,9000,,0,0,,2024-04-19,2024-05-01
VL-0516,VCH-0248,COMP-0005,Item,ITM-0002_COMP-0005,5,55000,275000,,0,0,,2024-04-19,2024-05-01
VL-0517,VCH-0249,COMP-0005,Item,ITM-0005_COMP-0005,7,55000,385000,,0,0,,2024-05-25,2024-05-01
VL-0518,VCH-0249,COMP-0005,Item,ITM-0002_COMP-0005,2,55000,110000,,0,0,,2024-05-25,2024-05-01
VL-0519,VCH-0249,COMP-0005,Item,ITM-0007_COMP-0005,4,10000,40000,,0,0,,2024-05-25,2024-05-01
VL-0520,VCH-0250,COMP-0005,Item,ITM-0009_COMP-0005,1,1500,1500,,0,0,,2024-06-13,2024-05-01
VL-0521,VCH-0250,COMP-0005,Item,ITM-0004_COMP-0005,6,120000,720000,,0,0,,2024-06-13,2024-05-01
VL-0522,VCH-0250,COMP-0005,Item,ITM-0006_COMP-0005,8,3500,28000,,0,0,,2024-06-13,2024-05-01
VL-0523,VCH-0251,COMP-0005,Ledger,,0,0,19317,LED-0049,19317,0,Expense booking,2024-04-28,2024-05-01
VL-0524,VCH-0251,COMP-0005,Ledger,,0,0,19317,LED-0042,0,19317,Payment,2024-04-28,2024-05-01
VL-0525,VCH-0252,COMP-0005,Ledger,,0,0,14071,LED-0047,14071,0,Expense booking,2024-06-28,2024-05-01
VL-0526,VCH-0252,COMP-0005,Ledger,,0,0,14071,LED-0042,0,14071,Payment,2024-06-28,2024-05-01
VL-0527,VCH-0253,COMP-0005,Item,ITM-0005_COMP-0005,7,55000,385000,,0,0,,2024-06-17,2024-05-01
VL-0528,VCH-0253,COMP-0005,Item,ITM-0009_COMP-0005,4,1500,6000,,0,0,,2024-06-17,2024-05-01
VL-0529,VCH-0253,COMP-0005,Item,ITM-0001_COMP-0005,1,65000,65000,,0,0,,2024-06-17,2024-05-01
VL-0530,VCH-0254,COMP-0005,Item,ITM-0008_COMP-0005,2,900,1800,,0,0,,2024-05-24,2024-05-01
VL-0531,VCH-0254,COMP-0005,Item,ITM-0006_COMP-0005,4,3500,14000,,0,0,,2024-05-24,2024-05-01
VL-0532,VCH-0255,COMP-0005,Item,ITM-0002_COMP-0005,5,55000,275000,,0,0,,2024-04-29,2024-05-01
VL-0533,VCH-0256,COMP-0005,Ledger,,0,0,24264,LED-0050,24264,0,Expense booking,2024-06-17,2024-05-01
VL-0534,VCH-0256,COMP-0005,Ledger,,0,0,24264,LED-0042,0,24264,Payment,2024-06-17,2024-05-01
VL-0535,VCH-0257,COMP-0005,Item,ITM-0008_COMP-0005,6,900,5400,,0,0,,2024-06-21,2024-05-01
VL-0536,VCH-0257,COMP-0005,Item,ITM-0001_COMP-0005,6,65000,390000,,0,0,,2024-06-21,2024-05-01
VL-0537,VCH-0258,COMP-0005,Item,ITM-0008_COMP-0005,8,900,7200,,0,0,,2024-05-11,2024-05-01
VL-0538,VCH-0259,COMP-0005,Item,ITM-0007_COMP-0005,1,10000,10000,,0,0,,2024-04-27,2024-05-01
VL-0539,VCH-0259,COMP-0005,Item,ITM-0005_COMP-0005,2,55000,110000,,0,0,,2024-04-27,2024-05-01
VL-0540,VCH-0259,COMP-0005,Item,ITM-0004_COMP-0005,8,120000,960000,,0,0,,2024-04-27,2024-05-01
VL-0541,VCH-0260,COMP-0005,Ledger,,0,0,7722,LED-0048,7722,0,Expense booking,2024-06-11,2024-05-01
VL-0542,VCH-0260,COMP-0005,Ledger,,0,0,7722,LED-0042,0,7722,Payment,2024-06-11,2024-05-01
VL-0543,VCH-0261,COMP-0005,Item,ITM-0008_COMP-0005,1,900,900,,0,0,,2024-06-07,2024-05-01
VL-0544,VCH-0261,COMP-0005,Item,ITM-0009_COMP-0005,3,1500,4500,,0,0,,2024-06-07,2024-05-01
VL-0545,VCH-0262,COMP-0005,Item,ITM-0007_COMP-0005,1,10000,10000,,0,0,,2024-06-19,2024-05-01
VL-0546,VCH-0262,COMP-0005,Item,ITM-0009_COMP-0005,5,1500,7500,,0,0,,2024-06-19,2024-05-01
VL-0547,VCH-0262,COMP-0005,Item,ITM-0008_COMP-0005,8,900,7200,,0,0,,2024-06-19,2024-05-01
VL-0548,VCH-0263,COMP-0005,Item,ITM-0007_COMP-0005,2,10000,20000,,0,0,,2024-05-01,2024-05-01
VL-0549,VCH-0264,COMP-0005,Item,ITM-0005_COMP-0005,3,55000,165000,,0,0,,2024-04-13,2024-05-01
VL-0550,VCH-0265,COMP-0005,Ledger,,0,0,18143,LED-0050,18143,0,Expense booking,2024-04-21,2024-05-01
VL-0551,VCH-0265,COMP-0005,Ledger,,0,0,18143,LED-0042,0,18143,Payment,2024-04-21,2024-05-01
VL-0552,VCH-0266,COMP-0005,Ledger,,0,0,18702,LED-0049,18702,0,Expense booking,2024-05-16,2024-05-01
VL-0553,VCH-0266,COMP-0005,Ledger,,0,0,18702,LED-0042,0,18702,Payment,2024-05-16,2024-05-01
VL-0554,VCH-0267,COMP-0005,Ledger,,0,0,8461,LED-0049,8461,0,Expense booking,2024-05-11,2024-05-01
VL-0555,VCH-0267,COMP-0005,Ledger,,0,0,8461,LED-0042,0,8461,Payment,2024-05-11,2024-05-01
VL-0556,VCH-0268,COMP-0005,Item,ITM-0007_COMP-0005,8,10000,80000,,0,0,,2024-06-04,2024-05-01
VL-0557,VCH-0269,COMP-0005,Item,ITM-0003_COMP-0005,7,42000,294000,,0,0,,2024-05-30,2024-05-01
VL-0558,VCH-0270,COMP-0005,Item,ITM-0003_COMP-0005,7,42000,294000,,0,0,,2024-05-07,2024-05-01
VL-0559,VCH-0270,COMP-0005,Item,ITM-0002_COMP-0005,7,55000,385000,,0,0,,2024-05-07,2024-05-01
VL-0560,VCH-0271,COMP-0005,Item,ITM-0004_COMP-0005,2,120000,240000,,0,0,,2024-05-24,2024-05-01
VL-0561,VCH-0271,COMP-0005,Item,ITM-0003_COMP-0005,7,42000,294000,,0,0,,2024-05-24,2024-05-01
VL-0562,VCH-0271,COMP-0005,Item,ITM-0005_COMP-0005,1,55000,55000,,0,0,,2024-05-24,2024-05-01
VL-0563,VCH-0272,COMP-0005,Item,ITM-0008_COMP-0005,1,900,900,,0,0,,2024-05-12,2024-05-01
VL-0564,VCH-0272,COMP-0005,Item,ITM-0002_COMP-0005,7,55000,385000,,0,0,,2024-05-12,2024-05-01
VL-0565,VCH-0272,COMP-0005,Item,ITM-0003_COMP-0005,4,42000,168000,,0,0,,2024-05-12,2024-05-01
VL-0566,VCH-0273,COMP-0005,Item,ITM-0008_COMP-0005,4,900,3600,,0,0,,2024-04-21,2024-05-01
VL-0567,VCH-0274,COMP-0005,Item,ITM-0004_COMP-0005,8,120000,960000,,0,0,,2024-05-12,2024-05-01
VL-0568,VCH-0275,COMP-0005,Item,ITM-0003_COMP-0005,8,42000,336000,,0,0,,2024-05-29,2024-05-01
VL-0569,VCH-0276,COMP-0005,Item,ITM-0004_COMP-0005,8,120000,960000,,0,0,,2024-06-04,2024-05-01
VL-0570,VCH-0277,COMP-0005,Item,ITM-0007_COMP-0005,7,10000,70000,,0,0,,2024-04-09,2024-05-01
VL-0571,VCH-0277,COMP-0005,Item,ITM-0008_COMP-0005,2,900,1800,,0,0,,2024-04-09,2024-05-01
VL-0572,VCH-0277,COMP-0005,Item,ITM-0009_COMP-0005,7,1500,10500,,0,0,,2024-04-09,2024-05-01
VL-0573,VCH-0278,COMP-0005,Ledger,,0,0,22607,LED-0047,22607,0,Expense booking,2024-05-04,2024-05-01
VL-0574,VCH-0278,COMP-0005,Ledger,,0,0,22607,LED-0042,0,22607,Payment,2024-05-04,2024-05-01
VL-0575,VCH-0279,COMP-0006,Item,ITM-0001_COMP-0006,1,65000,65000,,0,0,,2024-06-17,2024-05-01
VL-0576,VCH-0279,COMP-0006,Item,ITM-0008_COMP-0006,5,900,4500,,0,0,,2024-06-17,2024-05-01
VL-0577,VCH-0279,COMP-0006,Item,ITM-0004_COMP-0006,7,120000,840000,,0,0,,2024-06-17,2024-05-01
VL-0578,VCH-0280,COMP-0006,Item,ITM-0008_COMP-0006,2,900,1800,,0,0,,2024-04-06,2024-05-01
VL-0579,VCH-0280,COMP-0006,Item,ITM-0007_COMP-0006,2,10000,20000,,0,0,,2024-04-06,2024-05-01
VL-0580,VCH-0280,COMP-0006,Item,ITM-0009_COMP-0006,3,1500,4500,,0,0,,2024-04-06,2024-05-01
VL-0581,VCH-0281,COMP-0006,Ledger,,0,0,23999,LED-0057,23999,0,Expense booking,2024-05-04,2024-05-01
VL-0582,VCH-0281,COMP-0006,Ledger,,0,0,23999,LED-0052,0,23999,Payment,2024-05-04,2024-05-01
VL-0583,VCH-0282,COMP-0006,Item,ITM-0004_COMP-0006,8,120000,960000,,0,0,,2024-04-22,2024-05-01
VL-0584,VCH-0283,COMP-0006,Item,ITM-0002_COMP-0006,8,55000,440000,,0,0,,2024-04-27,2024-05-01
VL-0585,VCH-0283,COMP-0006,Item,ITM-0008_COMP-0006,4,900,3600,,0,0,,2024-04-27,2024-05-01
VL-0586,VCH-0283,COMP-0006,Item,ITM-0006_COMP-0006,5,3500,17500,,0,0,,2024-04-27,2024-05-01
VL-0587,VCH-0284,COMP-0006,Item,ITM-0008_COMP-0006,5,900,4500,,0,0,,2024-05-14,2024-05-01
VL-0588,VCH-0284,COMP-0006,Item,ITM-0005_COMP-0006,1,55000,55000,,0,0,,2024-05-14,2024-05-01
VL-0589,VCH-0285,COMP-0006,Item,ITM-0004_COMP-0006,6,120000,720000,,0,0,,2024-04-18,2024-05-01
VL-0590,VCH-0286,COMP-0006,Item,ITM-0003_COMP-0006,8,42000,336000,,0,0,,2024-06-12,2024-05-01
VL-0591,VCH-0286,COMP-0006,Item,ITM-0005_COMP-0006,8,55000,440000,,0,0,,2024-06-12,2024-05-01
VL-0592,VCH-0287,COMP-0006,Item,ITM-0005_COMP-0006,7,55000,385000,,0,0,,2024-06-26,2024-05-01
VL-0593,VCH-0288,COMP-0006,Item,ITM-0005_COMP-0006,3,55000,165000,,0,0,,2024-05-03,2024-05-01
VL-0594,VCH-0289,COMP-0006,Item,ITM-0009_COMP-0006,3,1500,4500,,0,0,,2024-06-14,2024-05-01
VL-0595,VCH-0289,COMP-0006,Item,ITM-0007_COMP-0006,6,10000,60000,,0,0,,2024-06-14,2024-05-01
VL-0596,VCH-0289,COMP-0006,Item,ITM-0004_COMP-0006,3,120000,360000,,0,0,,2024-06-14,2024-05-01
VL-0597,VCH-0290,COMP-0006,Ledger,,0,0,15298,LED-0059,15298,0,Expense booking,2024-06-15,2024-05-01
VL-0598,VCH-0290,COMP-0006,Ledger,,0,0,15298,LED-0052,0,15298,Payment,2024-06-15,2024-05-01
VL-0599,VCH-0291,COMP-0006,Ledger,,0,0,20900,LED-0058,20900,0,Expense booking,2024-05-19,2024-05-01
VL-0600,VCH-0291,COMP-0006,Ledger,,0,0,20900,LED-0052,0,20900,Payment,2024-05-19,2024-05-01
VL-0601,VCH-0292,COMP-0006,Item,ITM-0001_COMP-0006,6,65000,390000,,0,0,,2024-06-07,2024-05-01
VL-0602,VCH-0292,COMP-0006,Item,ITM-0002_COMP-0006,4,55000,220000,,0,0,,2024-06-07,2024-05-01
VL-0603,VCH-0293,COMP-0006,Item,ITM-0002_COMP-0006,6,55000,330000,,0,0,,2024-05-10,2024-05-01
VL-0604,VCH-0293,COMP-0006,Item,ITM-0004_COMP-0006,8,120000,960000,,0,0,,2024-05-10,2024-05-01
VL-0605,VCH-0294,COMP-0006,Item,ITM-0009_COMP-0006,4,1500,6000,,0,0,,2024-05-29,2024-05-01
VL-0606,VCH-0294,COMP-0006,Item,ITM-0004_COMP-0006,6,120000,720000,,0,0,,2024-05-29,2024-05-01
VL-0607,VCH-0294,COMP-0006,Item,ITM-0006_COMP-0006,1,3500,3500,,0,0,,2024-05-29,2024-05-01
VL-0608,VCH-0295,COMP-0006,Item,ITM-0002_COMP-0006,2,55000,110000,,0,0,,2024-05-22,2024-05-01
VL-0609,VCH-0295,COMP-0006,Item,ITM-0005_COMP-0006,1,55000,55000,,0,0,,2024-05-22,2024-05-01
VL-0610,VCH-0295,COMP-0006,Item,ITM-0008_COMP-0006,8,900,7200,,0,0,,2024-05-22,2024-05-01
VL-0611,VCH-0296,COMP-0006,Item,ITM-0003_COMP-0006,4,42000,168000,,0,0,,2024-06-12,2024-05-01
VL-0612,VCH-0296,COMP-0006,Item,ITM-0004_COMP-0006,8,120000,960000,,0,0,,2024-06-12,2024-05-01
VL-0613,VCH-0297,COMP-0006,Item,ITM-0009_COMP-0006,2,1500,3000,,0,0,,2024-04-23,2024-05-01
VL-0614,VCH-0297,COMP-0006,Item,ITM-0005_COMP-0006,4,55000,220000,,0,0,,2024-04-23,2024-05-01
VL-0615,VCH-0298,COMP-0006,Ledger,,0,0,9343,LED-0059,9343,0,Expense booking,2024-04-09,2024-05-01
VL-0616,VCH-0298,COMP-0006,Ledger,,0,0,9343,LED-0052,0,9343,Payment,2024-04-09,2024-05-01
VL-0617,VCH-0299,COMP-0006,Item,ITM-0008_COMP-0006,1,900,900,,0,0,,2024-04-08,2024-05-01
VL-0618,VCH-0299,COMP-0006,Item,ITM-0009_COMP-0006,6,1500,9000,,0,0,,2024-04-08,2024-05-01
VL-0619,VCH-0299,COMP-0006,Item,ITM-0001_COMP-0006,2,65000,130000,,0,0,,2024-04-08,2024-05-01
VL-0620,VCH-0300,COMP-0006,Item,ITM-0008_COMP-0006,4,900,3600,,0,0,,2024-04-26,2024-05-01
VL-0621,VCH-0301,COMP-0006,Item,ITM-0008_COMP-0006,1,900,900,,0,0,,2024-04-13,2024-05-01
VL-0622,VCH-0301,COMP-0006,Item,ITM-0005_COMP-0006,7,55000,385000,,0,0,,2024-04-13,2024-05-01
VL-0623,VCH-0301,COMP-0006,Item,ITM-0009_COMP-0006,2,1500,3000,,0,0,,2024-04-13,2024-05-01
VL-0624,VCH-0302,COMP-0006,Ledger,,0,0,11383,LED-0060,11383,0,Expense booking,2024-05-27,2024-05-01
VL-0625,VCH-0302,COMP-0006,Ledger,,0,0,11383,LED-0052,0,11383,Payment,2024-05-27,2024-05-01
VL-0626,VCH-0303,COMP-0006,Item,ITM-0005_COMP-0006,3,55000,165000,,0,0,,2024-04-01,2024-05-01
VL-0627,VCH-0303,COMP-0006,Item,ITM-0008_COMP-0006,6,900,5400,,0,0,,2024-04-01,2024-05-01
VL-0628,VCH-0303,COMP-0006,Item,ITM-0006_COMP-0006,8,3500,28000,,0,0,,2024-04-01,2024-05-01
VL-0629,VCH-0304,COMP-0006,Item,ITM-0009_COMP-0006,6,1500,9000,,0,0,,2024-06-05,2024-05-01
VL-0630,VCH-0304,COMP-0006,Item,ITM-0004_COMP-0006,5,120000,600000,,0,0,,2024-06-05,2024-05-01
VL-0631,VCH-0305,COMP-0006,Item,ITM-0008_COMP-0006,3,900,2700,,0,0,,2024-06-26,2024-05-01
VL-0632,VCH-0305,COMP-0006,Item,ITM-0002_COMP-0006,8,55000,440000,,0,0,,2024-06-26,2024-05-01
VL-0633,VCH-0305,COMP-0006,Item,ITM-0007_COMP-0006,1,10000,10000,,0,0,,2024-06-26,2024-05-01
VL-0634,VCH-0306,COMP-0006,Ledger,,0,0,21696,LED-0060,21696,0,Expense booking,2024-05-11,2024-05-01
VL-0635,VCH-0306,COMP-0006,Ledger,,0,0,21696,LED-0052,0,21696,Payment,2024-05-11,2024-05-01
VL-0636,VCH-0307,COMP-0006,Item,ITM-0005_COMP-0006,8,55000,440000,,0,0,,2024-06-03,2024-05-01
VL-0637,VCH-0307,COMP-0006,Item,ITM-0002_COMP-0006,6,55000,330000,,0,0,,2024-06-03,2024-05-01
VL-0638,VCH-0308,COMP-0006,Item,ITM-0002_COMP-0006,4,55000,220000,,0,0,,2024-06-21,2024-05-01
VL-0639,VCH-0309,COMP-0006,Item,ITM-0009_COMP-0006,2,1500,3000,,0,0,,2024-04-28,2024-05-01
VL-0640,VCH-0309,COMP-0006,Item,ITM-0008_COMP-0006,5,900,4500,,0,0,,2024-04-28,2024-05-01
VL-0641,VCH-0310,COMP-0006,Item,ITM-0003_COMP-0006,7,42000,294000,,0,0,,2024-06-18,2024-05-01
VL-0642,VCH-0310,COMP-0006,Item,ITM-0004_COMP-0006,3,120000,360000,,0,0,,2024-06-18,2024-05-01
VL-0643,VCH-0311,COMP-0006,Item,ITM-0009_COMP-0006,7,1500,10500,,0,0,,2024-04-21,2024-05-01
VL-0644,VCH-0311,COMP-0006,Item,ITM-0008_COMP-0006,5,900,4500,,0,0,,2024-04-21,2024-05-01
VL-0645,VCH-0312,COMP-0006,Ledger,,0,0,20465,LED-0059,20465,0,Expense booking,2024-04-30,2024-05-01
VL-0646,VCH-0312,COMP-0006,Ledger,,0,0,20465,LED-0052,0,20465,Payment,2024-04-30,2024-05-01
VL-0647,VCH-0313,COMP-0006,Item,ITM-0006_COMP-0006,5,3500,17500,,0,0,,2024-05-18,2024-05-01
VL-0648,VCH-0313,COMP-0006,Item,ITM-0009_COMP-0006,7,1500,10500,,0,0,,2024-05-18,2024-05-01
VL-0649,VCH-0313,COMP-0006,Item,ITM-0004_COMP-0006,7,120000,840000,,0,0,,2024-05-18,2024-05-01
VL-0650,VCH-0314,COMP-0006,Item,ITM-0007_COMP-0006,6,10000,60000,,0,0,,2024-05-24,2024-05-01
VL-0651,VCH-0315,COMP-0006,Ledger,,0,0,19971,LED-0059,19971,0,Expense booking,2024-06-22,2024-05-01
VL-0652,VCH-0315,COMP-0006,Ledger,,0,0,19971,LED-0052,0,19971,Payment,2024-06-22,2024-05-01
VL-0653,VCH-0316,COMP-0006,Ledger,,0,0,11626,LED-0058,11626,0,Expense booking,2024-04-03,2024-05-01
VL-0654,VCH-0316,COMP-0006,Ledger,,0,0,11626,LED-0052,0,11626,Payment,2024-04-03,2024-05-01
VL-0655,VCH-0317,COMP-0006,Ledger,,0,0,14659,LED-0059,14659,0,Expense booking,2024-06-24,2024-05-01
VL-0656,VCH-0317,COMP-0006,Ledger,,0,0,14659,LED-0052,0,14659,Payment,2024-06-24,2024-05-01
VL-0657,VCH-0318,COMP-0006,Item,ITM-0009_COMP-0006,4,1500,6000,,0,0,,2024-04-04,2024-05-01
VL-0658,VCH-0318,COMP-0006,Item,ITM-0004_COMP-0006,8,120000,960000,,0,0,,2024-04-04,2024-05-01
VL-0659,VCH-0319,COMP-0006,Item,ITM-0006_COMP-0006,8,3500,28000,,0,0,,2024-05-06,2024-05-01
VL-0660,VCH-0320,COMP-0006,Item,ITM-0007_COMP-0006,5,10000,50000,,0,0,,2024-06-15,2024-05-01
VL-0661,VCH-0320,COMP-0006,Item,ITM-0008_COMP-0006,7,900,6300,,0,0,,2024-06-15,2024-05-01
VL-0662,VCH-0320,COMP-0006,Item,ITM-0002_COMP-0006,1,55000,55000,,0,0,,2024-06-15,2024-05-01
VL-0663,VCH-0321,COMP-0006,Item,ITM-0009_COMP-0006,8,1500,12000,,0,0,,2024-04-13,2024-05-01
VL-0664,VCH-0321,COMP-0006,Item,ITM-0006_COMP-0006,5,3500,17500,,0,0,,2024-04-13,2024-05-01
VL-0665,VCH-0322,COMP-0006,Item,ITM-0007_COMP-0006,3,10000,30000,,0,0,,2024-04-15,2024-05-01
VL-0666,VCH-0322,COMP-0006,Item,ITM-0003_COMP-0006,5,42000,210000,,0,0,,2024-04-15,2024-05-01
VL-0667,VCH-0323,COMP-0006,Item,ITM-0004_COMP-0006,5,120000,600000,,0,0,,2024-06-13,2024-05-01
VL-0668,VCH-0323,COMP-0006,Item,ITM-0006_COMP-0006,5,3500,17500,,0,0,,2024-06-13,2024-05-01
VL-0669,VCH-0324,COMP-0006,Item,ITM-0006_COMP-0006,8,3500,28000,,0,0,,2024-06-28,2024-05-01
VL-0670,VCH-0324,COMP-0006,Item,ITM-0009_COMP-0006,4,1500,6000,,0,0,,2024-06-28,2024-05-01
VL-0671,VCH-0324,COMP-0006,Item,ITM-0007_COMP-0006,3,10000,30000,,0,0,,2024-06-28,2024-05-01
VL-0672,VCH-0325,COMP-0006,Item,ITM-0006_COMP-0006,5,3500,17500,,0,0,,2024-05-12,2024-05-01
VL-0673,VCH-0325,COMP-0006,Item,ITM-0004_COMP-0006,5,120000,600000,,0,0,,2024-05-12,2024-05-01
VL-0674,VCH-0326,COMP-0006,Ledger,,0,0,5758,LED-0058,5758,0,Expense booking,2024-06-17,2024-05-01
VL-0675,VCH-0326,COMP-0006,Ledger,,0,0,5758,LED-0052,0,5758,Payment,2024-06-17,2024-05-01
VL-0676,VCH-0327,COMP-0006,Item,ITM-0008_COMP-0006,1,900,900,,0,0,,2024-04-16,2024-05-01
VL-0677,VCH-0327,COMP-0006,Item,ITM-0001_COMP-0006,6,65000,390000,,0,0,,2024-04-16,2024-05-01
VL-0678,VCH-0328,COMP-0006,Item,ITM-0006_COMP-0006,6,3500,21000,,0,0,,2024-04-03,2024-05-01
VL-0679,VCH-0328,COMP-0006,Item,ITM-0008_COMP-0006,2,900,1800,,0,0,,2024-04-03,2024-05-01
VL-0680,VCH-0328,COMP-0006,Item,ITM-0003_COMP-0006,2,42000,84000,,0,0,,2024-04-03,2024-05-01
VL-0681,VCH-0329,COMP-0006,Item,ITM-0009_COMP-0006,3,1500,4500,,0,0,,2024-06-12,2024-05-01
VL-0682,VCH-0330,COMP-0006,Ledger,,0,0,7874,LED-0060,7874,0,Expense booking,2024-06-05,2024-05-01
VL-0683,VCH-0330,COMP-0006,Ledger,,0,0,7874,LED-0052,0,7874,Payment,2024-06-05,2024-05-01
VL-0684,VCH-0331,COMP-0006,Item,ITM-0007_COMP-0006,5,10000,50000,,0,0,,2024-06-18,2024-05-01
VL-0685,VCH-0332,COMP-0006,Item,ITM-0006_COMP-0006,6,3500,21000,,0,0,,2024-05-30,2024-05-01
VL-0686,VCH-0332,COMP-0006,Item,ITM-0002_COMP-0006,8,55000,440000,,0,0,,2024-05-30,2024-05-01
VL-0687,VCH-0332,COMP-0006,Item,ITM-0008_COMP-0006,7,900,6300,,0,0,,2024-05-30,2024-05-01
VL-0688,VCH-0333,COMP-0006,Item,ITM-0007_COMP-0006,1,10000,10000,,0,0,,2024-04-03,2024-05-01
VL-0689,VCH-0334,COMP-0006,Item,ITM-0005_COMP-0006,4,55000,220000,,0,0,,2024-04-02,2024-05-01
VL-0690,VCH-0335,COMP-0006,Item,ITM-0008_COMP-0006,6,900,5400,,0,0,,2024-06-14,2024-05-01
VL-0691,VCH-0335,COMP-0006,Item,ITM-0004_COMP-0006,3,120000,360000,,0,0,,2024-06-14,2024-05-01
VL-0692,VCH-0335,COMP-0006,Item,ITM-0007_COMP-0006,4,10000,40000,,0,0,,2024-06-14,2024-05-01
VL-0693,VCH-0336,COMP-0006,Item,ITM-0001_COMP-0006,1,65000,65000,,0,0,,2024-04-19,2024-05-01
VL-0694,VCH-0337,COMP-0006,Item,ITM-0006_COMP-0006,4,3500,14000,,0,0,,2024-04-17,2024-05-01
VL-0695,VCH-0337,COMP-0006,Item,ITM-0004_COMP-0006,4,120000,480000,,0,0,,2024-04-17,2024-05-01
VL-0696,VCH-0338,COMP-0006,Item,ITM-0004_COMP-0006,6,120000,720000,,0,0,,2024-05-09,2024-05-01
VL-0697,VCH-0339,COMP-0006,Item,ITM-0007_COMP-0006,1,10000,10000,,0,0,,2024-04-04,2024-05-01
VL-0698,VCH-0340,COMP-0006,Ledger,,0,0,11834,LED-0060,11834,0,Expense booking,2024-05-27,2024-05-01
VL-0699,VCH-0340,COMP-0006,Ledger,,0,0,11834,LED-0052,0,11834,Payment,2024-05-27,2024-05-01
VL-0700,VCH-0341,COMP-0007,Item,ITM-0007_COMP-0007,2,10000,20000,,0,0,,2024-05-28,2024-05-01
VL-0701,VCH-0342,COMP-0007,Ledger,,0,0,21603,LED-0067,21603,0,Expense booking,2024-04-12,2024-05-01
VL-0702,VCH-0342,COMP-0007,Ledger,,0,0,21603,LED-0062,0,21603,Payment,2024-04-12,2024-05-01
VL-0703,VCH-0343,COMP-0007,Ledger,,0,0,8943,LED-0070,8943,0,Expense booking,2024-04-21,2024-05-01
VL-0704,VCH-0343,COMP-0007,Ledger,,0,0,8943,LED-0062,0,8943,Payment,2024-04-21,2024-05-01
VL-0705,VCH-0344,COMP-0007,Item,ITM-0004_COMP-0007,2,120000,240000,,0,0,,2024-06-17,2024-05-01
VL-0706,VCH-0344,COMP-0007,Item,ITM-0009_COMP-0007,6,1500,9000,,0,0,,2024-06-17,2024-05-01
VL-0707,VCH-0345,COMP-0007,Item,ITM-0001_COMP-0007,7,65000,455000,,0,0,,2024-06-01,2024-05-01
VL-0708,VCH-0345,COMP-0007,Item,ITM-0009_COMP-0007,7,1500,10500,,0,0,,2024-06-01,2024-05-01
VL-0709,VCH-0346,COMP-0007,Ledger,,0,0,8278,LED-0069,8278,0,Expense booking,2024-05-22,2024-05-01
VL-0710,VCH-0346,COMP-0007,Ledger,,0,0,8278,LED-0062,0,8278,Payment,2024-05-22,2024-05-01
VL-0711,VCH-0347,COMP-0007,Ledger,,0,0,7139,LED-0070,7139,0,Expense booking,2024-05-17,2024-05-01
VL-0712,VCH-0347,COMP-0007,Ledger,,0,0,7139,LED-0062,0,7139,Payment,2024-05-17,2024-05-01
VL-0713,VCH-0348,COMP-0007,Item,ITM-0007_COMP-0007,5,10000,50000,,0,0,,2024-06-23,2024-05-01
VL-0714,VCH-0348,COMP-0007,Item,ITM-0008_COMP-0007,6,900,5400,,0,0,,2024-06-23,2024-05-01
VL-0715,VCH-0348,COMP-0007,Item,ITM-0001_COMP-0007,1,65000,65000,,0,0,,2024-06-23,2024-05-01
VL-0716,VCH-0349,COMP-0007,Ledger,,0,0,10811,LED-0067,10811,0,Expense booking,2024-04-19,2024-05-01
VL-0717,VCH-0349,COMP-0007,Ledger,,0,0,10811,LED-0062,0,10811,Payment,2024-04-19,2024-05-01
